stat,original_count,cleaned_count,removed_count,percent_excluded,0%,1%,2%,3%,4%,5%,6%,7%,8%,9%,10%,11%,12%,13%,14%,15%,16%,17%,18%,19%,20%,21%,22%,23%,24%,25%,26%,27%,28%,29%,30%,31%,32%,33%,34%,35%,36%,37%,38%,39%,40%,41%,42%,43%,44%,45%,46%,47%,48%,49%,50%,51%,52%,53%,54%,55%,56%,57%,58%,59%,60%,61%,62%,63%,64%,65%,66%,67%,68%,69%,70%,71%,72%,73%,74%,75%,76%,77%,78%,79%,80%,81%,82%,83%,84%,85%,86%,87%,88%,89%,90%,91%,92%,93%,94%,95%,96%,97%,98%,99%
total_kills,9268,9198,70,0.7552870090634441,1.0,14.670000000000002,27.0,50.0,70.0,94.0,118.0,150.0,186.0,217.02999999999997,261.0,314.37,359.03999999999996,419.0,481.0,549.05,647.0,733.3900000000001,856.0,977.73,1098.4,1238.07,1371.48,1555.4100000000003,1738.0,1904.25,2094.42,2298.09,2502.0,2765.579999999999,3059.2999999999997,3396.85,3818.6400000000003,4180.77,4587.56,4970.0,5368.919999999998,5705.37,6126.46,6510.430000000001,6957.0,7462.819999999999,7970.139999999999,8590.34,9027.0,9620.45,10010.660000000007,10362.49,10869.32,11445.66,12088.5,12738.34,13431.720000000001,14066.51,14662.720000000001,15318.250000000002,16012.120000000003,16692.57,17328.199999999993,17948.18,18773.799999999992,19503.739999999998,20357.04,21149.15,21990.64,22881.300000000003,23763.820000000007,24795.78,25675.840000000004,26933.23,27884.5,28982.539999999994,30069.92,31302.37,32707.54,34138.0,35433.6,36905.44,38350.78,39796.72,41511.8,43264.94000000001,44909.399999999994,47122.31999999999,49314.439999999995,51635.95,53947.219999999994,56638.03,59383.92,62421.620000000075,66425.3,70540.52000000002,75552.00000000006,80885.04000000011,86362.73999999993,93369.84999999999,102350.07999999987,115480.31999999996,137706.93999999986,174277.07999999996
total_deaths,9252,9178,74,0.799827064418504,1.0,15.0,37.0,56.0,81.0,111.0,137.0,175.57000000000005,220.08000000000004,264.0,311.1,363.61,416.0,474.0,533.2800000000002,616.6499999999999,699.3200000000002,802.6700000000001,903.1799999999998,1003.3800000000001,1133.0,1281.8400000000001,1407.0,1558.73,1744.0,1903.75,2076.0,2294.54,2521.9600000000014,2797.16,3088.2999999999997,3361.43,3705.2800000000007,4045.3199999999997,4425.02,4748.85,5110.36,5463.87,5853.660000000001,6320.780000000001,6772.8,7219.739999999998,7744.52,8293.789999999999,8741.52,9155.849999999999,9641.68,10082.97,10665.48,11262.839999999997,11847.5,12400.080000000002,13030.200000000004,13758.03,14368.619999999999,14996.45,15694.720000000005,16576.489999999998,17194.58,17808.08,18617.59999999999,19381.55,19948.62,20765.260000000002,21513.56,22517.750000000004,23445.559999999998,24351.4,25260.160000000003,26310.329999999998,27338.999999999993,28521.88,29791.0,30935.23,32145.92,33220.0,34591.76,36067.270000000004,37259.12,38698.29,40210.8,42039.72,43832.41999999999,45897.549999999996,47929.880000000005,49950.149999999994,52495.299999999996,54606.44,56897.200000000004,59547.34,63101.89999999997,67026.45,71335.08,75798.48000000001,82204.45999999992,88167.39999999988,97179.71999999997,111896.91999999991,129422.23999999974,169232.82999999993
total_time_played,9267,9204,63,0.6798316607316284,8.0,1269.26,2994.6,4238.7,5395.28,7123.2,9054.879999999994,11238.960000000006,14002.4,17214.099999999995,19995.8,23675.62,27022.84,30642.440000000002,34412.240000000005,38503.299999999996,43555.0,49990.42,56200.399999999994,64335.119999999995,72256.6,80030.91999999998,88155.64,100564.36000000004,112571.67999999998,124246.5,138331.60000000006,151040.34000000003,169967.60000000003,187073.75999999992,207526.99999999994,226366.32,250222.28,272430.3400000001,296313.28,318555.79999999993,346680.87999999995,376624.04000000004,403691.6,428694.32000000024,460696.80000000005,490451.24,523235.55999999994,560080.48,595225.0399999999,628368.6,664285.3200000004,702845.9199999999,744140.4,782300.2000000001,823928.0,869776.82,914746.64,962195.78,1010317.3200000002,1055393.9000000001,1105358.52,1153906.64,1205021.3199999998,1256955.9999999995,1314630.4,1365339.86,1412550.28,1474242.98,1519096.68,1584075.3000000007,1659781.9200000002,1736807.1800000002,1806770.0800000003,1877396.6199999996,1948655.8,2039016.3999999987,2113732.9999999995,2196684.6,2273836.72,2361946.0,2446433.0399999996,2547998.860000001,2658324.32,2755753.2600000002,2877294.6,3010745.46,3146536.3199999994,3299396.92,3443920.039999999,3591175.799999996,3762038.8000000003,3920424.34,4106181.76,4352102.68,4583872.799999999,4853445.319999998,5190816.44,5551610.860000003,5931691.319999992,6462867.299999999,7123999.599999981,8024517.160000012,9176478.200000005,11619059.480000004
total_wins,9260,9227,33,0.3563714902807775,1.0,6.0,11.0,19.0,27.0,35.0,47.0,61.0,72.0,86.0,102.0,121.0,139.0,160.0,178.52000000000044,201.8499999999999,231.0,265.0,306.0,351.21000000000004,405.0,461.3899999999999,522.0,598.0,674.0,748.25,852.0,956.9300000000003,1059.0400000000009,1179.0,1318.6999999999998,1446.87,1596.0,1769.4700000000003,1937.1800000000012,2120.2999999999993,2350.959999999999,2507.0,2683.42,2856.01,3070.4000000000033,3329.949999999998,3583.5599999999995,3821.74,4062.96,4370.750000000001,4658.14,4931.189999999999,5078.32,5306.549999999999,5579.5,5878.18,6161.68,6491.540000000001,6787.0,7093.450000000001,7425.44000000001,7742.629999999999,8092.0,8467.239999999998,8755.799999999997,9094.97,9444.74,9841.34,10208.76,10579.35,10998.580000000004,11459.650000000003,11907.480000000003,12383.549999999996,12904.099999999995,13440.449999999997,14074.0,14581.279999999999,15149.98,15696.0,16221.0,16844.47000000001,17507.140000000003,18228.660000000003,18956.4,19695.160000000003,20534.379999999997,21356.759999999995,22416.799999999996,23347.3,24486.699999999997,25814.66,27159.6,28513.240000000005,29932.500000000007,31594.71000000003,33162.240000000005,35369.70000000001,37860.53999999996,40564.699999999975,43998.64,48649.61,56308.43999999999,68496.38999999997
total_kills_headshot,9244,9146,98,1.0601471224578105,1.0,6.0,12.860000000000014,20.0,28.0,37.0,48.0,60.0,73.0,87.0,101.0,125.0,145.0,165.0,188.0,214.45000000000005,243.8800000000001,263.0,304.74,348.0,387.60000000000014,437.0,480.46000000000004,529.0,575.3199999999997,647.0,716.1800000000003,786.0,868.0,953.9399999999996,1057.0,1147.33,1268.7600000000002,1374.5700000000002,1492.2400000000007,1628.0999999999995,1747.44,1882.8199999999997,2018.0,2152.77,2310.2000000000003,2474.4099999999976,2653.0,2820.49,3003.92,3157.3500000000004,3363.7799999999997,3535.21,3747.6399999999994,3992.0699999999997,4198.5,4435.6500000000015,4685.360000000001,4940.0,5168.660000000001,5408.650000000001,5663.160000000002,5911.509999999999,6205.0,6533.74,6839.8,7099.689999999999,7434.0,7755.09,8103.560000000001,8415.95,8796.52,9198.530000000006,9648.440000000004,10102.699999999992,10529.899999999994,10983.359999999997,11411.0,11882.559999999998,12413.299999999996,12966.25,13537.720000000001,14133.430000000008,14826.88,15343.79,16063.400000000001,16953.45000000001,17683.299999999996,18618.69,19659.519999999997,20738.55,21700.719999999994,22686.64,24008.52,25425.350000000002,26999.10000000004,29061.43000000001,31053.0,33284.95,35994.76,39421.350000000006,44442.51999999999,50605.769999999924,58720.27999999994,75500.12
total_shots_hit,9015,8966,49,0.543538546866334,1.0,31.0,75.28,138.0,213.12,293.70000000000005,375.0,456.98,551.12,674.26,802.4000000000001,930.0799999999999,1100.0800000000004,1287.82,1510.8400000000001,1735.4999999999995,2024.64,2366.76,2678.6,2975.9800000000005,3399.8,3782.699999999999,4222.32,4662.760000000002,5144.08,5841.0,6399.0,7056.0,7822.880000000003,8626.06,9531.4,10389.68,11437.0,12492.480000000001,13718.320000000002,15055.399999999929,16426.559999999998,17669.36,18802.64,20025.2,21728.0,23290.359999999997,24845.399999999998,26607.26,28246.039999999997,29939.100000000013,31484.200000000004,33405.34,35461.6,37180.44,39019.0,40781.92000000001,42992.599999999984,44802.380000000005,46951.76000000002,49173.90000000002,51337.68000000001,53535.91999999998,55771.96,58162.57999999998,60534.999999999956,63095.18,65389.36,67651.99999999996,69866.0,72770.20000000001,75175.36000000004,78479.04000000001,81493.00000000003,84746.72,88279.39999999998,91659.99999999996,95331.8,98894.80000000002,103229.04,106821.0,110878.68000000002,114274.12,118843.36,123228.06000000003,128765.00000000004,133223.12,139618.52,145143.84,150948.63999999998,157615.69999999998,165084.28,172925.84000000003,182035.7599999999,192170.56,202737.80000000002,215061.3,227892.60000000015,241790.98000000004,256509.63999999996,279919.19999999995,304777.88000000006,334019.89999999997,380286.19999999995,489400.1200000056
total_shots_fired,9261,9219,42,0.45351473922902497,2.0,338.80000000000007,872.4000000000001,1350.4,1801.4,2332.0,2954.6000000000004,3618.6000000000004,4416.400000000001,5415.4,6372.0,7195.0,8207.4,9643.4,11091.4,12533.0,14217.800000000001,16244.2,18293.6,20235.800000000003,22592.0,25410.2,28659.600000000002,31560.000000000007,33935.6,37444.0,40848.6,45549.60000000001,49924.600000000006,54934.79999999999,60501.0,66348.2,71862.6,78354.6,84385.6,91169.0,98582.8,105959.2,113977.6,121567.80000000003,131898.0,138810.4,147661.79999999993,157288.4,166389.2,174573.0,185761.2000000001,195228.19999999998,206413.80000000002,217308.59999999986,228581.0,239033.20000000004,250691.8,260292.40000000005,271250.80000000005,282249.0,293984.20000000007,304822.0,317209.5999999999,333540.7999999999,347565.0,363366.5999999997,377970.8,394942.40000000014,407094.0,419373.0,434029.00000000006,450992.60000000003,466277.60000000003,484462.2,502599.0,522813.0,543809.6,566404.6,587545.7999999999,609264.0,631474.8000000003,652607.5999999999,680063.0000000001,703688.6000000001,733733.0,764806.6000000002,795861.7999999999,826602.1999999997,866574.7999999997,901858.0,939082.9999999999,977924.9999999999,1025358.6000000001,1083259.4,1135122.0,1204380.2000000007,1285320.0000000005,1367489.2000000002,1468479.9999999995,1579650.0,1730047.000000001,1931960.1999999993,2143539.9999999953,2739507.3999999953
total_rounds_played,9254,9224,30,0.3241841365895829,1.0,10.530000000000001,25.060000000000002,40.0,52.0,69.0,90.0,115.71000000000004,139.0,168.0,197.60000000000014,236.0,273.0,304.0,348.0,394.0,445.96000000000004,510.0,584.54,654.0699999999999,744.6000000000001,865.1299999999999,971.6600000000001,1105.19,1250.7199999999998,1407.0,1588.0,1774.2399999999998,1958.8400000000001,2147.1099999999997,2405.9,2709.0,2979.0,3257.450000000001,3588.0200000000004,3891.849999999998,4248.08,4620.0,4964.28,5322.34,5675.400000000001,6087.919999999998,6463.559999999999,6970.79,7512.200000000002,8005.900000000005,8478.560000000001,9080.379999999997,9574.88,10170.850000000002,10724.0,11278.06,11816.800000000003,12429.720000000001,13099.34,13819.300000000001,14444.68,15077.259999999995,15695.659999999998,16390.319999999992,17064.200000000004,17665.62,18461.039999999994,19207.39,19835.68,20589.299999999996,21522.800000000003,22396.510000000002,23247.760000000017,24198.28,25133.199999999975,26278.04,27535.32,28669.14,29722.940000000006,30939.0,32061.399999999998,33216.100000000006,34383.34,35654.87,37159.20000000001,38503.65,40324.25999999997,42184.99,43964.159999999996,45823.100000000006,48150.72,50994.26999999998,53516.12000000002,56017.41,59084.100000000006,62162.46,65048.36,69541.98000000005,73842.1,79979.05,87673.59999999995,96290.82999999996,110318.06000000006,132617.10999999978
total_matches_won,9082,9020,62,0.6826690156353227,1.0,1.0,2.0,2.0,3.0,4.0,5.0,6.0,7.0,8.0,9.0,10.0,12.0,14.0,16.0,18.0,20.0,23.0,26.0,29.0,33.0,37.0,41.0,44.0,49.0,54.0,59.0,65.0,72.0,77.0,84.0,92.0,100.0,109.0,118.0,127.0,136.0,146.0,154.7800000000002,165.0,173.4000000000001,183.0,195.0,204.0,215.63999999999987,227.0,238.0,250.0,263.0,274.0,287.0,301.0,315.0,329.0,342.0,358.0,372.3600000000006,387.0,401.0,417.0,434.0,450.0,468.0,484.0,503.84000000000015,522.0,540.46,561.0,578.0,599.0,623.0,644.0,668.0,692.0,720.0,746.0,775.0,800.0,835.0,871.9900000000007,902.8000000000002,936.0,974.4199999999992,1010.2299999999996,1049.0,1086.0,1133.0,1207.4700000000003,1267.5599999999995,1328.0,1393.9000000000005,1462.0,1562.0,1651.33,1783.4199999999983,1903.8999999999978,2078.2800000000007,2379.4199999999983,2711.6599999999944,3647.7100000000046
