Genre,IDF_Playtime
Movie,13.45054557882586
Adult Content,11.471560516309896
Violent,10.354340523751059
Racing,5.097641603148283
Early Access,4.477258837090772
Software & Tools,4.235006885360635
Sports,4.055662820309738
Casual,3.4239466277007464
Simulation,2.8316896372060745
MMO,2.4513945901297305
Indie,2.3073540508799453
RPG,2.2858618622056213
Adventure,1.8128272997570494
Strategy,0.5371734267032728
Free-to-Play,0.28058874343491713
Action,0.10168740378515805
