appid,genres
574980,"Action, Indie"
338340,nan
107600,"Action, Indie"
2234150,"Action, Adventure, Early Access, Indie"
354180,nan
3171460,"Adventure, Casual"
526920,nan
1663640,"Action, Adventure, RPG"
841350,"Adventure, Casual, Indie, RPG, Strategy"
3279160,"Action, Adventure, Casual, MMO, Simulation"
3296790,nan
461490,nan
253630,nan
380120,nan
95000,nan
603190,nan
951750,nan
416080,nan
1146230,nan
429280,nan
1099460,nan
355150,nan
246110,nan
404030,nan
313040,nan
791330,nan
450120,nan
466840,nan
616090,nan
383720,nan
397570,nan
1449320,nan
680340,nan
636100,nan
1866180,nan
2432100,nan
1067850,nan
1457080,nan
411310,nan
1984790,nan
679270,nan
1567440,nan
1848710,nan
345430,nan
2141520,nan
363920,nan
2497930,nan
581270,nan
739130,nan
1485690,nan
315860,nan
46200,nan
2146720,nan
341500,nan
587430,nan
747850,nan
215630,nan
587450,nan
335830,nan
292420,nan
1571820,nan
698320,nan
1349230,Indie
2165620,nan
39640,nan
428900,nan
365110,nan
1484280,nan
1940040,nan
638930,nan
385020,nan
728240,nan
2310700,nan
2610,nan
2186360,nan
384150,nan
522240,nan
1607280,nan
622460,nan
1742020,nan
781590,nan
286320,nan
533860,nan
1551520,nan
46450,nan
408740,nan
291390,nan
547390,nan
223280,nan
330110,nan
2077650,nan
258090,nan
1846460,nan
671240,nan
330580,nan
2835110,nan
687850,nan
293520,nan
431750,nan
337210,nan
1538970,nan
664750,nan
1346770,nan
338190,nan
320540,nan
1985960,nan
214790,nan
1019940,nan
748360,nan
758730,nan
2381740,nan
391340,nan
959000,nan
1175390,nan
315920,nan
1127840,nan
452230,nan
886960,nan
619470,nan
1946700,nan
2603020,nan
299050,nan
297120,nan
969880,nan
1951230,nan
2585720,nan
392920,nan
355100,nan
494160,nan
704640,nan
873890,nan
35480,nan
106010,nan
342530,nan
545980,nan
212220,nan
576390,nan
335000,nan
1762570,nan
625460,nan
2942700,nan
857940,nan
537700,nan
211880,nan
2731870,nan
515040,nan
377140,nan
217140,nan
365770,nan
324070,nan
349260,nan
2322520,nan
762650,nan
1453490,nan
704700,nan
1540350,nan
572520,nan
308460,nan
2292260,nan
676420,nan
384840,nan
503410,nan
1886400,nan
457570,nan
2696480,nan
2331130,nan
319400,nan
545600,nan
1092700,nan
521340,nan
381220,nan
567680,nan
231200,nan
352010,nan
2424660,nan
296870,nan
511090,nan
46770,nan
259740,nan
2766860,nan
1849360,nan
11900,nan
1353920,nan
341120,nan
318130,nan
843200,nan
528300,nan
227580,nan
449940,nan
238930,nan
622170,nan
235820,nan
275530,nan
739540,nan
527750,nan
1744330,nan
307050,nan
1442300,nan
471810,nan
2060750,nan
502240,nan
12340,nan
338420,nan
1373930,nan
577460,nan
462580,nan
1812060,nan
315260,nan
207380,nan
2616460,nan
2649970,nan
271820,nan
2510130,nan
404700,nan
458000,nan
211360,nan
690140,nan
359230,nan
467310,nan
2915460,nan
359280,nan
1278390,nan
619310,nan
485630,nan
534010,nan
363510,nan
1159290,nan
843390,nan
463710,nan
413680,nan
303720,nan
218760,nan
319870,nan
374520,nan
661040,nan
663210,nan
33130,nan
1337010,nan
279740,nan
1316160,nan
1502190,nan
2210,nan
283080,"Action, Adventure, Indie, RPG"
1467920,"Adventure, Indie"
316970,"Action, Adventure, Indie"
10130,nan
40340,Adventure
2510770,"Adventure, Casual, Simulation"
111900,"Action, Strategy"
635410,nan
557030,"Adventure, Casual, Indie"
1328840,"Adventure, Indie"
263740,"Action, Indie, RPG, Sports"
434500,nan
2800,Strategy
743130,"Casual, Indie, Simulation"
872680,"Indie, RPG, Simulation, Strategy"
1122100,"Action, Adventure, Indie"
1064200,"Indie, Simulation, Strategy"
15540,"Action, Early Access, Indie"
1407190,Simulation
2917030,"Adventure, Free-to-Play, RPG, Strategy"
429060,"Casual, Indie, Strategy"
345580,nan
1096300,nan
342280,"Action, Adventure, Indie, MMO"
1025250,"Action, Indie"
764920,nan
761600,Action
956680,"Action, Early Access, Indie, RPG, Strategy"
700820,"Early Access, Indie, Simulation, Strategy"
11140,Adventure
601540,nan
1286280,"Action, Adventure, Indie"
380150,"Adventure, Indie"
279560,Adventure
1135240,"Action, Simulation, Strategy"
2089980,"Action, Casual, Indie, RPG"
207730,"Action, Strategy"
432490,"Casual, Indie"
978460,"Adventure, Casual, Indie, RPG, Simulation"
529900,"Action, Adventure, Casual, Indie"
404810,nan
777590,nan
886820,RPG
668590,"Adventure, Casual, Indie"
440730,"Action, Adventure, Indie, Simulation"
260160,"Action, Adventure, Indie"
464360,"Action, Adventure, Indie, Simulation"
966330,"Adventure, Casual"
205550,"Action, Casual, Indie"
331670,"Casual, Indie, Strategy"
857010,nan
1163590,Action
547960,"Action, Casual, Indie"
1889640,"Action, Adventure, Indie, MMO, Simulation"
895950,nan
1903560,"Action, Adventure, Early Access, Indie"
791000,nan
327090,"Action, Adventure, Indie, MMO, RPG, Simulation"
409370,nan
339290,"Action, Casual, Indie"
290770,"Action, Adventure, Indie"
2175780,"Action, Early Access, Free-to-Play, Indie, MMO"
2737980,Adventure
1536090,"Casual, Indie, Simulation"
375850,nan
1352850,"Simulation, Strategy"
730830,Adventure
2928520,"Casual, Indie, Simulation"
628720,nan
2424740,"Casual, Indie, Strategy"
1550180,"Action, Adventure, RPG"
1509820,"Adventure, Casual, Free-to-Play, Indie"
461390,nan
1018000,"Action, Casual"
266110,"Action, Indie"
857520,Racing
628040,Strategy
618310,nan
1377150,"Adventure, Casual"
388660,"Indie, Simulation, Strategy"
763870,nan
233370,Adventure
15930,Casual
1341820,Adventure
1675670,"Action, Indie, Simulation"
418610,nan
1783540,"Design & Illustration, Media & Production, Photo Editing, Software & Tools"
1492360,"Casual, Indie, Simulation, Strategy"
710780,"Action, Casual, Indie"
637050,"Early Access, Indie, RPG, Strategy"
1106180,"Design & Illustration, Software & Tools"
409320,"Action, Adventure"
290260,Indie
291030,"Casual, Indie, Simulation"
1919720,"Action, Adventure, Casual, Indie, RPG"
2065810,"Action, Adventure, RPG, Strategy"
613210,"Casual, Indie, Strategy"
15000,Action
691190,"Design & Illustration, Media & Production, Utilities"
2090810,nan
958790,nan
1034900,Action
1911360,"Action, Indie, RPG"
702670,"Adventure, Casual, Indie"
411330,Action
515910,nan
1389550,"Adventure, RPG, Simulation, Strategy"
217690,"Adventure, Indie"
315340,nan
461880,"Casual, Indie"
431260,"Adventure, Indie"
2273980,"Action, Indie, Strategy"
2052780,"Casual, Indie, Simulation"
307130,"Action, Adventure, Indie"
253530,"Action, Free-to-Play, Indie"
2132450,"Action, Casual, Indie, Simulation"
409390,"Action, Adventure, Casual, Indie"
1514930,nan
351080,"Simulation, Strategy"
2196420,nan
650940,"Indie, RPG"
2671970,"Casual, Indie, Simulation, Strategy"
18400,nan
453910,"Casual, Indie"
280640,"Action, Indie, RPG"
576540,"Action, Casual, Indie"
477140,nan
2246330,"Adventure, Casual, Indie, Strategy"
1110890,"Adventure, Casual, Indie, Simulation, Utilities"
511430,"Adventure, Indie, Simulation"
969680,nan
1058060,"Indie, RPG"
278910,nan
224860,"Indie, Strategy"
383750,nan
712190,"Action, Adventure, Indie, RPG, Simulation"
1748050,nan
578830,"Adventure, Casual, Indie, RPG, Simulation, Strategy"
1373430,Adventure
886730,"Adventure, Casual"
34450,Strategy
473540,"Adventure, Casual"
1144300,Adventure
1334000,"Casual, Indie, Simulation, Sports"
496750,nan
1961520,"Adventure, Casual, Indie"
434250,"Action, Indie"
343090,"Indie, Simulation"
1559300,nan
578890,"Adventure, Casual, Indie, RPG, Strategy"
338760,"Action, Indie"
2825300,"Adventure, Casual"
204560,"Action, RPG, Strategy"
787450,nan
340650,nan
1553890,nan
405010,"Action, Adventure, Indie"
846470,"Action, Adventure, Casual, Indie"
664830,"Action, Adventure, Indie"
652410,"Action, Adventure, Indie, RPG, Simulation, Strategy"
521230,nan
377870,Action
327890,"Action, Adventure, Indie, Simulation"
799860,nan
412600,nan
1360390,Adventure
414060,nan
388360,nan
340770,nan
2337640,"Free-to-Play, Simulation"
666260,nan
39520,"Simulation, Strategy"
1045610,"Casual, Indie, Simulation, Strategy"
316610,Indie
658700,Racing
565660,"Action, Indie"
923890,nan
530330,nan
360870,"Casual, Free-to-Play"
499420,nan
1315980,"Indie, Simulation, Strategy"
2428810,"Action, Adventure"
281200,Adventure
2200780,"Casual, Indie, Simulation"
513740,nan
539370,nan
463210,nan
384500,nan
919410,"Adventure, Indie"
269990,nan
277500,"Casual, Indie, Simulation"
502140,nan
394140,nan
608660,"Adventure, Indie, Racing, Simulation, Sports"
1112930,"Indie, RPG"
741930,nan
485330,nan
302060,"Indie, Simulation"
1566060,nan
1349030,nan
302080,"Indie, Simulation"
512640,nan
1724770,"Action, Early Access, Indie, Strategy"
453820,nan
470780,Indie
609490,"Adventure, Indie"
521430,Indie
636310,nan
3820,nan
388160,"Casual, Indie"
339190,"Adventure, Indie"
3371240,"Action, Indie"
752640,"Action, Casual, Simulation, Sports, Strategy"
250110,"Action, Indie"
378100,nan
2088770,"RPG, Strategy"
518660,nan
1660080,"Adventure, Casual, Early Access, Indie, Simulation"
1095120,"Adventure, Indie"
888530,"Action, Indie, RPG"
416310,"Adventure, Casual, Strategy"
448370,"Action, Indie"
2172010,Adventure
1257200,"Indie, RPG"
274880,"Indie, Racing, Sports"
92500,nan
2434160,nan
383710,Action
783200,nan
377150,nan
740200,nan
1614550,"Action, Adventure, Casual, Early Access, Indie, Simulation, Strategy"
1717170,nan
528660,"Action, Casual, Indie"
614090,Action
773370,"Adventure, Casual, Indie, Simulation"
530320,"Adventure, Indie"
527470,"Action, Indie"
451570,"Adventure, Casual, Indie"
576120,nan
817460,nan
17550,nan
442780,"Action, Indie"
2195120,"Early Access, Indie, Simulation, Strategy"
293440,nan
1599880,"Adventure, Casual, Indie"
284990,nan
2303800,"Adventure, Indie, RPG"
580040,"Action, Casual, Indie, Simulation, Strategy"
505740,"Action, Strategy"
621000,"Indie, Strategy"
933300,nan
1301060,"Indie, Racing, Simulation, Sports"
1394500,"Action, Casual, Indie, Simulation, Strategy"
46540,"Action, Strategy"
57650,"RPG, Strategy"
355410,"Action, Casual, Indie"
525070,nan
529760,"Action, Adventure"
2022290,"Adventure, Casual"
2173800,nan
455710,nan
393520,"Action, Adventure, Indie"
556280,"Action, Casual, Indie"
1955110,"Adventure, Casual, Indie, Strategy"
424250,"Adventure, Indie, RPG, Strategy"
371180,Action
506510,"Indie, RPG"
390030,nan
765900,Adventure
337980,"Adventure, Casual, Indie, RPG"
3204250,"Casual, Simulation, Strategy"
1553000,Strategy
246300,nan
485350,"Casual, Indie, Simulation"
2102760,nan
376480,nan
686900,"Casual, Indie, Simulation, Strategy"
57640,Adventure
809440,"Indie, Strategy"
485830,nan
496980,nan
416610,nan
1178120,nan
1644020,"Adventure, Casual, Indie, Strategy"
1897120,nan
272330,"Action, Indie"
1831320,"Adventure, Casual, Indie, Strategy"
406870,"Adventure, Casual"
265890,"Casual, Indie, Strategy"
551080,"Action, Indie"
371670,"Adventure, Indie, Strategy"
1224020,"Adventure, Indie"
1164050,"Adventure, Casual, Indie"
264690,"Indie, RPG"
257650,Utilities
27000,"Adventure, Indie"
520520,nan
2343920,"Action, Casual, Indie, Strategy"
421740,"Adventure, Indie"
63700,"Action, Casual, Indie"
405950,"Adventure, Casual, Indie"
1707650,"RPG, Strategy"
279140,"Indie, Simulation, Strategy"
589510,"Action, Adventure, Indie"
692200,"Adventure, Casual, Indie, Simulation, Strategy"
541660,"Action, Adventure"
407420,"Action, Adventure, Casual, Indie, Simulation"
989440,"Action, Adventure, Indie, MMO"
2115850,"Adventure, Early Access, Indie, Simulation"
1248800,"Indie, RPG, Simulation, Strategy"
1450830,"Action, Indie, RPG, Strategy"
325930,"Action, Adventure, Indie"
284770,"Adventure, Casual"
1783680,"Adventure, Indie, RPG"
562240,nan
1709500,nan
777160,"Adventure, Casual, Indie"
726360,nan
952440,nan
818730,nan
340220,"Indie, Strategy"
788970,"Adventure, Casual, Indie"
1992640,"Action, Adventure, Casual"
341040,"Indie, Strategy"
505640,"Indie, Strategy"
307230,"Casual, Indie, Strategy"
2019360,"Casual, Indie, Simulation, Strategy"
312960,nan
386350,nan
214830,"Action, Casual, RPG"
252270,"Action, Indie, Strategy"
303550,"Action, Adventure, Indie"
440380,"Action, Indie"
465840,Action
42980,Strategy
314590,"Action, Casual, Indie"
340310,nan
2261050,nan
41800,"Indie, Simulation, Strategy"
21670,"Action, Adventure"
1384380,"Casual, Indie, Simulation"
316240,Simulation
2387380,nan
1345890,"Action, Adventure, Indie"
2262990,"Action, Indie"
531910,nan
1390410,"Action, Indie"
298840,"Adventure, Casual, Indie, RPG"
1014140,"Casual, Indie"
469790,"Action, Adventure, Casual, Indie"
666050,"Adventure, Casual, Indie, Strategy"
453830,nan
2747550,"Action, Adventure, Early Access, Indie"
233510,nan
1222580,"Free-to-Play, Indie, Utilities"
287140,nan
316840,"Indie, RPG"
1315610,Action
2693530,"Indie, Strategy"
464880,"Indie, Strategy"
623940,nan
454600,"Free-to-Play, MMO, Strategy"
33280,nan
437000,nan
1770080,nan
471170,nan
1835840,nan
2383990,nan
532600,nan
578900,nan
981890,nan
473800,nan
563150,nan
260060,nan
1427860,nan
1599020,nan
349510,nan
431650,nan
461850,nan
1674780,nan
986680,nan
2292060,nan
363180,nan
1482620,nan
416070,nan
449760,nan
1491340,nan
697550,nan
55040,nan
950050,nan
1047010,nan
750960,nan
415880,nan
2169830,nan
300320,nan
559350,nan
546400,nan
58570,nan
1378040,nan
3300,nan
603060,nan
279260,nan
337290,nan
356430,nan
924810,nan
423950,nan
1856030,nan
1195290,nan
699600,nan
1593780,nan
768100,nan
865610,nan
379320,nan
882150,nan
2647230,nan
539750,nan
264000,nan
729580,nan
530920,nan
1964040,nan
212200,nan
383930,nan
335690,nan
1593790,nan
342260,nan
485430,nan
896960,nan
909320,nan
1835830,nan
2235820,nan
613190,nan
232950,nan
341160,nan
821610,nan
371430,nan
730820,nan
377460,nan
287310,nan
838330,nan
926390,nan
356560,nan
307070,nan
491580,nan
743370,nan
963930,nan
284830,nan
349550,nan
278890,nan
396350,nan
278570,nan
987400,nan
1333470,nan
12800,nan
6570,nan
959890,nan
1301520,nan
357600,nan
390570,nan
1750200,nan
399670,nan
610380,nan
394160,nan
446610,nan
467950,nan
344880,nan
1231950,nan
2891280,nan
559450,nan
1015770,nan
3274300,nan
358400,nan
1859470,nan
1413660,nan
1743850,nan
2421300,nan
2717570,nan
769110,nan
220090,nan
502150,nan
2776500,nan
2928650,nan
2726890,nan
1194700,nan
325910,nan
531520,nan
234000,nan
1931730,nan
1414430,nan
370130,nan
1424870,nan
581300,nan
334100,nan
2435090,nan
821290,nan
107310,nan
1294880,nan
547360,nan
497820,nan
1492310,nan
1576370,nan
1684170,nan
949480,nan
363330,nan
449680,nan
33210,nan
366280,nan
675170,nan
354950,nan
1209770,nan
320150,nan
447290,nan
1309620,nan
1792820,nan
489890,nan
435360,nan
1722860,nan
2103510,nan
499520,nan
295670,nan
284710,nan
1990900,nan
696180,nan
623580,nan
434000,nan
335900,nan
355520,nan
301920,nan
31270,nan
1024800,nan
1361700,nan
387070,nan
1697400,nan
1521580,nan
675560,nan
1369340,nan
487600,nan
209190,nan
2234500,nan
402220,nan
851890,nan
297920,nan
567150,"Action, Adventure, Casual, Simulation, Sports"
317510,"Action, Casual"
767490,"Adventure, Indie, Simulation"
536750,"Casual, Indie, Simulation, Strategy"
1663040,"Adventure, Casual, Indie, RPG, Simulation"
15400,nan
280180,"Action, Adventure"
221020,"Indie, RPG, Simulation, Strategy"
1961160,"Casual, Indie"
1147950,nan
3810,nan
826600,"Indie, MMO, RPG, Strategy"
1847150,"Adventure, Indie, RPG"
1546060,"Adventure, Casual, Indie, Simulation"
243160,nan
1233540,Casual
562270,"Action, Casual, Early Access, Indie, Violent"
2286770,"Adventure, Casual, Indie, RPG"
2088840,Action
460780,"Adventure, Indie, RPG, Strategy"
21170,nan
295250,"Adventure, Indie"
517110,nan
2756380,Indie
1220170,"Action, Adventure, Casual, Indie, RPG, Strategy"
2575070,"Action, Simulation, Strategy"
1225590,Adventure
544870,"Adventure, Casual, Indie, RPG, Strategy"
1025140,"Adventure, Casual, Simulation"
1331240,"Action, Adventure, Casual, Early Access, Indie"
542650,"Indie, Simulation"
321190,Adventure
893010,"Adventure, Indie, RPG"
2459550,"Early Access, Indie, Strategy"
487700,"Action, Adventure, Indie"
1256690,nan
364820,"Action, Simulation, Strategy"
488950,"Casual, RPG, Simulation, Strategy"
1312960,"Adventure, Indie, RPG, Simulation"
1297390,"Action, Adventure, Indie, RPG"
735290,Adventure
1599560,"Action, Adventure"
895970,nan
1449300,nan
1157740,Action
2052770,"Action, Casual, Indie, Simulation"
11330,nan
1161880,"Action, Adventure, Indie, RPG"
1205040,"Adventure, Indie"
219200,"Action, Indie"
1012560,"Action, Casual, Indie"
606140,nan
1077410,nan
1065100,"Adventure, Indie, RPG, Simulation"
1475430,nan
2376540,"Adventure, Indie"
462620,"Adventure, Indie"
633110,Racing
1113570,"RPG, Strategy"
1520760,"Indie, RPG, Strategy"
456660,nan
710130,nan
571020,"Action, Casual, Indie"
347440,"Adventure, Indie"
389460,"Action, Casual, Indie, Simulation"
419500,nan
562640,"Adventure, Casual, Indie, RPG"
2607060,"Early Access, Strategy"
375180,"Indie, Simulation"
388800,"Action, Indie"
583490,nan
9860,Action
1349120,nan
544710,"Adventure, Casual, Indie"
2086810,"Adventure, Casual, Indie, Strategy"
788640,nan
294020,"Adventure, Indie, RPG, Simulation, Strategy"
1687000,"Action, Adventure, Indie, RPG"
1031120,"Casual, Indie, Simulation"
1436650,nan
41740,"Action, Adventure, Simulation"
508180,"Action, Adventure, Casual, Indie, Strategy"
491010,"Action, Adventure, Indie"
920520,"Casual, Indie, Strategy"
9180,Action
356200,nan
550590,nan
283180,"Adventure, Indie"
1527060,"Action, Adventure, Casual, Indie, RPG, Simulation"
1085220,"Action, Adventure, Casual, Indie"
2139020,Action
310390,"Simulation, Strategy"
1522660,"Action, Adventure, Casual, Free-to-Play, Indie, RPG, Simulation"
1369720,"Action, Adventure, Casual, Indie, RPG, Simulation"
298830,"Adventure, Casual, Indie, RPG"
295990,nan
400450,"Action, Indie, RPG"
313140,nan
2214080,nan
336030,"Indie, Racing"
1755580,"Casual, Indie, Strategy"
251510,nan
513980,"Casual, Indie"
431280,"Adventure, Indie"
107800,nan
457490,"Casual, Indie, RPG, Simulation"
2185870,Casual
321270,Action
209730,"Action, RPG"
2644360,"Action, Adventure, Indie, RPG"
356540,"Adventure, Casual, Indie, Simulation"
2061440,"Free-to-Play, Indie, Simulation, Strategy"
566490,"Indie, Strategy"
1513420,nan
1019310,"Adventure, Indie"
268810,nan
304910,"Action, Indie, Simulation"
1628610,"Adventure, Casual, Indie"
490860,"Adventure, Indie, RPG"
32380,Action
1857080,"Early Access, Indie, Simulation, Strategy"
1393750,"Action, Adventure, Indie, RPG"
285090,nan
1822910,Simulation
2630020,"Adventure, Indie, RPG"
409160,"Free-to-Play, Indie"
506730,"Action, Indie"
11280,"Action, Casual, Indie"
1177420,nan
1048020,Casual
229810,"Action, Indie"
324390,"Action, Adventure, Indie"
368650,nan
469890,nan
1118380,Utilities
355280,"Casual, Indie"
267360,Action
2224610,"Indie, Strategy"
2898270,"Casual, Early Access, Simulation"
517710,Racing
222160,"Adventure, Indie"
356550,"Adventure, Casual, Indie, Simulation"
457680,"Adventure, Indie"
1641450,"Action, Indie"
215790,"Casual, Simulation"
437090,Indie
1579780,"Adventure, Casual, Indie, Strategy"
1074190,"Adventure, Indie, RPG, Strategy"
1174720,"Action, Indie, Simulation, Strategy"
576730,nan
498040,Casual
941570,"Action, Adventure, Indie"
566860,nan
2059310,nan
456690,"Adventure, Casual, Strategy"
320020,nan
736810,Adventure
72300,nan
2144640,"Early Access, Simulation, Strategy"
2963880,"Action, Adventure, Indie"
1224160,nan
408920,nan
588730,"Adventure, Casual, Indie"
846800,"Action, Casual, Indie"
261510,"Adventure, Indie"
1708010,"Adventure, RPG"
1301390,"Indie, Simulation, Strategy"
259720,"Adventure, Indie, Simulation"
209830,nan
682480,nan
342650,"Action, Casual, Indie, Racing, Simulation"
425300,nan
285440,"Action, Indie"
1924430,"Action, Adventure, Indie, RPG"
372490,nan
1110050,"Adventure, Casual, Indie"
638200,"Indie, Simulation, Strategy"
1031270,"Adventure, Casual, Indie, Simulation"
915580,nan
611760,"Adventure, Indie"
2475460,nan
347630,nan
1277950,"Adventure, Casual, Indie, Simulation"
402940,"Adventure, Indie, RPG"
2313250,"Casual, Free-to-Play, Indie"
1287590,"Casual, Racing, Simulation, Sports, Strategy"
395380,"Action, Adventure, Casual, Indie"
567580,"Action, Casual, Indie"
427930,"Adventure, Casual, Indie, RPG"
285800,"Adventure, Casual, Indie, RPG, Strategy"
358750,"Indie, RPG, Simulation, Strategy"
874400,"Casual, Indie"
386160,nan
1697700,"Adventure, Casual, Indie, RPG"
437570,Indie
406350,"Action, Casual, Racing, Simulation, Sports"
24420,nan
2088650,"Action, Indie, RPG"
368620,"Action, Adventure, Indie, RPG"
231720,nan
433100,"Adventure, Indie"
1385100,"Adventure, Indie, Simulation, Strategy"
404850,nan
35500,Simulation
263820,nan
2770160,nan
417920,nan
606690,nan
2612700,nan
1560250,nan
316930,nan
246800,nan
1627850,nan
405610,nan
369230,nan
336730,nan
2746910,nan
387870,nan
480480,nan
319320,nan
339470,nan
645820,nan
2882870,nan
640990,nan
285050,nan
499890,nan
787110,nan
253570,nan
1595280,nan
428350,nan
1586800,nan
1455070,nan
463180,nan
303610,nan
859700,nan
2295970,nan
851840,nan
552160,nan
431590,nan
111800,nan
335220,nan
556050,nan
375420,nan
417110,nan
865180,nan
1065260,nan
526490,nan
1770550,nan
431200,nan
269330,nan
227280,nan
257120,nan
293240,nan
2066550,nan
334620,nan
2060480,nan
7020,Action
1079800,"Action, Indie, Sports"
512060,nan
1847990,nan
1622770,"Adventure, Casual, Indie"
1072750,"Action, Adventure, Casual, Indie, Simulation, Sports"
412310,nan
301680,nan
319150,"Action, Free-to-Play"
656880,"Action, Casual, Indie"
328760,"Action, Adventure, Casual, Indie, RPG, Strategy"
2375330,nan
96200,"Action, Indie"
266430,"Casual, Early Access, Free-to-Play, Indie"
298890,nan
463670,"Action, Adventure, Casual, RPG"
623320,"Action, Adventure, Indie"
426790,"Adventure, Casual, Indie"
424830,"Action, Free-to-Play, Indie"
431250,"Action, Indie, Strategy"
1471200,nan
1017410,nan
1457640,"Action, Adventure, Casual, RPG, Strategy"
896520,"Action, Adventure, Indie, Simulation"
396360,"Indie, Sports, Strategy"
36180,nan
286340,nan
1913490,nan
2849960,Adventure
423590,"Adventure, Indie"
821790,nan
16720,nan
1158470,"Casual, Indie, Strategy"
742490,"Casual, Indie, Strategy"
1613580,"Action, Indie, RPG"
1269300,"Action, Casual, Indie, Strategy"
358480,nan
1428820,"Casual, Indie, Simulation, Sports"
449550,"Action, Casual, Indie"
334690,"Action, Adventure, Indie"
340440,nan
1422410,"Action, Indie"
2458830,"Action, Adventure, Early Access, RPG"
1689350,Casual
669320,"Action, Casual, Indie, Simulation, Strategy"
294440,"Adventure, Indie"
339850,"Adventure, Indie"
410210,nan
782670,"Action, Casual, Free-to-Play, MMO, Simulation, Strategy"
483330,"Action, Simulation, Strategy"
765710,"Action, Casual, Free-to-Play, Indie"
1007810,nan
1157220,"Indie, Simulation, Strategy"
1411910,"Action, Early Access, Indie"
623880,"Action, MMO, Racing, Simulation"
540780,"Adventure, Casual, Indie"
823610,"Adventure, Indie, RPG, Strategy"
348530,nan
1055990,"Adventure, Indie, RPG, Strategy"
3376250,"Early Access, RPG, Simulation, Sports"
2515210,"Action, Adventure, MMO, Simulation"
450650,nan
23460,"Action, Adventure, Strategy"
428200,"Adventure, Indie, RPG, Strategy"
368250,"Adventure, Casual, Indie, RPG"
325370,"Action, Adventure, Indie, Strategy"
2873080,"Adventure, Indie, RPG"
989450,nan
405440,nan
1418760,nan
1707620,Action
2164780,"Casual, Indie, Strategy"
325520,"Adventure, Casual, Indie"
577000,nan
258520,"Adventure, Indie"
216390,nan
538060,nan
1224700,"Action, RPG"
567160,"Casual, Strategy"
1161180,nan
449060,"Adventure, Casual, Indie"
7620,Strategy
600280,nan
2820820,"Action, Early Access, Indie, RPG"
431640,nan
249680,"Action, Adventure"
2510960,"Action, Casual, Early Access, RPG"
279990,"Casual, Indie, RPG, Simulation"
582550,"Casual, Indie, Simulation"
306200,"Casual, Strategy"
382050,nan
16030,Casual
1628130,Adventure
560730,"Adventure, Casual"
1226530,"Adventure, Casual, Indie"
604830,nan
650700,"Adventure, Casual, Free-to-Play, Indie"
1577620,Simulation
404690,nan
492170,"Action, Adventure, Casual, Indie, Strategy"
1466930,nan
804730,"Indie, Strategy"
395420,"Adventure, Indie, RPG"
2154330,nan
296070,"Adventure, Indie, Strategy"
491560,"Casual, Indie"
92300,"Action, Indie"
210950,nan
1810980,"Casual, Free-to-Play, Indie, Simulation, Strategy"
336280,nan
468000,nan
1290710,"Action, Adventure, Indie"
2259210,"Action, Indie"
548330,"Adventure, Casual, Indie"
529950,"Action, Casual, Indie, Sports"
812740,nan
968370,"Adventure, Casual, Indie, RPG"
11420,nan
270630,"Action, Casual, Indie"
343860,"Adventure, Indie"
805850,"Action, Free-to-Play, MMO, Racing, Sports, Strategy"
281370,Indie
632020,"Adventure, Casual, Indie, RPG, Strategy"
2978540,"Early Access, Simulation"
1526370,Adventure
1425130,"Adventure, Indie"
1386650,"Action, Adventure, Indie"
1722020,"Casual, Indie, Simulation"
1286330,"Adventure, Casual, Indie, RPG"
896190,nan
2160480,"Action, Adventure, Indie"
72000,Indie
291430,nan
1684930,"Action, Indie"
308520,nan
458470,"Adventure, Casual"
2458560,Simulation
1424860,"Action, Casual, Strategy"
836480,nan
453980,nan
1469170,Strategy
538870,nan
1224600,"Action, Adventure, Indie"
250260,"Adventure, Indie"
279900,"Adventure, Indie"
865850,"Action, Adventure, Early Access, Indie, RPG"
915490,"Action, Indie, Strategy"
844850,"Action, Adventure, Casual, Indie, RPG"
438420,nan
880510,nan
463220,nan
919280,"Design & Illustration, Media & Production, Photo Editing, Software & Tools, Utilities"
2106520,"Adventure, Casual, Indie"
266330,"Action, Indie"
866140,"Adventure, Indie"
99810,nan
263680,nan
581840,"Casual, Indie, Simulation"
435480,Racing
330100,"Action, Indie, RPG, Simulation"
546930,"Action, Indie"
289200,"RPG, Strategy"
297740,"Action, Indie"
2485640,"Action, Indie, Simulation, Strategy"
375120,"Action, Adventure, Indie"
2776600,"Adventure, Indie"
280890,nan
382300,nan
306410,"Casual, Indie"
72900,nan
1415140,"Casual, Indie, Racing"
1103860,"Action, Adventure"
331190,"Action, Indie"
703730,Adventure
1938630,nan
298360,nan
2803360,"Action, Early Access, Indie, MMO, RPG, Simulation"
348440,Indie
1069650,"Indie, Simulation, Strategy"
336710,nan
630720,"Action, Indie, RPG"
783840,nan
2138450,nan
2142330,"Action, Indie"
332620,"Action, Adventure, Casual, Indie"
218450,nan
351300,"Action, Indie, RPG, Simulation, Strategy"
1673630,"Action, Adventure, Indie"
1730590,Adventure
386080,"Action, Adventure, Indie, RPG"
99910,"Adventure, Casual, Free-to-Play, MMO, Strategy"
244810,"Action, Adventure, Casual, Indie"
1867810,"RPG, Strategy"
307010,"Adventure, Casual, Indie, RPG"
1172650,"Action, Adventure, Indie"
1347780,Action
1294420,"Action, Indie, Sports"
2445990,"Adventure, Indie, RPG"
208030,nan
391660,"Adventure, Indie, RPG"
851180,"Action, Adventure, Indie"
416790,"Action, Indie, RPG"
637880,nan
234290,nan
