appid,genres
781880,"Action, Adventure, Indie, Strategy"
298900,"Action, Adventure"
1135300,"Adventure, RPG, Strategy"
1070330,"Action, Indie, Simulation, Sports, Strategy"
363360,"Action, Indie, Simulation"
653530,"Adventure, Indie"
994910,"Casual, Free-to-Play, MMO, Simulation, Strategy"
583470,"Action, Adventure, Indie"
1418970,"Design & Illustration, Media & Production, Photo Editing, Software & Tools, Utilities"
477740,Adventure
1063420,"Action, Adventure"
351510,"Casual, Indie, Strategy"
556130,nan
1119700,"Indie, Simulation, Strategy"
224980,"Action, Adventure"
670290,"Action, Casual, Free-to-Play, Indie, MMO, Simulation, Sports, Strategy"
257730,"Casual, Free-to-Play, Indie, Strategy"
342560,"Action, Indie, Strategy"
420740,"Adventure, RPG"
1504570,nan
1162650,"Adventure, RPG"
1816300,"Action, RPG, Simulation"
1836860,"Action, RPG"
825630,Adventure
206480,"Action, Adventure, Free-to-Play, MMO, RPG"
1922010,Action
481510,Adventure
1563180,"Action, Adventure, Casual, Indie, Simulation, Strategy"
247910,nan
334940,"Adventure, Indie"
299070,Strategy
218410,"Indie, RPG, Strategy"
1035610,nan
684410,"Simulation, Strategy"
1272320,"Indie, Simulation, Strategy"
1653970,"Casual, Free-to-Play, Indie"
130,Action
445310,"RPG, Strategy"
782570,"Adventure, Indie, RPG, Strategy"
1569090,"Simulation, Strategy"
630060,nan
780100,Utilities
910490,"Action, Indie, RPG"
49540,Action
1238880,Action
745960,"Adventure, Casual, Simulation"
614630,"Adventure, Casual, Indie, Simulation"
1672670,Indie
227100,nan
1575940,"Simulation, Strategy"
1406020,Simulation
343710,"Adventure, Indie"
788470,"Casual, Free-to-Play, Simulation"
557180,nan
504050,"Action, Adventure, Indie, Simulation"
970570,Adventure
495990,nan
965200,"Action, Adventure, Indie, RPG"
764580,nan
835960,"Action, Adventure"
1258320,nan
498660,"Casual, Indie, Sports"
2086820,"Adventure, Casual, Indie, Strategy"
300970,nan
1249200,Action
909080,"Adventure, Free-to-Play, Indie"
1883800,"Adventure, Casual, Indie, Simulation"
934580,nan
1441840,"Adventure, Indie, RPG"
2688680,"Adventure, Indie, Strategy"
268130,"Action, Adventure, Indie, Strategy"
73020,Strategy
437060,Casual
935270,nan
339400,nan
271640,nan
207490,"Action, Adventure"
1776380,"Action, RPG"
261430,"Free-to-Play, MMO, RPG"
1456650,"Action, Adventure, RPG"
449140,nan
420100,Casual
863570,"Adventure, Casual, RPG, Simulation, Strategy"
664430,"Simulation, Sports"
1721470,"Action, Adventure, Indie"
1752150,"Adventure, Casual, Indie"
574720,"Simulation, Strategy"
1219620,nan
2258590,"Casual, Strategy"
502770,"Casual, Indie, Simulation"
509570,"Action, Adventure, Indie, RPG"
1178220,Strategy
312990,"Action, Adventure, Free-to-Play, Indie"
2330870,"Casual, Indie, Strategy"
646270,"Adventure, Casual, Indie, RPG, Simulation, Strategy"
1338770,Action
3450,nan
442000,"Adventure, Indie"
550470,"Action, Adventure, Free-to-Play, MMO, RPG"
1038740,"Adventure, Casual, Indie, RPG"
210770,"Action, Indie, Strategy"
1049100,"Adventure, Casual, Indie"
388880,"Adventure, Indie"
548570,Action
564050,"Action, Adventure, Indie"
588690,"Casual, Indie, Simulation"
474750,"Adventure, Indie, RPG, Simulation"
211670,Action
12160,Racing
42160,nan
449610,"Action, Adventure, Indie"
1115690,"Adventure, RPG, Simulation, Strategy"
342580,"Casual, Strategy"
411390,Adventure
1383740,"Adventure, Casual, Indie"
648580,Adventure
2095450,"Indie, Strategy"
602700,"Action, Indie"
1766060,"Action, Adventure, Early Access, RPG"
2231040,"Casual, Indie"
2290,nan
606880,RPG
1100620,"Simulation, Sports"
1266220,"Action, Adventure, RPG"
1286350,"Action, Adventure, Indie"
1190970,"Casual, Indie, Simulation"
1737100,nan
520530,nan
390710,"Action, Indie"
441380,Casual
671510,"Action, Adventure, RPG"
442500,"Casual, Indie, RPG, Simulation, Sports, Strategy"
1672500,"Action, RPG"
965300,Strategy
921390,"Adventure, Casual, Indie, RPG, Simulation"
299500,nan
2187290,"Action, Adventure, Indie, Strategy"
1928980,"Action, Adventure, Early Access, RPG"
541230,"Action, Indie, Strategy"
804010,"Adventure, RPG"
1061090,"Action, Adventure, Indie"
2396980,Adventure
1484720,"Action, Indie"
743900,Action
769670,"Media & Production, Software & Tools, Utilities"
1351080,"Simulation, Strategy"
1601740,"Action, Adventure, Indie, RPG, Strategy"
720380,Strategy
615050,nan
3054610,"Action, Adventure, Indie, RPG"
339160,"Casual, Indie"
2190210,nan
466300,"Adventure, RPG"
790410,nan
25980,"Simulation, Strategy"
109400,nan
1867520,"Adventure, Casual, Indie, RPG, Simulation"
32430,Action
1283400,"Action, Adventure, RPG"
394970,"Action, Indie"
1261040,"Action, Adventure, Casual, Indie, Simulation, Strategy"
237870,"Action, Adventure, Indie, RPG, Simulation"
55110,Action
2797340,"Casual, Indie, RPG, Simulation, Strategy"
233680,"Design & Illustration, Photo Editing, Software & Tools, Utilities"
1009560,"Casual, Indie, Simulation"
1676580,Adventure
1547860,"Action, Adventure, Indie"
1116880,"Indie, Strategy"
1202950,nan
2088570,"Action, Adventure, Early Access, Indie, RPG"
402710,"Action, Adventure, Indie, RPG"
22350,"Action, Free-to-Play"
49000,nan
722180,"Action, Adventure, Indie, Simulation"
628060,Strategy
944110,nan
1003520,nan
313500,nan
13570,Action
1113680,nan
253490,nan
1105500,"Action, Adventure"
1159640,nan
929270,Utilities
1003590,"Casual, Indie"
1005300,"Casual, Indie, Strategy"
1157340,nan
9340,"Action, Strategy"
661290,"Action, Adventure, Indie, RPG, Racing, Simulation, Sports"
2272400,"Casual, Indie, Simulation, Strategy"
1809540,"Action, Adventure, Indie"
220740,"Adventure, Indie"
214340,"Adventure, Indie"
241910,"Adventure, Indie"
1436590,"Action, Adventure, Indie, RPG"
2100,"Action, RPG"
1266430,"Indie, RPG, Strategy"
409100,Indie
395570,"Action, Adventure, Casual, Indie, MMO, RPG, Strategy"
418340,"Action, Adventure, Indie"
1590320,"Action, Casual, Free-to-Play, Indie, MMO, Racing"
41300,"Action, Casual, Free-to-Play, Indie, Simulation, Strategy"
211740,"Action, Simulation"
375910,"Simulation, Strategy"
1179580,"Action, Adventure, Indie, RPG"
758050,nan
626680,"Free-to-Play, Indie, Racing, Sports"
269190,"Action, Adventure, Indie, RPG, Strategy"
978520,"Indie, RPG, Strategy"
1329510,"Adventure, Casual, RPG, Simulation"
2091500,"Simulation, Strategy"
486690,"Adventure, Early Access, Indie, RPG, Strategy"
812560,nan
1579320,nan
261820,"Action, Adventure, Free-to-Play, Indie"
1999870,"Adventure, RPG"
779640,"Adventure, Indie, Simulation"
860950,"Action, Indie"
323720,"Adventure, Indie"
1083650,nan
779960,"Early Access, Indie, Media & Production, Simulation, Software & Tools, Utilities"
1184050,Strategy
477770,"Racing, Simulation, Sports"
327670,"Indie, RPG, Strategy"
521500,"Casual, Indie"
829110,"Action, Adventure"
436670,RPG
775220,nan
6900,Action
1275350,"Action, Casual, Strategy"
330020,"Action, Adventure, Indie, RPG"
394120,nan
205350,Action
104900,"Action, Adventure, Indie, RPG"
247430,Action
1040420,"Action, Adventure, Indie, RPG"
1220140,"Action, Indie, Simulation, Strategy"
315210,Action
523600,"Design & Illustration, Utilities"
2340500,"Early Access, Indie, RPG, Strategy"
628750,"Adventure, Casual, Indie, Simulation, Strategy"
1074070,"Adventure, Indie, RPG, Simulation, Strategy"
1729410,"Casual, Indie, RPG, Simulation, Strategy"
317400,"Action, Adventure, Free-to-Play"
331690,"Action, Adventure, Indie"
232810,nan
326840,"Action, Adventure, Indie"
955740,"Action, Casual, Early Access, Indie, RPG"
1110830,nan
326190,"Adventure, Casual, Indie"
1433860,"Adventure, Indie, RPG, Strategy"
2168810,"RPG, Simulation, Strategy"
1289380,"Indie, RPG, Simulation, Strategy"
641780,"Action, Indie, Racing, Simulation, Sports"
214560,"Action, Adventure, Indie"
1629520,"Casual, Indie"
992640,"Action, RPG"
1389990,"Action, Casual, Indie, Simulation"
710920,"Action, Adventure"
929670,nan
2064870,"Action, Free-to-Play"
1360810,"RPG, Simulation, Strategy"
1169040,"Action, Adventure, Early Access, Indie, RPG"
203290,nan
1434540,"Adventure, Indie, Strategy"
367000,"Casual, Indie"
1253610,"Action, Adventure, Indie, RPG"
587620,Adventure
1281590,Adventure
2051420,"Casual, Indie, Simulation, Strategy"
304530,Action
736590,"Action, Casual, Early Access, Free-to-Play, Indie, Simulation, Strategy"
2701660,RPG
1097050,"Action, Adventure, Indie, RPG"
355000,Utilities
562430,"Casual, Indie, Simulation, Strategy"
314070,"Indie, Simulation, Sports"
283880,"Adventure, Free-to-Play, Indie, RPG"
1125480,nan
911430,"Indie, Simulation, Strategy"
252470,"Action, Adventure, Indie, RPG, Simulation, Strategy"
1682970,"Action, Indie, Racing, Simulation, Sports"
1028310,"Indie, RPG, Simulation"
792650,"Casual, Indie, Simulation, Strategy"
1114150,"MMO, Racing, Simulation, Sports"
697610,"Casual, Free-to-Play"
728740,Action
442120,Simulation
465520,"Adventure, Casual, Indie"
609150,"Action, RPG"
503350,"Action, Adventure, Indie, Strategy"
289500,Strategy
2470300,Adventure
703950,nan
546230,Action
1868000,"Adventure, Indie, RPG, Strategy"
2093910,"Indie, Strategy"
774351,"Casual, Indie, Simulation, Strategy"
679900,"Action, Adventure, Indie, RPG"
1012880,"Adventure, Casual, Indie, Simulation, Strategy"
585690,"Action, Adventure, Casual, Indie"
320760,nan
322780,nan
729660,"Action, Indie"
1077530,nan
976700,"Action, Adventure, Casual, Indie, Racing, Simulation"
2752720,"Casual, Indie, Strategy"
1093880,"Design & Illustration, Utilities"
287630,"Adventure, RPG"
1044450,nan
311260,"RPG, Simulation, Strategy"
2253470,Design & Illustration
1405500,"Action, Indie"
9310,Strategy
3089130,"Casual, Indie, Simulation"
2144740,"Action, Adventure, Strategy"
3301060,"Design & Illustration, Free-to-Play, Utilities"
1216880,"Indie, Strategy"
1150440,"Action, Strategy"
338390,"Action, RPG"
13140,nan
2429860,nan
924980,RPG
1126320,nan
1468720,nan
404550,nan
2180600,nan
2190220,nan
1244090,"Adventure, Indie, RPG"
2357400,nan
1293230,nan
33120,nan
613830,nan
360760,nan
1343240,nan
239200,nan
2126680,nan
38150,nan
1388870,nan
243120,nan
363410,nan
1449070,nan
247660,nan
984560,nan
638070,nan
334920,nan
933940,nan
572760,nan
1168430,nan
2294130,nan
23450,nan
1403370,nan
2111170,nan
355800,nan
1972440,nan
430440,nan
747660,nan
625140,nan
1330000,nan
262490,nan
23310,nan
2366120,nan
927350,nan
1447000,nan
3275270,nan
288570,nan
400430,nan
1029630,nan
1621560,nan
959880,nan
1898300,nan
1203630,nan
613280,nan
9350,nan
259360,nan
1211020,nan
701470,nan
224420,nan
228960,nan
716490,nan
330830,nan
455980,nan
663110,nan
914320,nan
1114220,nan
200130,nan
1066890,"Action, Indie, Racing, Simulation, Sports"
1194810,nan
448510,"Action, Casual, Indie, Simulation"
4870,nan
2216130,nan
227480,nan
776960,nan
636150,nan
438480,nan
1189100,nan
2455060,nan
70400,nan
823910,nan
1278060,nan
214420,nan
211140,nan
243950,nan
578850,nan
840010,nan
916840,nan
1353270,nan
2197730,nan
1257360,Action
859150,"Adventure, RPG"
977880,"Action, Adventure, Indie, RPG"
218740,"Adventure, Indie"
2207490,"Casual, Indie, Simulation"
538070,"Adventure, Casual, Indie"
261470,"Simulation, Strategy"
1583720,"Action, Free-to-Play"
39530,Action
2667970,"Action, Adventure, Casual, Free-to-Play, Indie, RPG, Simulation, Sports, Strategy"
1960830,Adventure
573120,"Adventure, Indie, RPG, Simulation, Strategy"
2190290,"Adventure, RPG"
695650,nan
465490,"Adventure, Early Access, Indie, RPG, Strategy"
658570,"Racing, Simulation, Sports"
783120,nan
1700870,"Early Access, Simulation, Strategy"
1268590,"Simulation, Strategy"
573410,"Indie, Simulation, Strategy"
2810,Strategy
7800,Action
385380,"Action, Adventure, Indie, RPG"
452510,Action
444220,"Action, Adventure, Casual, Indie, RPG"
253960,Adventure
585550,nan
2082410,"Indie, Strategy"
1151080,"Free-to-Play, Indie, RPG, Strategy"
245760,nan
932850,"Indie, Simulation"
1182940,"Design & Illustration, Media & Production, Software & Tools, Utilities"
557410,RPG
1643310,"Simulation, Strategy"
263560,"Adventure, Indie, RPG"
1608450,"Adventure, Indie, RPG, Strategy"
1649240,Action
1565140,"Early Access, Free-to-Play, Indie, RPG"
19680,"Action, Adventure"
518060,"Casual, Indie, Simulation, Sports, Strategy"
1000360,"Action, Early Access, Indie"
1222700,"Action, Adventure, Indie"
921060,nan
209120,Action
948830,nan
352720,"Indie, Simulation, Strategy"
359840,"Action, Indie"
388620,"Adventure, Indie, Strategy"
15710,Adventure
225260,"Action, Adventure, Strategy"
913550,nan
760650,"Adventure, Indie, RPG, Simulation, Strategy"
17080,nan
1769170,"Adventure, Indie, RPG"
555220,"Adventure, Indie"
1357870,"Action, Adventure, Early Access, Indie"
46370,Simulation
34010,"Action, RPG"
1045620,RPG
1143810,"Action, Adventure, Indie, RPG"
3119520,nan
329000,nan
3021620,"Action, Casual, Free-to-Play, Indie, Simulation"
1810820,"Adventure, RPG"
474210,nan
1264710,nan
38600,nan
2677660,nan
2485190,nan
1351630,nan
595280,nan
104700,nan
243360,nan
2479000,nan
295790,nan
1422440,nan
15120,nan
1433990,nan
1234940,nan
1100260,nan
214360,nan
1874000,nan
407510,nan
12500,nan
882710,nan
3164300,nan
218680,nan
280520,"Action, Adventure, Indie, RPG"
1454970,nan
427880,nan
656200,nan
325090,nan
49400,nan
1532770,nan
2403000,nan
1088150,nan
70000,nan
245470,nan
237930,"Action, Indie, RPG"
494230,nan
1369630,"Action, Indie, RPG"
71250,nan
1133730,nan
842180,nan
204120,nan
215530,nan
543140,nan
329130,nan
331160,nan
3720,nan
105400,nan
861540,nan
2271930,nan
2420660,nan
999020,nan
1647550,"Action, RPG"
2307160,nan
770990,nan
817540,nan
235660,nan
685680,nan
509980,nan
2919560,nan
1058450,nan
33110,nan
1757680,nan
264140,nan
524390,nan
314710,nan
1556790,nan
2191490,nan
670160,nan
2820140,nan
2206340,nan
1859360,"Casual, Indie, RPG, Simulation, Strategy"
905660,"Adventure, Indie, RPG, Strategy"
547340,"Adventure, Casual, Simulation"
1539140,"Early Access, Indie, Simulation"
1072500,Sports
1357210,"Simulation, Strategy"
1268140,"Indie, Simulation, Strategy"
427250,"Indie, Simulation, Strategy"
427510,"Action, Adventure"
65930,Action
2356560,RPG
316600,"Action, Indie"
1921740,"Action, Adventure, Casual"
1418020,"Action, Adventure, Casual, Indie, RPG, Simulation, Strategy"
1528080,"Casual, Simulation"
427190,nan
1431610,"Action, RPG, Simulation"
251310,"Adventure, Indie"
253370,"Design & Illustration, Software & Tools, Utilities"
346470,"Simulation, Sports"
224900,"Action, Simulation, Strategy"
230170,nan
846110,"Action, Adventure, Indie, RPG"
105430,nan
267960,Action
431840,"Adventure, Indie, RPG"
259280,nan
2015270,"Action, Adventure, Early Access, RPG"
259300,nan
1670460,"Design & Illustration, Software & Tools, Utilities"
838310,Action
246760,"Adventure, Indie, RPG, Strategy"
1126310,"Adventure, Casual, Indie, RPG, Simulation"
397740,"Indie, RPG"
1953520,"Racing, Simulation"
551860,"Adventure, Indie, RPG, Strategy"
331790,nan
1782120,"Action, Adventure, Indie"
596970,"Adventure, Indie, RPG"
1148650,"Adventure, Indie, Strategy"
508980,"Action, Racing"
317110,nan
2310,Action
602770,"Indie, Strategy"
1325310,"Adventure, Casual, Indie, RPG, Strategy"
17340,Action
619700,"Action, Racing"
813700,Simulation
573680,Simulation
724970,RPG
2561580,"Action, Adventure, RPG"
607050,"Indie, Strategy"
743090,"Adventure, Free-to-Play, MMO"
1487390,Action
589870,"Action, Adventure, Casual, Free-to-Play, Indie, Simulation, Strategy"
759740,"Racing, Simulation, Sports"
741100,nan
775900,"Racing, Simulation, Sports"
796320,"Casual, Indie"
650500,Action
303800,"Adventure, Strategy"
437630,"Adventure, Indie"
1311070,"Action, Adventure, Indie"
304240,"Action, Adventure"
2336200,"Action, Casual, Indie, RPG, Simulation"
225420,"Simulation, Strategy"
793190,Utilities
975510,Action
530630,"Free-to-Play, Strategy"
587460,nan
1013140,Action
423550,"Action, Adventure, Casual, Indie, RPG, Simulation, Sports, Strategy"
1193090,"Adventure, Indie, Racing, Simulation"
2751000,"Action, Adventure"
307670,"Adventure, Indie, RPG, Strategy"
676500,"Action, Adventure, Casual, Indie, RPG, Simulation, Strategy"
724470,"Indie, Strategy"
1502560,"Action, Adventure"
1352930,"Action, Adventure, Indie"
263880,"Action, Indie"
1031500,nan
1920490,nan
312640,nan
1070580,"Casual, Indie, Racing"
1196630,"Action, Adventure, Casual, Indie, RPG, Simulation"
2369900,"Action, RPG"
91200,"Action, Indie, Strategy"
211400,"Action, Adventure, Indie"
1203930,nan
281610,Strategy
227860,nan
366760,nan
42650,nan
1008710,nan
773580,nan
1932160,nan
210350,nan
1747650,nan
287920,"Action, Free-to-Play, Indie, MMO, RPG"
2096610,nan
1648590,nan
286120,nan
371970,nan
295930,nan
752700,nan
2106670,nan
253980,nan
594330,nan
778810,nan
825450,nan
275470,nan
752710,nan
761130,nan
764490,nan
761660,nan
1282410,nan
1985170,nan
820730,nan
674500,nan
370770,nan
1502230,nan
42810,nan
635200,nan
404660,nan
259320,nan
809890,nan
259340,nan
268870,nan
303390,nan
416450,nan
633060,nan
771350,nan
761110,nan
3052450,nan
487720,nan
1179210,nan
2212330,"Action, Indie, Simulation, Strategy"
1601970,"Action, Adventure, Indie, RPG"
1408610,"Adventure, Casual, Simulation, Sports"
90200,Simulation
1432050,"Action, Adventure, Indie, RPG"
250460,"Casual, Indie, Simulation"
467520,"Simulation, Strategy"
1233570,"Action, Adventure"
1450090,"Action, Adventure, Casual, RPG"
642650,"Casual, Indie"
368990,nan
1902710,"Action, Adventure, RPG"
774941,nan
268200,nan
1492730,"Casual, Simulation"
1792250,"Action, Adventure"
3035570,"Action, Adventure"
965810,nan
1560770,nan
346810,"Indie, Simulation, Strategy"
1394800,nan
1383680,"Indie, RPG"
1678140,"Adventure, Casual, Indie, RPG"
298260,nan
361300,"Action, Indie"
1266800,nan
1005120,"Adventure, Indie, RPG"
1229900,"Casual, Indie, RPG, Strategy"
290300,nan
271670,"Action, Indie"
1781160,"Adventure, Casual, Indie, Simulation"
735360,Utilities
443360,Adventure
275100,"Adventure, Casual, Indie"
574090,"Action, Indie"
546220,Adventure
221640,"Action, Indie"
1215180,"Adventure, Early Access, Indie, MMO, Simulation"
2903950,"Action, Adventure"
415610,Adventure
401290,nan
835430,"Action, Adventure, Indie"
2853730,"Action, Adventure"
948740,Adventure
667720,nan
1100160,"Action, Indie"
436300,nan
506610,nan
286360,"Adventure, Indie"
1575450,nan
2171280,"Design & Illustration, Media & Production, Software & Tools"
1525410,nan
1710170,"Action, RPG"
836640,Indie
1100930,"Indie, RPG, Strategy"
2552450,"Action, Adventure, RPG"
656070,nan
254440,"Casual, Indie, Simulation, Sports, Strategy"
308080,"Action, Racing, Simulation, Sports"
462930,"Casual, Early Access, Free-to-Play, Indie, Simulation, Strategy"
2281730,"Action, Free-to-Play"
377300,"Action, Simulation"
266010,"Casual, Indie"
259620,"Action, Indie, RPG"
491420,nan
93200,"Action, Indie, Strategy"
454870,nan
274290,"Adventure, Indie"
4890,Strategy
1408720,"Action, Casual"
423580,"Simulation, Strategy"
426000,nan
303310,Adventure
2185770,"Adventure, Casual"
2961880,"Casual, Indie, Simulation"
1057240,"Action, Free-to-Play"
3097560,"Casual, Early Access, Indie, Simulation, Strategy"
1621070,"Action, Adventure, Casual, Early Access, MMO"
1184760,"Action, Adventure, Indie"
696360,RPG
858810,"Indie, Simulation, Strategy"
314410,"Action, Adventure, Indie, RPG"
595140,"Action, Indie"
39680,"Simulation, Strategy"
1831250,nan
409890,RPG
286000,"Action, Casual, Indie, Strategy"
2764370,"Action, Adventure, Free-to-Play, MMO, RPG"
565020,nan
1226470,"Action, Early Access, Free-to-Play, MMO, RPG, Strategy"
1111930,"Action, Adventure, Early Access, Indie, RPG"
382110,Utilities
1321440,"Indie, RPG"
251970,nan
349140,nan
451700,"Adventure, Indie, Strategy"
581660,"Action, Adventure, Indie"
449340,nan
1361510,"Action, Adventure, Casual, Indie"
7260,nan
623070,"Adventure, Casual, Indie"
270210,Indie
448470,"Casual, Indie"
417290,"Action, Adventure, Indie, RPG"
2641470,"Action, Free-to-Play"
935880,"Casual, Indie"
1944250,"Adventure, Casual"
588030,"Adventure, Early Access, Indie, Simulation"
985830,nan
604540,"RPG, Strategy"
441790,nan
464340,Adventure
312980,"Simulation, Strategy"
951430,"Action, Adventure, Casual, Indie, RPG, Simulation, Strategy"
882020,"Racing, Simulation, Sports"
289360,RPG
883130,"Indie, Simulation, Sports"
446020,"Adventure, Indie, Simulation"
1581800,"Indie, Simulation"
389310,"Action, Adventure, Indie"
377470,nan
371100,"Action, Adventure, Indie, RPG, Simulation, Strategy"
385240,Simulation
13230,nan
239450,nan
2103130,"Casual, Indie, RPG, Simulation"
550400,"Adventure, Casual, Indie, Strategy"
475620,"Casual, Simulation"
253920,"RPG, Strategy"
1227690,"Action, Indie"
218090,"Indie, Strategy"
2380050,Simulation
33460,"Adventure, Simulation"
336420,"Action, Adventure, Casual, Indie, Sports, Strategy"
873940,"Indie, Strategy"
410110,nan
355180,"Action, Free-to-Play"
92100,nan
1237980,"Action, Adventure, Strategy"
969700,nan
1652250,"Adventure, RPG, Strategy"
773790,"Early Access, Indie, Simulation, Strategy"
660390,nan
769720,nan
737930,nan
722080,nan
452120,"Adventure, Indie"
1694510,"Indie, Simulation"
38080,nan
957790,"Action, Indie, MMO, Simulation"
2320,Action
38090,nan
1154040,"RPG, Strategy"
38100,nan
38110,nan
241660,"Media & Production, Software & Tools"
527710,"Action, Adventure, Indie, RPG"
763090,nan
823510,nan
1012790,"Action, Indie"
638160,"Adventure, RPG"
1446160,"Action, Simulation, Strategy"
253860,Strategy
2375550,"Action, Adventure"
635790,"Adventure, Casual, Indie"
269710,"Action, Casual, Indie, Strategy"
263860,"Indie, Strategy"
1329500,"Action, Casual, Indie"
595740,Action
1269710,"Indie, Strategy"
704910,"Action, Casual"
749990,nan
73010,Simulation
2674590,"Casual, Indie, Simulation, Strategy"
33100,"Action, Indie, RPG"
1227650,"Action, Adventure, Casual, Indie"
417910,"Action, MMO, Simulation, Sports"
1057750,"Adventure, Casual, Indie"
1973970,nan
1676130,"Action, Indie"
2153770,"Casual, Indie"
1398210,nan
792300,"Action, Adventure, Indie"
338120,"Casual, Indie"
497180,"Racing, Simulation"
2294660,"Early Access, MMO"
438180,nan
218820,"Action, Adventure, Indie, RPG"
202270,nan
270850,Simulation
253900,"Simulation, Strategy"
675690,"Action, Free-to-Play, MMO, Strategy"
1618230,"Casual, Simulation"
2328240,"Action, RPG"
1062340,"Action, RPG"
363930,"Action, Adventure, Casual, Indie, RPG, Simulation, Strategy"
468670,"Action, Adventure, Indie"
1056390,nan
981750,"Action, RPG"
991710,Strategy
2510710,"Action, Strategy"
292570,"Action, Indie"
1183940,nan
265750,nan
612570,nan
2438990,"Early Access, Strategy"
557960,nan
1277940,"Casual, Simulation"
2756770,"Casual, Indie, Simulation"
764300,"Action, Adventure, Indie"
2311680,"Adventure, Casual, Simulation"
614570,Action
764790,"Action, Indie"
519860,"Action, Indie"
1388590,"Action, Adventure"
753650,"Action, Adventure, Early Access, Indie, Simulation, Strategy"
730870,"Action, Casual, Simulation"
826630,Strategy
1372830,"Adventure, Indie"
512020,"Action, Adventure, Casual, Indie, Strategy"
1798020,"Action, RPG"
1920480,"Action, Adventure, RPG"
1395760,"Indie, Simulation, Strategy"
727850,"Action, Indie"
261110,Action
1011810,nan
1046300,"Adventure, Casual, Indie, Strategy"
316790,Adventure
239430,"Action, Adventure, Indie"
557260,Indie
1123050,"Action, Indie, RPG"
592600,Sports
2738380,"Casual, Indie, RPG, Simulation"
1651560,"Casual, Simulation, Strategy"
1477330,"Adventure, Indie, RPG, Strategy"
1166990,"Casual, Indie, MMO"
207190,"Action, Adventure, Racing"
2455370,"Action, Adventure, Casual, Indie, RPG, Racing, Simulation, Strategy"
2821800,"Early Access, Indie, Strategy"
1611070,"Adventure, Strategy"
228760,"Racing, Sports"
102600,"Action, Indie, Strategy"
761830,"Action, Adventure, Casual, Indie, RPG, Simulation"
40980,"Simulation, Strategy"
1375740,nan
509560,nan
28000,Action
297130,"Action, Adventure, Indie"
2772750,"Simulation, Strategy"
1135230,"Action, Adventure, RPG"
285500,"Action, RPG, Racing"
745740,"Action, Casual, Indie"
260730,"Action, Strategy"
1141220,"Adventure, Indie, RPG, Strategy"
201020,nan
1049850,"RPG, Strategy"
894940,"Adventure, Casual, Indie, RPG, Simulation"
1715130,Action
2417940,RPG
2649080,"Action, Casual, Indie, Simulation, Strategy"
289690,"Action, Adventure"
457710,nan
643270,nan
243970,"Action, Indie, Strategy"
1364020,"Action, Early Access"
2142790,"Early Access, Indie, RPG, Simulation"
721010,nan
300820,"Action, Adventure"
751630,"Action, Adventure"
1681430,"Action, Adventure"
434570,"Action, Adventure, Casual"
979640,"Action, Adventure, Early Access, Indie, Simulation, Strategy"
250320,"Action, Adventure, Casual"
926990,"Action, Early Access, RPG, Simulation"
732370,"Action, Adventure, Casual, Indie, RPG"
1230,nan
992310,"Adventure, Free-to-Play, Indie, RPG"
2410170,"Adventure, Indie, RPG, Strategy"
3700,Action
1129220,nan
922400,"Casual, Indie"
1276790,"Indie, RPG"
232750,"Action, RPG"
1066600,nan
1158370,"Action, Indie"
691770,"Casual, Simulation, Strategy"
2230110,"Action, RPG, Simulation"
1172450,"Adventure, Casual, Indie, RPG"
1530340,"Adventure, Free-to-Play, RPG, Strategy"
234710,nan
333300,"Adventure, Indie, RPG, Strategy"
930910,Adventure
344850,"Indie, Simulation, Strategy"
2305790,"Action, Adventure, Casual, Free-to-Play, MMO, Simulation"
981020,"Action, Adventure, Indie"
829210,"Casual, Indie, Simulation"
1361350,nan
280160,"Action, Adventure, Indie"
237590,nan
15380,Strategy
1332720,"Action, Indie, Simulation"
386620,"Action, Indie, Simulation, Strategy"
1533420,"Action, Adventure, Indie"
979060,"Action, Strategy"
738520,"Action, Adventure, Indie, Simulation"
1660840,"Action, Indie, Strategy"
818320,"Action, Adventure"
722670,"Early Access, Indie, Simulation, Strategy"
529420,Indie
21090,nan
568570,nan
1830970,"Adventure, Indie, RPG, Strategy"
217290,"Action, Indie, RPG"
879420,nan
1859370,"Casual, Indie, Simulation, Strategy"
1096570,Adventure
1129540,nan
1608040,"Indie, Strategy"
598960,"Early Access, Indie, Simulation, Strategy"
1287530,"Indie, Simulation, Strategy"
744520,"Action, Casual, Indie, Simulation"
1812290,"Action, RPG"
236730,"Action, Indie, Strategy"
115120,"Action, Strategy"
562360,"Action, Casual, Indie"
1494810,"Action, Early Access, Indie, RPG"
405960,nan
1181140,nan
1859290,"Indie, Simulation"
510850,nan
750990,"Action, Casual, Indie, Simulation"
1180660,"Adventure, Free-to-Play"
2732960,"Action, Strategy"
1771300,"Action, Adventure, RPG"
1260520,"Casual, Indie, Strategy"
814000,"Action, Adventure, Casual, RPG"
784950,"Free-to-Play, Indie, MMO, Strategy"
1687760,nan
755500,"Action, Adventure"
245170,"Action, Indie"
2201940,"Action, Adventure, Casual, Indie, Simulation"
747350,"Action, Adventure, Indie"
61510,"RPG, Strategy"
1515210,"Adventure, Indie"
1347970,"Action, Adventure, Indie"
1076750,"Indie, RPG, Simulation, Strategy"
1471180,"Casual, RPG, Strategy"
2507980,"Action, Early Access, Indie, RPG"
22130,Strategy
1125240,"Action, Adventure, Early Access, Indie, RPG"
