freeChampionIds,freeChampionIdsForNewPlayers,maxNewPlayerLevel
"8, 26, 29, 68, 82, 91, 105, 147, 161, 164, 200, 203, 223, 236, 266, 429, 497, 518, 526, 555","222, 254, 33, 82, 131, 350, 54, 17, 18, 37, 51, 145, 134, 89, 875, 80, 115, 91, 113, 112",10
