friend_id,Abfragestatus,Daten vorhanden
76561198195202739,Keine Spiele,
76561198196542470,Keine Spiele,
76561198198285867,Ja,Counter-Strike 2
76561198199505570,Keine Spiele,
76561198200021633,Ja,Counter-Strike 2
76561198200325378,Keine Spiele,
76561198201002807,Keine Spiele,
76561198201112291,Keine Spiele,
76561198201136730,Keine Spiele,
76561198201209771,Keine Spiele,
76561198201481275,Keine Spiele,
76561198203718748,Keine Spiele,
76561198203741552,Keine Spiele,
76561198203779105,Keine Spiele,
76561198204687428,Ja,"Counter-Strike 2,Insurgency"
76561198206538017,Ja,Counter-Strike 2
76561198206837492,Ja,Counter-Strike 2
76561198207690364,Keine Spiele,
76561198211008235,Keine Spiele,
76561198212240197,Keine Spiele,
76561198215946204,Keine Spiele,
76561198224296344,Keine Spiele,
76561198224465100,Keine Spiele,
76561198225867972,Keine Spiele,
76561198227561464,Keine Spiele,
76561198229998004,Keine Spiele,
76561198240370854,Keine Spiele,
76561198241623940,Keine Spiele,
76561198246578968,Keine Spiele,
76561198246830510,Keine Spiele,
76561198248140270,Keine Spiele,
76561198254140800,Ja,"PAYDAY 2,Rust,Insurgency"
76561198255761954,Ja,"Rust,Counter-Strike 2,DayZ,PAYDAY 2"
76561198255936722,Ja,
76561198261032179,Keine Spiele,
76561198261253354,Keine Spiele,
76561198262556932,Keine Spiele,
76561198263089214,Keine Spiele,
76561198263495664,Ja,"Counter-Strike 2,PAYDAY 2,Counter-Strike: Source"
76561198263600345,Keine Spiele,
76561198263726071,Keine Spiele,
76561198266340223,Keine Spiele,
76561198268934026,Keine Spiele,
76561198272065393,Ja,Counter-Strike 2
76561198280034548,Keine Spiele,
76561198281619498,Keine Spiele,
76561198290475158,Keine Spiele,
76561198294301747,Ja,Counter-Strike 2
76561198297420090,Ja,"Counter-Strike 2,Rust"
76561198304441504,Keine Spiele,
76561198308753744,Ja,"Rust,Counter-Strike 2"
76561198313855498,Keine Spiele,
76561198327399116,Keine Spiele,
76561198331540184,Keine Spiele,
76561198331772681,Keine Spiele,
76561198336869723,Keine Spiele,
76561198341264641,Ja,Counter-Strike 2
76561198345804561,Ja,
76561198346753915,Keine Spiele,
76561198348571357,Keine Spiele,
76561198349117836,Keine Spiele,
76561198353524282,Keine Spiele,
76561198356304129,Ja,"Rust,Counter-Strike 2,DayZ"
76561198360802122,Keine Spiele,
76561198361229842,Keine Spiele,
76561198363149021,Ja,
76561198371816745,Keine Spiele,
76561198372782027,Ja,Counter-Strike 2
76561198377438127,Keine Spiele,
76561198386499036,Ja,"Counter-Strike 2,Rust,Insurgency,PAYDAY 2"
76561198388128468,Ja,Counter-Strike 2
76561198393293482,Keine Spiele,
76561198398845775,Keine Spiele,
76561198448926492,Ja,Counter-Strike 2
76561198450748891,Ja,Counter-Strike 2
76561198799346347,Ja,"Rust,Counter-Strike 2,PAYDAY 2,Counter-Strike: Source"
76561198803913955,Keine Spiele,
76561198807737351,Ja,"Counter-Strike 2,Insurgency"
76561198821352576,Keine Spiele,
76561198823814855,Ja,Counter-Strike 2
76561198841454415,Keine Spiele,
76561198847001283,Keine Spiele,
76561198847472803,Keine Spiele,
76561198848937056,Ja,
76561198860835910,Keine Spiele,
76561198868014927,Keine Spiele,
76561198876826786,Keine Spiele,
76561198880354823,Ja,"Counter-Strike 2,Rust,PAYDAY 2"
76561198902363391,Keine Spiele,
76561198947914981,Keine Spiele,
76561198954320802,Ja,Counter-Strike 2
76561198971181113,Ja,
76561199011824148,Keine Spiele,
76561199046106916,Keine Spiele,
76561199103167123,Ja,Counter-Strike 2
76561199134575831,Ja,"Counter-Strike 2,PAYDAY 2"
76561199209389046,Keine Spiele,
76561199225566784,Ja,
76561199385452842,Keine Spiele,
76561199406003688,Ja,Counter-Strike 2
76561198016560363,Keine Spiele,
76561198027229288,Keine Spiele,
76561198042809563,Keine Spiele,
76561198046996127,Keine Spiele,
76561198055411151,Keine Spiele,
76561198065008728,Keine Spiele,
76561198076327489,Keine Spiele,
76561198215709589,Keine Spiele,
76561199467252101,Keine Spiele,
76561198115433279,Ja,Counter-Strike 2
76561198210024616,Keine Spiele,
76561198817370556,Ja,"Counter-Strike 2,Counter-Strike: Source,PAYDAY 2"
76561198927887868,Keine Spiele,
76561198991546076,Ja,
76561199470741526,Keine Spiele,
76561198082696341,Ja,Counter-Strike 2
76561198315821764,Keine Spiele,
76561198989149685,Keine Spiele,
76561199054506766,Ja,Counter-Strike 2
76561199123224915,Keine Spiele,
76561199171183620,Ja,"Counter-Strike 2,Raft"
76561199171335837,Ja,"Counter-Strike 2,PAYDAY 2"
76561199172216063,Keine Spiele,
76561199191668208,Ja,Counter-Strike 2
76561199197549925,Ja,Counter-Strike 2
76561199224477705,Ja,Counter-Strike 2
76561199281757133,Keine Spiele,
76561199447067368,Keine Spiele,
76561199476713292,Ja,
76561199484062374,Ja,Counter-Strike 2
76561199568511571,Keine Spiele,
76561199582126383,Ja,Counter-Strike 2
76561199600444033,Ja,
76561199681705846,Keine Spiele,
76561198083288568,Keine Spiele,
76561198103886281,Ja,"Counter-Strike 2,PAYDAY 2"
76561198116993404,Ja,
76561198334565097,Keine Spiele,
76561198799610225,Ja,Counter-Strike 2
76561199018874657,Ja,Counter-Strike 2
76561199044985244,Keine Spiele,
76561199095901365,Keine Spiele,
76561199109969309,Ja,Counter-Strike 2
76561199162470114,Keine Spiele,
76561199175385766,Keine Spiele,
76561199191564501,Ja,
76561199215150733,Ja,"Counter-Strike 2,PAYDAY 2,DayZ,Rust,Counter-Strike: Source"
76561199233800388,Keine Spiele,
76561199236007614,Ja,Counter-Strike 2
76561199236064880,Keine Spiele,
76561199256848155,Ja,Counter-Strike 2
76561199391880554,Ja,"Counter-Strike 2,Rust"
76561199423456898,Keine Spiele,
76561199472472246,Keine Spiele,
76561199552427008,Ja,
76561199562523140,Keine Spiele,
76561199603130803,Keine Spiele,
76561199631188108,Ja,"Counter-Strike 2,Rust"
76561199634076239,Ja,Counter-Strike 2
76561199639479308,Keine Spiele,
76561199654868214,Keine Spiele,
76561199661322854,Keine Spiele,
76561199729096952,Keine Spiele,
76561199731290146,Keine Spiele,
76561197973383112,Keine Spiele,
76561197979745592,Keine Spiele,
76561197987815253,Keine Spiele,
76561197989715158,Keine Spiele,
76561197992113267,Keine Spiele,
76561197993244713,Keine Spiele,
76561197996413972,Keine Spiele,
76561197996517086,Keine Spiele,
76561197997761419,Keine Spiele,
76561198001468342,Ja,
76561198003713426,Keine Spiele,
76561198003721582,Keine Spiele,
76561198003960423,Keine Spiele,
76561198005129199,Ja,"Counter-Strike 2,Insurgency,Raft,PAYDAY 2"
76561198005395997,Ja,Counter-Strike 2
76561198006580812,Keine Spiele,
76561198006849077,Keine Spiele,
76561198008101660,Keine Spiele,
76561198011520896,Ja,Counter-Strike 2
76561198015164375,Keine Spiele,
76561198030570980,Keine Spiele,
76561198031539276,Keine Spiele,
76561198031831169,Keine Spiele,
76561198040612049,Keine Spiele,
76561198043662522,Keine Spiele,
76561198044287967,Keine Spiele,
76561198044480429,Keine Spiele,
76561198045029716,Keine Spiele,
76561198046378722,Ja,"DayZ,Rust,Raft"
76561198046415103,Keine Spiele,
76561198046428642,Ja,"Counter-Strike 2,PAYDAY 2,Raft"
76561198046948070,Keine Spiele,
76561198047020778,Keine Spiele,
76561198047113981,Keine Spiele,
76561198047156372,Keine Spiele,
76561198048704435,Ja,"Raft,Counter-Strike 2"
76561198050736363,Keine Spiele,
76561198050886522,Ja,"Counter-Strike 2,Raft"
76561198053880964,Keine Spiele,
76561198055068529,Ja,Raft
76561198055661033,Ja,"Counter-Strike 2,PAYDAY 2"
76561198056239755,Keine Spiele,
76561198056994591,Keine Spiele,
76561198057686622,Keine Spiele,
76561198058286487,Keine Spiele,
76561198058369226,Keine Spiele,
76561198058498100,Keine Spiele,
76561198058601600,Keine Spiele,
76561198058629276,Ja,"Counter-Strike 2,PAYDAY 2,Raft"
76561198058690401,Keine Spiele,
76561198059219465,Keine Spiele,
76561198059964143,Keine Spiele,
76561198060669520,Keine Spiele,
76561198060744062,Keine Spiele,
76561198060768456,Keine Spiele,
76561198060816644,Ja,Counter-Strike 2
76561198060847181,Keine Spiele,
76561198060931065,Keine Spiele,
76561198060970772,Keine Spiele,
76561198060982711,Keine Spiele,
76561198061182353,Keine Spiele,
76561198061548660,Keine Spiele,
76561198061831709,Keine Spiele,
76561198061883351,Keine Spiele,
76561198062068128,Keine Spiele,
76561198062089617,Keine Spiele,
76561198062094362,Keine Spiele,
76561198062246587,Keine Spiele,
76561198062315225,Keine Spiele,
76561198062320413,Keine Spiele,
76561198062416464,Keine Spiele,
76561198062687795,Keine Spiele,
76561198062937187,Keine Spiele,
76561198063015529,Keine Spiele,
76561198063213854,Ja,Counter-Strike 2
76561198063221276,Keine Spiele,
76561198063551627,Keine Spiele,
76561198063791318,Keine Spiele,
76561198064583006,Ja,"Counter-Strike 2,PAYDAY 2,Rust"
76561198064785604,Keine Spiele,
76561198067824062,Keine Spiele,
76561198069653765,Keine Spiele,
76561198070729330,Keine Spiele,
76561198071047035,Keine Spiele,
76561198071783305,Ja,Counter-Strike 2
76561198072654072,Keine Spiele,
76561198072668185,Keine Spiele,
76561198072783431,Keine Spiele,
76561198073260481,Keine Spiele,
76561198073664097,Keine Spiele,
76561198073721139,Keine Spiele,
76561198073800682,Keine Spiele,
76561198074946499,Keine Spiele,
76561198075546233,Ja,Counter-Strike 2
76561198077195140,Keine Spiele,
76561198077377750,Keine Spiele,
76561198078382496,Ja,Counter-Strike 2
76561198078702565,Keine Spiele,
76561198079362591,Keine Spiele,
76561198079589016,Keine Spiele,
76561198080657643,Keine Spiele,
76561198080963762,Keine Spiele,
76561198082433826,Keine Spiele,
76561198082608970,Keine Spiele,
76561198082727789,Keine Spiele,
76561198083365717,Keine Spiele,
76561198084073344,Keine Spiele,
76561198084137897,Keine Spiele,
76561198084548024,Keine Spiele,
76561198089221835,Keine Spiele,
76561198089266326,Ja,"Counter-Strike 2,Insurgency,PAYDAY 2"
76561198089360820,Keine Spiele,
76561198089406804,Keine Spiele,
76561198089514686,Keine Spiele,
76561198090654014,Keine Spiele,
76561198091429855,Keine Spiele,
76561198091536477,Ja,Counter-Strike 2
76561198091546300,Keine Spiele,
76561198092592686,Keine Spiele,
76561198094761265,Keine Spiele,
76561198095001466,Ja,"Counter-Strike 2,PAYDAY 2"
76561198096278153,Keine Spiele,
76561198100222789,Keine Spiele,
76561198102042743,Keine Spiele,
76561198103386006,Keine Spiele,
76561198103676791,Keine Spiele,
76561198106601770,Keine Spiele,
76561198106698209,Keine Spiele,
76561198110709591,Ja,"Counter-Strike 2,PAYDAY 2"
76561198111661426,Keine Spiele,
76561198112518111,Ja,
76561198113549951,Keine Spiele,
76561198113879496,Keine Spiele,
76561198113920052,Keine Spiele,
76561198114009301,Keine Spiele,
76561198115085191,Ja,Counter-Strike 2
76561198115116972,Keine Spiele,
76561198116173693,Keine Spiele,
76561198116195382,Ja,Counter-Strike 2
76561198116404256,Keine Spiele,
76561198116660332,Ja,Counter-Strike 2
76561198117218505,Keine Spiele,
76561198118358252,Keine Spiele,
76561198119068521,Ja,
76561198119370325,Keine Spiele,
76561198120866114,Keine Spiele,
76561198120906339,Keine Spiele,
76561198123535637,Ja,
76561198125115392,Keine Spiele,
76561198129932217,Ja,"Counter-Strike 2,Rust,Counter-Strike: Source,PAYDAY 2,Insurgency"
76561198130608105,Keine Spiele,
76561198130676752,Keine Spiele,
76561198133008098,Keine Spiele,
76561198133335521,Ja,"Counter-Strike 2,Raft,Rust,PAYDAY 2,Insurgency"
76561198133826443,Keine Spiele,
76561198133839409,Ja,Counter-Strike 2
76561198136505519,Keine Spiele,
76561198138046220,Keine Spiele,
76561198138380023,Keine Spiele,
76561198140352935,Keine Spiele,
76561198140709182,Ja,"Counter-Strike 2,PAYDAY 2"
76561198142141650,Keine Spiele,
76561198145805795,Keine Spiele,
76561198146321786,Ja,Counter-Strike 2
76561198155111349,Ja,"Counter-Strike 2,PAYDAY 2,Rust"
76561198155968748,Keine Spiele,
76561198159913534,Ja,Counter-Strike 2
76561198161769427,Keine Spiele,
76561198163876076,Keine Spiele,
76561198164800821,Keine Spiele,
76561198181160134,Keine Spiele,
76561198186456558,Keine Spiele,
76561198192562049,Keine Spiele,
76561198195182474,Keine Spiele,
76561198195880923,Keine Spiele,
76561198196499857,Ja,Counter-Strike 2
76561198198279106,Ja,Counter-Strike 2
76561198201308490,Ja,"Counter-Strike 2,PAYDAY 2,Raft"
76561198208017640,Keine Spiele,
76561198210629976,Ja,Counter-Strike 2
76561198211274632,Keine Spiele,
76561198213828479,Keine Spiele,
76561198214395597,Keine Spiele,
76561198217356849,Ja,
76561198222940156,Keine Spiele,
76561198238105082,Ja,
76561198238163192,Ja,
76561198246765656,Keine Spiele,
76561198248450746,Keine Spiele,
76561198259613286,Keine Spiele,
76561198261839021,Keine Spiele,
76561198267778387,Keine Spiele,
76561198276023634,Keine Spiele,
76561198279186716,Ja,Counter-Strike 2
76561198279992517,Keine Spiele,
76561198280812027,Keine Spiele,
76561198283130240,Keine Spiele,
76561198285707268,Keine Spiele,
76561198290755695,Keine Spiele,
76561198303332116,Ja,"Counter-Strike 2,Raft"
76561198317291817,Keine Spiele,
76561198319313956,Keine Spiele,
76561198327226074,Keine Spiele,
76561198333734807,Keine Spiele,
76561198348252434,Ja,"Counter-Strike 2,PAYDAY 2,Rust"
76561198349852234,Keine Spiele,
76561198351003504,Keine Spiele,
76561198359134514,Ja,"Counter-Strike 2,Rust,Raft"
76561198370816550,Keine Spiele,
76561198423901929,Keine Spiele,
76561198425171650,Keine Spiele,
76561198805342958,Keine Spiele,
76561198849176977,Keine Spiele,
76561199038132943,Keine Spiele,
76561199063706429,Ja,Counter-Strike 2
76561199090394797,Keine Spiele,
76561199096978895,Keine Spiele,
76561199097261398,Ja,Counter-Strike 2
76561199161540297,Keine Spiele,
76561199165217433,Keine Spiele,
76561199212471838,Keine Spiele,
76561199219243336,Keine Spiele,
76561199493320686,Ja,
76561199543768024,Keine Spiele,
76561199583729678,Keine Spiele,
76561198044234253,Keine Spiele,
76561198064769776,Ja,Counter-Strike 2
76561198082633554,Keine Spiele,
76561198090050592,Keine Spiele,
76561198091441980,Keine Spiele,
76561198091751227,Ja,Counter-Strike 2
76561198095971495,Keine Spiele,
76561198096585663,Ja,Counter-Strike 2
76561198096939774,Ja,Counter-Strike 2
76561198097273406,Ja,Counter-Strike 2
76561198098221023,Ja,"Counter-Strike 2,Rust"
76561198098343479,Ja,Counter-Strike 2
76561198098749944,Keine Spiele,
76561198098947861,Ja,"Raft,Counter-Strike 2,PAYDAY 2"
76561198099894974,Keine Spiele,
76561198099899788,Ja,Counter-Strike 2
76561198101836436,Keine Spiele,
76561198102471504,Keine Spiele,
76561198102830411,Ja,Counter-Strike 2
76561198116496457,Ja,Counter-Strike 2
76561198126395862,Ja,"Counter-Strike 2,Insurgency,Counter-Strike: Source"
76561198130252211,Ja,
76561198135046051,Keine Spiele,
76561198142534210,Keine Spiele,
76561198143598523,Ja,
76561198150619587,Ja,Counter-Strike 2
76561198151478692,Keine Spiele,
76561198154314804,Ja,Counter-Strike 2
76561198155250620,Ja,"Counter-Strike 2,Raft"
76561198158264246,Ja,"Counter-Strike 2,PAYDAY 2"
76561198159290868,Keine Spiele,
76561198159372356,Ja,"Counter-Strike 2,PAYDAY 2"
76561198161250860,Ja,"Raft,Counter-Strike 2"
76561198161271194,Ja,"Counter-Strike 2,PAYDAY 2,Insurgency"
76561198162211617,Keine Spiele,
76561198163200546,Ja,Counter-Strike 2
76561198174393957,Ja,Counter-Strike 2
76561198177006627,Ja,Counter-Strike 2
76561198180006029,Keine Spiele,
76561198180740387,Keine Spiele,
76561198188402907,Keine Spiele,
76561198200266673,Ja,"Raft,Counter-Strike 2"
76561198201778859,Keine Spiele,
76561198208804073,Ja,Counter-Strike 2
76561198216618207,Ja,
76561198219522351,Keine Spiele,
76561198239409422,Keine Spiele,
76561198244883804,Keine Spiele,
76561198251856972,Keine Spiele,
76561198252559716,Keine Spiele,
76561198258181579,Ja,Counter-Strike 2
76561198259396779,Ja,Counter-Strike 2
76561198268531034,Keine Spiele,
76561198284237874,Ja,Counter-Strike 2
76561198292640376,Keine Spiele,
76561198331791389,Ja,
76561198347096764,Keine Spiele,
76561198348578857,Keine Spiele,
76561198362966981,Keine Spiele,
76561198811333535,Keine Spiele,
76561198815389197,Ja,Counter-Strike 2
76561198937903160,Keine Spiele,
76561198992951939,Ja,"Raft,Counter-Strike 2"
76561199166853143,Keine Spiele,
76561199208299972,Keine Spiele,
76561199257161184,Keine Spiele,
76561199383079863,Ja,
76561199500171586,Keine Spiele,
76561198071376702,Ja,"Counter-Strike 2,Insurgency"
76561198116556469,Keine Spiele,
76561198124167354,Keine Spiele,
76561198139279509,Keine Spiele,
76561198252235376,Keine Spiele,
76561198294400685,Keine Spiele,
76561198296106146,Ja,
76561198318852153,Ja,Counter-Strike 2
76561198360729553,Keine Spiele,
76561198384475740,Keine Spiele,
76561198445001849,Ja,
76561198867954405,Ja,Counter-Strike 2
76561198989020510,Keine Spiele,
76561198104447409,Keine Spiele,
76561198145518564,Ja,"Counter-Strike 2,PAYDAY 2,Counter-Strike: Source,Raft"
76561198146783052,Keine Spiele,
76561198151716029,Ja,
76561198154622730,Keine Spiele,
76561198165544598,Ja,
76561198180778138,Ja,"Counter-Strike 2,PAYDAY 2,Raft"
76561198192176163,Ja,Counter-Strike 2
76561198219377851,Ja,"Counter-Strike 2,PAYDAY 2,Insurgency,Counter-Strike: Source"
76561198245526210,Keine Spiele,
76561198260359938,Ja,
76561198307778106,Ja,
76561198311465462,Keine Spiele,
76561198345159660,Ja,
76561198392018167,Keine Spiele,
76561198845710479,Keine Spiele,
76561198056299895,Keine Spiele,
76561198056412767,Ja,
76561198112781949,Keine Spiele,
76561198158236764,Ja,
76561198168199364,Keine Spiele,
76561198208438597,Keine Spiele,
76561198208557164,Ja,Counter-Strike 2
76561198218753644,Ja,Counter-Strike 2
76561198290585992,Ja,Counter-Strike 2
76561198318978380,Ja,Counter-Strike 2
76561198351801230,Keine Spiele,
76561198395656130,Ja,Counter-Strike 2
76561198939600059,Keine Spiele,
76561198966428559,Ja,
76561198970814067,Ja,Counter-Strike 2
76561199045294783,Ja,Counter-Strike 2
76561199139635294,Keine Spiele,
76561199487741608,Keine Spiele,
76561197970351559,Ja,"Counter-Strike 2,Counter-Strike: Source"
76561198036397160,Keine Spiele,
76561198037395896,Keine Spiele,
76561198053169951,Ja,PAYDAY 2
76561198056433015,Keine Spiele,
76561198060907749,Ja,"Counter-Strike 2,Rust"
76561198068784117,Ja,
76561198074493837,Keine Spiele,
76561198076525940,Ja,Counter-Strike 2
76561198079939422,Keine Spiele,
76561198086925895,Ja,"Counter-Strike 2,Rust,PAYDAY 2,Insurgency"
76561198095845265,Ja,Counter-Strike 2
76561198097029798,Ja,"Counter-Strike 2,Counter-Strike: Source"
76561198106067350,Keine Spiele,
76561198107886005,Keine Spiele,
76561198111339083,Keine Spiele,
76561198132739762,Ja,"Counter-Strike 2,PAYDAY 2"
76561198135254104,Keine Spiele,
76561198135829903,Keine Spiele,
76561198152606016,Keine Spiele,
76561198172711434,Keine Spiele,
76561198187927211,Keine Spiele,
76561198188180913,Ja,"Counter-Strike 2,Rust,Raft,Counter-Strike: Source"
76561198204338675,Ja,
76561198210203203,Ja,Counter-Strike 2
76561198212390205,Keine Spiele,
76561198216132479,Keine Spiele,
76561198237320324,Ja,
76561198239704784,Keine Spiele,
76561198240005712,Ja,Counter-Strike 2
76561198259195466,Keine Spiele,
76561198265414351,Ja,Counter-Strike 2
76561198331602670,Ja,Counter-Strike 2
76561198349748774,Keine Spiele,
76561198883794179,Ja,Counter-Strike 2
76561198908572630,Keine Spiele,
76561198928356587,Keine Spiele,
76561198973747102,Ja,Counter-Strike 2
76561199019013055,Keine Spiele,
76561199073708672,Ja,"Rust,Counter-Strike 2,Raft,PAYDAY 2"
76561199104291711,Ja,Counter-Strike 2
76561199111761978,Ja,Counter-Strike 2
76561199134771014,Ja,
76561199739065224,Ja,
76561198016436184,Keine Spiele,
76561198052302833,Ja,"Counter-Strike 2,Rust"
76561198062969791,Keine Spiele,
76561198094671170,Ja,"Counter-Strike 2,PAYDAY 2,Rust"
76561198108711016,Keine Spiele,
76561198109840616,Ja,Counter-Strike 2
76561198110433669,Ja,"Counter-Strike 2,PAYDAY 2"
76561198112796618,Ja,
76561198120644668,Keine Spiele,
76561198125971239,Ja,"Counter-Strike 2,PAYDAY 2"
76561198137314190,Ja,Counter-Strike 2
76561198144109317,Ja,"Counter-Strike 2,Insurgency"
76561198155421280,Keine Spiele,
76561198244239362,Ja,"Counter-Strike 2,Rust,PAYDAY 2"
76561198255897147,Ja,
76561198256436268,Keine Spiele,
76561198259033288,Keine Spiele,
76561198260733888,Keine Spiele,
76561198273970318,Keine Spiele,
76561198325520173,Keine Spiele,
76561198331305626,Keine Spiele,
76561198346574338,Ja,"Counter-Strike 2,PAYDAY 2,Rust,Counter-Strike: Source"
76561198346643998,Ja,
76561198366210304,Ja,"Counter-Strike 2,Raft"
76561198796610694,Keine Spiele,
76561198858855057,Ja,"Counter-Strike 2,Raft,PAYDAY 2"
76561198865277892,Keine Spiele,
76561198877693650,Ja,"Rust,Counter-Strike 2,PAYDAY 2"
76561198990080127,Ja,
76561199006088994,Keine Spiele,
76561199025510102,Keine Spiele,
76561199029113977,Keine Spiele,
76561199031309275,Ja,
76561199032235044,Keine Spiele,
76561199051185640,Ja,"Counter-Strike 2,Rust,Raft,DayZ,PAYDAY 2"
76561199074950589,Ja,"Counter-Strike 2,Rust,DayZ"
76561199075079990,Ja,Counter-Strike 2
76561199075607350,Ja,"Counter-Strike 2,DayZ"
76561199076084666,Keine Spiele,
76561199122111227,Ja,"Counter-Strike 2,Raft,DayZ"
76561199128649363,Ja,Counter-Strike 2
76561199131078647,Ja,"Counter-Strike 2,Rust,Raft"
76561199145029648,Ja,"Counter-Strike 2,Rust"
76561199152051776,Ja,"Rust,Counter-Strike 2"
76561199171344481,Ja,PAYDAY 2
76561199172547863,Ja,"Counter-Strike 2,PAYDAY 2"
76561199180331106,Keine Spiele,
76561199181471148,Ja,
76561199214359675,Keine Spiele,
76561199245797592,Keine Spiele,
76561199249005819,Ja,
76561199250310548,Keine Spiele,
76561199349108524,Ja,Counter-Strike 2
76561199415001574,Keine Spiele,
76561199496198273,Ja,Counter-Strike 2
76561199564558832,Ja,"Counter-Strike 2,Rust"
76561199609743556,Keine Spiele,
76561198077745550,Ja,"Counter-Strike 2,Rust"
76561198079134883,Ja,"Counter-Strike 2,Rust,Counter-Strike: Source"
76561198427018731,Keine Spiele,
76561199137734625,Ja,Rust
76561199510279752,Ja,Counter-Strike 2
76561198103442702,Keine Spiele,
76561198151981937,Ja,"Counter-Strike 2,Rust,Raft,PAYDAY 2"
76561198274292275,Keine Spiele,
76561198334899377,Ja,"Counter-Strike 2,Raft"
76561198356999127,Ja,
76561198994706365,Ja,"Rust,Counter-Strike 2"
76561198996031610,Ja,"Counter-Strike 2,Rust"
76561198998026079,Keine Spiele,
76561199014274897,Keine Spiele,
76561199044915583,Ja,Counter-Strike 2
76561199046212796,Ja,"Counter-Strike 2,Rust"
76561199066679105,Keine Spiele,
76561199088385176,Keine Spiele,
76561199106514623,Ja,
76561199109950912,Keine Spiele,
76561199132981642,Ja,
76561199141019197,Ja,"Counter-Strike 2,PAYDAY 2,Insurgency,Counter-Strike: Source"
76561199148704189,Ja,"Rust,Counter-Strike 2"
76561199178513609,Keine Spiele,
76561199193868182,Ja,"Counter-Strike 2,Rust,Raft"
76561199218115145,Ja,"Counter-Strike 2,Rust"
76561199221083444,Keine Spiele,
76561199237573031,Ja,Counter-Strike 2
76561199237595241,Ja,Counter-Strike 2
76561199242408974,Ja,Counter-Strike 2
76561199272185365,Ja,"Counter-Strike 2,Rust,PAYDAY 2"
76561199276223828,Ja,Counter-Strike 2
76561199379591282,Keine Spiele,
76561199404783449,Ja,"Counter-Strike 2,Rust"
76561199418725749,Ja,"Rust,Counter-Strike 2"
76561199427429328,Ja,Counter-Strike 2
76561199433517650,Keine Spiele,
76561199471688833,Keine Spiele,
76561199475374151,Ja,"Counter-Strike 2,Rust"
76561199504760093,Keine Spiele,
76561199514287723,Ja,Counter-Strike 2
76561199575491263,Keine Spiele,
76561199591154426,Ja,Counter-Strike 2
76561199813202320,Keine Spiele,
76561198060471790,Keine Spiele,
76561198071265508,Keine Spiele,
76561198076474126,Keine Spiele,
76561198082225794,Keine Spiele,
76561198090460556,Keine Spiele,
76561198098549089,Keine Spiele,
76561198110815437,Ja,Counter-Strike 2
76561198116262551,Keine Spiele,
76561198124441434,Keine Spiele,
76561198138560856,Keine Spiele,
76561198146538355,Keine Spiele,
76561198155739730,Keine Spiele,
76561198159160924,Keine Spiele,
76561198167489342,Keine Spiele,
76561198180330967,Ja,
76561198189842962,Keine Spiele,
76561198193268074,Keine Spiele,
76561198199234866,Keine Spiele,
76561198200821350,Ja,
76561198212946513,Keine Spiele,
76561198245825632,Ja,Counter-Strike 2
76561198254485334,Ja,
76561198295553885,Keine Spiele,
76561198305067395,Keine Spiele,
76561198306978426,Ja,Counter-Strike 2
76561198314844198,Ja,Counter-Strike 2
76561198337680825,Keine Spiele,
76561198349085830,Keine Spiele,
76561198352848107,Keine Spiele,
76561198360161158,Ja,"Counter-Strike 2,PAYDAY 2,Rust"
76561198366039490,Keine Spiele,
76561198381544995,Keine Spiele,
76561198432074142,Keine Spiele,
76561198433537902,Keine Spiele,
76561198805234857,Keine Spiele,
76561198810922735,Keine Spiele,
76561198827481809,Keine Spiele,
76561198828983490,Ja,
76561198854337488,Keine Spiele,
76561198857587457,Keine Spiele,
76561198863416284,Keine Spiele,
76561198864092673,Keine Spiele,
76561198864244408,Ja,Counter-Strike 2
76561198872279158,Keine Spiele,
76561198967895960,Keine Spiele,
76561198976764551,Ja,Counter-Strike 2
76561198982940749,Keine Spiele,
76561199039411603,Keine Spiele,
76561199045507561,Keine Spiele,
76561199069117833,Ja,Counter-Strike 2
76561199069861030,Keine Spiele,
76561199073520264,Keine Spiele,
76561199106655645,Ja,
76561199125200226,Keine Spiele,
76561199130233721,Keine Spiele,
76561199136737139,Ja,
76561199169721872,Keine Spiele,
76561199174437098,Keine Spiele,
76561199195247075,Keine Spiele,
76561199207355605,Keine Spiele,
76561199246008423,Ja,
76561199280271629,Keine Spiele,
76561199347624521,Keine Spiele,
76561199360910993,Keine Spiele,
76561199433672399,Ja,
76561199436135635,Keine Spiele,
76561199440817128,Keine Spiele,
76561199486280699,Keine Spiele,
76561199554308107,Keine Spiele,
76561199671054426,Keine Spiele,
76561199750862550,Keine Spiele,
76561199786066725,Keine Spiele,
76561199811871504,Keine Spiele,
76561198017609430,Keine Spiele,
76561198042637838,Keine Spiele,
76561198065649684,Keine Spiele,
76561198074674816,Ja,"Counter-Strike 2,Raft"
76561198083905248,Keine Spiele,
76561198094184314,Keine Spiele,
76561198096941609,Keine Spiele,
76561198099748822,Keine Spiele,
76561198101277712,Keine Spiele,
76561198103020924,Keine Spiele,
76561198103547444,Ja,Counter-Strike 2
76561198103906107,Keine Spiele,
76561198104626186,Keine Spiele,
76561198114539280,Keine Spiele,
76561198121410936,Keine Spiele,
76561198125770180,Ja,Counter-Strike 2
76561198125915750,Keine Spiele,
76561198128056480,Ja,Counter-Strike 2
76561198129100470,Keine Spiele,
76561198134766101,Keine Spiele,
76561198136557641,Keine Spiele,
76561198139850168,Keine Spiele,
76561198142039738,Ja,
76561198142740501,Ja,Counter-Strike 2
76561198148426443,Keine Spiele,
76561198150639346,Keine Spiele,
