friend_id,Abfragestatus,Daten vorhanden
76561198426746463,,
76561198427768127,,
76561198431453786,,
76561198436971395,,
76561198437753023,,
76561198439775626,,
76561198444880769,,
76561198448539142,,
76561198448629037,,
76561198795631143,,
76561198809220496,,
76561198814999858,,
76561198818997929,,
76561198820495631,,
76561198829994411,,
76561198836125198,,
76561198847707562,,
76561198858403578,,
76561198862476677,,
76561198862579070,,
76561198871785935,,
76561198873211595,,
76561198890424414,,
76561198909278260,,
76561198919158906,,
76561198950414534,,
76561198953644271,,
76561198990101853,,
76561199053229672,,
76561199094228625,,
76561199153009743,,
76561199182360219,,
76561199229603985,,
76561198024377888,,
76561198096879741,,
76561198110840158,,
76561198115469554,,
76561198128316082,,
76561198151192341,,
76561198152187594,,
76561198156981141,,
76561198234614376,,
76561198246179046,,
76561198253763502,,
76561198256518939,,
76561198288135090,,
76561198295391772,,
76561198330081678,,
76561198338297767,,
76561198369812512,,
76561198390780845,,
76561198400058092,,
76561198442880500,,
76561198813818208,,
76561198818908878,,
76561198968060088,,
76561198985414835,,
76561199046663976,,
76561199083583856,,
76561199195395238,,
76561199216741479,,
76561199375433287,,
76561198007557449,,
76561198024859404,,
76561198044444648,,
76561198047325832,,
76561198050528208,,
76561198061356721,,
76561198061387891,,
76561198062275413,,
76561198062508662,,
76561198064100534,,
76561198064641181,,
76561198064685699,,
76561198064736147,,
76561198065054395,,
76561198070564943,,
76561198071257325,,
76561198075623483,,
76561198079350135,,
76561198080003631,,
76561198080414536,,
76561198089141438,,
76561198092883422,,
76561198095738657,,
76561198095861531,,
76561198098106984,,
76561198098867635,,
76561198100024445,,
76561198101187306,,
76561198101821513,,
76561198101912784,,
76561198102260524,,
76561198103543675,,
76561198103558659,,
76561198103580333,,
76561198104556689,,
76561198106909322,,
76561198109344495,,
76561198109683182,,
76561198110176913,,
76561198110879562,,
76561198113344055,,
76561198115120386,,
76561198119495883,,
76561198121614680,,
76561198126190699,,
76561198130251210,,
76561198131348906,,
76561198138146551,,
76561198140738136,,
76561198145997300,,
76561198150327529,,
76561198154563377,,
76561198159232459,,
76561198160816278,,
76561198195151838,,
76561198200073675,,
76561198200702138,,
76561198211771516,,
76561198219115625,,
76561198248831826,,
76561198253930580,,
76561198254560223,,
76561198276228860,,
76561198281678104,,
76561198291574137,,
76561198295313586,,
76561198316494238,,
76561198342071632,,
76561198796428514,,
76561199552374535,,
76561199765771611,,
76561198047150876,,
76561198068606844,,
76561198106326484,,
76561198143670059,,
76561198147965882,,
76561198148599313,,
76561198152712258,,
76561198178777831,,
76561198189979282,,
76561198215909209,,
76561198246629938,,
76561198256581613,,
76561198273549732,,
76561198278621204,,
76561198296225092,,
76561198300374102,,
76561198301026583,,
76561198311585688,,
76561198315031872,,
76561198327897499,,
76561198331991905,,
76561198338628976,,
76561198344141948,,
76561198350197731,,
76561198354842164,,
76561198357866998,,
76561198360569628,,
76561198361883811,,
76561198368833574,,
76561198382433120,,
76561198392679400,,
76561198396353067,,
76561198411380021,,
76561198411751492,,
76561198427204152,,
76561198813742495,,
76561198815786006,,
76561198815954142,,
76561198836827629,,
76561198846098274,,
76561198859138173,,
76561198859820632,,
76561198860494702,,
76561198865015020,,
76561198950438165,,
76561198982727524,,
76561198992857063,,
76561198994889206,,
76561198997994200,,
76561199011942350,,
76561199048589478,,
76561199063337715,,
76561199065573428,,
76561199078403792,,
76561199104186714,,
76561199152055127,,
76561199366574075,,
76561199390244096,,
76561199481181774,,
76561198061044797,,
76561198061313987,,
76561198062232249,,
76561198073588452,,
76561198074296158,,
76561198089285383,,
76561198108053667,,
76561198108954668,,
76561198123330541,,
76561198124164481,,
76561198124941840,,
76561198126333116,,
76561198126999880,,
76561198133247540,,
76561198148667935,,
76561198148829965,,
76561198157826615,,
76561198174835009,,
76561198182632819,,
76561198219102345,,
76561198264269745,,
76561198313429967,,
76561198313637235,,
76561198322123250,,
76561198327095472,,
76561198349436678,,
76561198350042175,,
76561198366564778,,
76561198381645928,,
76561198382341430,,
76561198422433267,,
76561198444901413,,
76561198446890058,,
76561198979175392,,
76561198982827822,,
76561198992631265,,
76561199003143172,,
76561199038602765,,
76561199061702991,,
76561199069932448,,
76561199533376846,,
76561198064410145,,
76561198066725342,,
76561198070665894,,
76561198082316531,,
76561198082347917,,
76561198083850673,,
76561198086691303,,
76561198088962096,,
76561198090210642,,
76561198098013965,,
76561198098410725,,
76561198098924728,,
76561198100463860,,
76561198100532385,,
76561198101458166,,
76561198104373950,,
76561198106346581,,
76561198109085490,,
76561198111455289,,
76561198115721912,,
76561198117209403,,
76561198121551525,,
76561198124074574,,
76561198127760178,,
76561198131018019,,
76561198133784294,,
76561198133948312,,
76561198143386675,,
76561198144980919,,
76561198144982438,,
76561198148235701,,
76561198148596764,,
76561198149452237,,
76561198165676052,,
76561198168736375,,
76561198178574450,,
76561198184014169,,
76561198188938250,,
76561198193843306,,
76561198195702441,,
76561198210050588,,
76561198236632878,,
76561198242950150,,
76561198244630892,,
76561198276895253,,
76561198301032975,,
76561198303091408,,
76561198317121368,,
76561198332880965,,
76561198334589373,,
76561198336789167,,
76561198350370868,,
76561198351372961,,
76561198351938572,,
76561198359763269,,
76561198376127558,,
76561198382177506,,
76561198394677044,,
76561198413322192,,
76561198428433730,,
76561198845213847,,
76561198868240993,,
76561198871785308,,
76561198963802525,,
76561199121541493,,
76561198000111320,,
76561198003342143,,
76561198015060299,,
76561198027567077,,
76561198030538495,,
76561198037513043,,
76561198039734384,,
76561198047038403,,
76561198049449375,,
76561198049730148,,
76561198049818795,,
76561198051460869,,
76561198054080942,,
76561198058107296,,
76561198060051341,,
76561198060422047,,
76561198060993881,,
76561198061883679,,
76561198062877620,,
76561198062939101,,
76561198063074502,,
76561198063595787,,
76561198063620290,,
76561198063641294,,
76561198064168857,,
76561198064435307,,
76561198065232398,,
76561198065803769,,
76561198066312740,,
76561198066461476,,
76561198067543733,,
76561198068460747,,
76561198068562916,,
76561198068640334,,
76561198068805743,,
76561198069054646,,
76561198069204015,,
76561198069835224,,
76561198070422089,,
76561198070697500,,
76561198070820741,,
76561198071814554,,
76561198072099277,,
76561198072407567,,
76561198075403178,,
76561198075677082,,
76561198076775281,,
76561198077105960,,
76561198078300281,,
76561198079400058,,
76561198080932731,,
76561198081096631,,
76561198082930533,,
76561198083661371,,
76561198084585489,,
76561198085061474,,
76561198085133374,,
76561198085524556,,
76561198085530683,,
76561198086040306,,
76561198086431215,,
76561198086807405,,
76561198087216677,,
76561198087339699,,
76561198088975552,,
76561198089088111,,
76561198089114223,,
76561198089660195,,
76561198090087332,,
76561198090698494,,
76561198090721851,,
76561198091027125,,
76561198091377917,,
76561198091451336,,
76561198091618937,,
76561198091633299,,
76561198092221615,,
76561198094855157,,
76561198095325765,,
76561198096153195,,
76561198096447285,,
76561198096454649,,
76561198096467946,,
76561198096574608,,
76561198096597533,,
76561198096604330,,
76561198096777982,,
76561198096970201,,
76561198097019020,,
76561198097158151,,
76561198097180765,,
76561198097301865,,
76561198098147500,,
76561198098945650,,
76561198098985721,,
76561198099382429,,
76561198099462862,,
76561198099464915,,
76561198100944304,,
76561198101027154,,
76561198101827259,,
76561198101932073,,
76561198102663758,,
76561198102811462,,
76561198103087588,,
76561198103456270,,
76561198103459782,,
76561198103602272,,
76561198104107541,,
76561198105274439,,
76561198106899785,,
76561198106904933,,
76561198107266554,,
76561198108073941,,
76561198108279262,,
76561198108651142,,
76561198109154381,,
76561198110238622,,
76561198112063673,,
76561198112202914,,
76561198115758185,,
76561198116464708,,
76561198116897066,,
76561198118478191,,
76561198119569639,,
76561198120629700,,
76561198123200290,,
76561198124780527,,
76561198126305590,,
76561198126532202,,
76561198129216027,,
76561198130042413,,
76561198134427978,,
76561198138965817,,
76561198140510052,,
76561198142527299,,
76561198144222647,,
76561198145628837,,
76561198147809178,,
76561198152224475,,
76561198160402031,,
76561198161242327,,
76561198164275861,,
76561198171762434,,
76561198175373859,,
76561198175397810,,
76561198185644033,,
76561198195207503,,
76561198206436031,,
76561198210854688,,
76561198218206625,,
76561198247150122,,
76561198250481050,,
76561198251316444,,
76561198267408469,,
76561198273122241,,
76561198275011321,,
76561198275619552,,
76561198281139114,,
76561198282425297,,
76561198287444765,,
76561198344948568,,
76561198360639097,,
76561198387077836,,
76561198397423779,,
76561198414252161,,
76561198417335516,,
76561198427048011,,
76561198442937801,,
76561198443225006,,
76561198800099596,,
76561198813871506,,
76561198906760542,,
76561199208986165,,
76561198097263018,,
76561198101122888,,
76561198102480046,,
76561198103510412,,
76561198105146322,,
76561198105270698,,
76561198110406388,,
76561198140862803,,
76561198166296372,,
76561198167509964,,
76561198212401739,,
76561198219292461,,
76561198221720672,,
76561198236392032,,
76561198258956671,,
76561198298221340,,
76561198304129995,,
76561198048592892,,
76561198057618774,,
76561198068923470,,
76561198089994838,,
76561198096851934,,
76561198098724449,,
76561198100111489,,
76561198101208378,,
76561198107815662,,
76561198109567347,,
76561198109660288,,
76561198119936996,,
76561198124795526,,
76561198142124308,,
76561198144259774,,
76561198145952432,,
76561198149597013,,
76561198150487795,,
76561198153854245,,
76561198160026694,,
76561198170139566,,
76561198175424075,,
76561198183722829,,
76561198189987397,,
76561198197656174,,
76561198208916988,,
76561198212310000,,
76561198215001725,,
76561198226575704,,
76561198228694072,,
76561198237079192,,
76561198245524562,,
76561198248314312,,
76561198253630313,,
76561198256329017,,
76561198279783858,,
76561198293624292,,
76561198315237278,,
76561198320118480,,
76561198326521073,,
76561198334213141,,
76561198347125564,,
76561198347601155,,
76561198359932826,,
76561198408308166,,
76561198413447885,,
76561198438537439,,
76561198855337977,,
76561198911409284,,
76561198918890832,,
76561198930104279,,
76561198992702504,,
76561199080992199,,
76561199100136904,,
76561198067941246,,
76561198094051733,,
76561198096050199,,
76561198105119968,,
76561198108783933,,
76561198129449066,,
76561198150706473,,
76561198179184947,,
76561198187522442,,
76561198211521005,,
76561198254962588,,
76561198283521384,,
76561198284308572,,
76561198289620303,,
76561198311075349,,
76561198349774800,,
76561198360775932,,
76561198368247621,,
76561198441845687,,
76561198811253192,,
76561198817420012,,
76561198842571493,,
76561198853688772,,
76561198857093112,,
76561198867267088,,
76561198930460077,,
76561198965102440,,
76561198970745963,,
76561198972218871,,
76561198983041209,,
76561198983278763,,
76561198988047706,,
76561199000586107,,
76561199001007553,,
76561199227485018,,
76561199650235863,,
76561198096731194,,
76561198098655488,,
76561198099530008,,
76561198099877804,,
76561198103535942,,
76561198105112976,,
76561198105256471,,
76561198108818923,,
76561198109164185,,
76561198114628506,,
76561198122556716,,
76561198122772373,,
76561198124160175,,
76561198133544566,,
76561198136943699,,
76561198137020131,,
76561198141334067,,
76561198144014609,,
76561198147467634,,
76561198149800144,,
76561198154706968,,
76561198155242879,,
76561198158487602,,
76561198163202580,,
76561198178722521,,
76561198183696498,,
76561198189684405,,
76561198192995854,,
76561198194280869,,
76561198197065054,,
76561198197991029,,
76561198200537534,,
76561198200568165,,
76561198208976671,,
76561198237934938,,
76561198238215382,,
76561198240538932,,
76561198263275967,,
76561198289987605,,
76561198301987259,,
76561198312675617,,
76561198318704626,,
76561198328086974,,
76561198333136695,,
76561198333226873,,
76561198346621356,,
76561198346748283,,
76561198361720056,,
76561198361866366,,
76561198377660904,,
76561198382363739,,
76561198389658604,,
76561198395524225,,
76561198405216538,,
76561198411724944,,
76561198416019421,,
76561198428332900,,
76561198443424376,,
76561199031403506,,
76561199031713200,,
76561199038636733,,
76561199384211989,,
76561199560150076,,
76561198058035074,,
76561198063880697,,
76561198071365927,,
76561198072007461,,
76561198078399262,,
76561198079096551,,
76561198085914751,,
76561198089055247,,
76561198096244893,,
76561198096263322,,
76561198097082723,,
76561198097093865,,
76561198097590053,,
76561198098281514,,
76561198098614243,,
76561198098778461,,
76561198099062867,,
76561198099162541,,
76561198099322981,,
76561198099398601,,
76561198099980214,,
76561198100074318,,
76561198100346010,,
76561198100411806,,
76561198100442290,,
76561198100910822,,
76561198101278929,,
76561198102106417,,
76561198103708645,,
76561198104780132,,
76561198105005657,,
76561198105262268,,
76561198105416570,,
76561198109275659,,
76561198110133870,,
76561198112732947,,
76561198117613121,,
76561198117966733,,
76561198122360708,,
76561198122759220,,
76561198123769469,,
76561198124640033,,
76561198124762813,,
76561198126696255,,
76561198128035891,,
76561198129428008,,
76561198130227187,,
76561198132021698,,
76561198132160856,,
76561198140939986,,
76561198144022018,,
76561198147022673,,
76561198147411557,,
76561198148237588,,
76561198153160439,,
76561198153174337,,
76561198156141328,,
76561198163257959,,
76561198163597698,,
76561198168907360,,
76561198175376471,,
76561198178783778,,
76561198185197206,,
76561198191730429,,
76561198197843149,,
76561198200715670,,
76561198200904849,,
76561198204777199,,
76561198216976017,,
76561198219439649,,
76561198236469484,,
76561198240317734,,
76561198240605094,,
76561198249908340,,
76561198257747360,,
76561198258608599,,
76561198262013834,,
76561198265264054,,
76561198269118017,,
76561198269149664,,
76561198273141839,,
76561198284469261,,
76561198297121917,,
76561198310226872,,
76561198311701568,,
76561198315016001,,
76561198316192357,,
76561198317041545,,
76561198319461736,,
76561198323334602,,
76561198329794412,,
76561198343630212,,
76561198344278790,,
76561198370116882,,
76561198378152047,,
76561198380538307,,
76561198397343810,,
76561198414973947,,
76561198417664409,,
76561198795456810,,
76561198835941546,,
76561198857321123,,
76561198897410416,,
76561198935453262,,
76561199057154613,,
76561198073891056,,
76561198089975900,,
76561198100865475,,
76561198102803712,,
76561198129789400,,
76561198138841251,,
76561198180435483,,
76561198285145023,,
76561198329219374,,
76561198341856059,,
76561198372455176,,
76561199101698658,,
76561199210565442,,
76561199492622292,,
76561198016191839,,
76561198016650284,,
76561198047057079,,
76561198047074549,,
76561198061308018,,
76561198065722578,,
76561198070350523,,
76561198070475202,,
76561198070495700,,
76561198071285252,,
76561198073405954,,
76561198077728534,,
76561198078637372,,
76561198085057315,,
76561198085728524,,
76561198086216435,,
76561198090652609,,
76561198090703521,,
76561198093734619,,
76561198096466820,,
76561198096834121,,
76561198098440073,,
76561198098497761,,
76561198098849029,,
76561198099070036,,
76561198099104289,,
76561198099331537,,
76561198099600210,,
76561198099681816,,
76561198099705278,,
76561198100233435,,
76561198100554702,,
76561198102423208,,
76561198102838077,,
76561198103009622,,
76561198103256059,,
76561198104719181,,
76561198106228287,,
76561198107134959,,
76561198107814851,,
76561198108970570,,
76561198109075330,,
76561198109780808,,
76561198110979097,,
76561198113875404,,
76561198117762824,,
76561198119016943,,
76561198123249140,,
76561198125896118,,
76561198126157589,,
76561198127442390,,
76561198127697516,,
76561198129527832,,
76561198132318681,,
76561198135357345,,
76561198136673075,,
76561198137212516,,
76561198140097197,,
76561198140376035,,
76561198143479232,,
76561198146138599,,
76561198147124740,,
76561198147150678,,
76561198147207976,,
76561198148678998,,
76561198148894609,,
76561198149080609,,
76561198153286437,,
76561198154323688,,
76561198162710011,,
76561198166148280,,
76561198166871939,,
76561198168113541,,
76561198169968543,,
76561198171371875,,
76561198175920107,,
76561198177591506,,
76561198181777333,,
76561198195326258,,
76561198197140410,,
76561198198488574,,
76561198218434499,,
76561198219367036,,
76561198253063322,,
76561198256334606,,
76561198259843799,,
76561198260917658,,
76561198266501210,,
76561198272774913,,
76561198277865359,,
76561198295257771,,
76561198310012830,,
76561198355187330,,
76561198360367755,,
76561198369091587,,
76561198371793171,,
76561198372376188,,
76561198374367467,,
76561198375805337,,
76561198376961344,,
76561198382400149,,
76561198388683531,,
76561198390586676,,
76561198431292311,,
76561198438864281,,
76561198438911248,,
76561198814513711,,
76561198835299184,,
76561198835560523,,
76561198847425683,,
76561198860229615,,
76561198862340955,,
76561198867043768,,
76561198873359880,,
76561198915918402,,
76561198951138060,,
76561198993060609,,
76561199001294605,,
76561198133915602,,
76561198178509361,,
76561198203410341,,
76561198239280728,,
76561199120589053,,
76561198049487665,,
76561198062136676,,
76561198064405675,,
76561198065315098,,
76561198067951550,,
76561198068136122,,
76561198070533059,,
76561198072591461,,
76561198072847812,,
76561198073681198,,
76561198075257873,,
76561198080626157,,
76561198082660046,,
76561198083601212,,
76561198083925905,,
76561198087645551,,
76561198089531495,,
76561198089885784,,
76561198090199123,,
76561198090855810,,
76561198092112957,,
76561198092777473,,
76561198094441907,,
76561198095943815,,
76561198096823539,,
76561198096831868,,
76561198097063678,,
76561198097193222,,
76561198097308575,,
76561198098696218,,
76561198098886253,,
76561198098976786,,
76561198099007353,,
76561198099141868,,
76561198099174365,,
76561198099399758,,
76561198099408563,,
76561198099427404,,
76561198099491453,,
76561198099524673,,
76561198099820888,,
76561198099888092,,
76561198100017305,,
76561198100535072,,
76561198100625311,,
76561198101110194,,
76561198101778016,,
76561198101865318,,
76561198103059861,,
76561198104471432,,
76561198105248235,,
76561198107098060,,
76561198107850559,,
76561198107938273,,
76561198108683305,,
76561198108699106,,
76561198109005119,,
76561198109650882,,
76561198109705439,,
76561198109709567,,
76561198110738848,,
76561198111194842,,
76561198111438413,,
76561198111804298,,
76561198113974835,,
76561198116123001,,
76561198121260045,,
76561198123155557,,
76561198123785962,,
76561198124032702,,
76561198124153090,,
76561198127544806,,
76561198129171670,,
76561198131283447,,
76561198133602157,,
76561198133668052,,
76561198134006190,,
76561198134829326,,
76561198139280088,,
76561198142948254,,
76561198143207441,,
76561198143272739,,
76561198146147653,,
76561198147367648,,
76561198149779746,,
76561198150287058,,
76561198152768473,,
76561198154560302,,
76561198157873907,,
76561198158269546,,
76561198158765650,,
76561198161197050,,
76561198161874084,,
76561198162424002,,
76561198163058492,,
76561198163208342,,
76561198164078827,,
76561198165938479,,
76561198170319205,,
76561198171585182,,
76561198172940063,,
76561198179001126,,
76561198180081223,,
76561198180400801,,
76561198181534135,,
76561198185521335,,
76561198192225931,,
76561198205446220,,
76561198218635321,,
76561198225373036,,
76561198232551176,,
76561198239841438,,
76561198242258886,,
76561198246460246,,
76561198246723314,,
76561198254579841,,
76561198268670701,,
76561198275606233,,
76561198275896065,,
76561198277748951,,
76561198288666617,,
76561198289733305,,
76561198291114944,,
76561198320419311,,
76561198321845308,,
76561198322064600,,
76561198326029199,,
76561198334908267,,
76561198336916699,,
76561198339716033,,
76561198357672995,,
76561198362449510,,
76561198386958909,,
76561198403050950,,
76561198803332453,,
76561198864150090,,
76561198930774278,,
76561198967924918,,
76561199002410166,,
76561199014660917,,
76561199023840547,,
76561199029024772,,
76561199064503456,,
76561199434208296,,
76561199438818118,,
76561199559990169,,
76561198071186100,,
76561198084072795,,
76561198094736062,,
76561198096439057,,
76561198101632178,,
76561198102125877,,
76561198102241604,,
76561198104293239,,
76561198104955506,,
76561198107619873,,
76561198115500050,,
76561198116955239,,
76561198118853492,,
76561198123943535,,
76561198124223903,,
76561198136355887,,
76561198144111014,,
76561198144600932,,
76561198148614748,,
76561198165916288,,
76561198175927434,,
76561198178609581,,
76561198198735337,,
76561198204074655,,
76561198204096211,,
76561198208505643,,
76561198211982457,,
76561198212311621,,
76561198213200269,,
76561198255383312,,
76561198257550068,,
76561198276806095,,
76561198285097799,,
76561198300270204,,
76561198319413521,,
76561198330716013,,
76561198331906869,,
76561198346794793,,
76561198369631141,,
76561198406862795,,
76561198412252251,,
76561198419427024,,
76561198424375984,,
76561198426894610,,
76561198438851550,,
76561198442534958,,
76561198805205596,,
76561198821786175,,
76561198840231381,,
76561198840307546,,
76561198840471283,,
76561198841876851,,
76561198843520666,,
76561198845864564,,
76561198853536049,,
76561198883602535,,
76561198914077987,,
76561198943449600,,
76561198960652856,,
76561198966728295,,
76561198969168369,,
76561198990672298,,
76561199036265425,,
76561199086873395,,
76561199092294623,,
76561199096695400,,
76561199105406900,,
76561199184064161,,
76561199481334185,,
76561199542769505,,
76561199596380248,,
76561198090204445,,
76561198099140690,,
76561198099708683,,
76561198109402975,,
76561198110105763,,
76561198114907806,,
76561198116619196,,
76561198130683547,,
76561198139004499,,
76561198139998959,,
76561198142190733,,
76561198150576558,,
76561198160394955,,
76561198198898767,,
76561198211565380,,
76561198233270396,,
76561198236209994,,
76561198243197330,,
76561198267010222,,
76561198282849345,,
76561198284906100,,
76561198364265974,,
76561198371752641,,
76561198387146292,,
76561198394983562,,
76561198419110924,,
76561198427165616,,
76561198436434118,,
76561198444769926,,
76561198802201166,,
76561198822849291,,
76561198837871767,,
76561199466100221,,
76561197990858918,,
76561198004146832,,
76561198011572530,,
76561198012685034,,
76561198020595483,,
76561198060315361,,
76561198060842204,,
76561198061096285,,
76561198061785678,,
76561198062106440,,
76561198065088992,,
76561198067268093,,
76561198067535866,,
76561198068347002,,
76561198070896312,,
76561198071045679,,
76561198071592100,,
76561198073834192,,
76561198076712785,,
76561198077465563,,
76561198080473220,,
76561198081482593,,
76561198081496715,,
76561198084261191,,
76561198084693834,,
76561198085789480,,
76561198090168835,,
76561198092005624,,
76561198093059739,,
76561198093440698,,
76561198094126890,,
76561198096570071,,
76561198096587614,,
76561198096627186,,
76561198100355310,,
76561198102145852,,
76561198103635699,,
76561198104169273,,
76561198105073965,,
76561198105906304,,
76561198110703461,,
76561198112686148,,
76561198113821609,,
76561198114224373,,
76561198114932806,,
76561198115940142,,
76561198116192250,,
76561198117678454,,
76561198117890809,,
76561198118310756,,
76561198118847316,,
76561198119658890,,
76561198120204537,,
76561198120568238,,
76561198120708387,,
76561198121966986,,
76561198122682570,,
76561198122862439,,
76561198123087435,,
76561198123105066,,
76561198127700794,,
76561198128521350,,
76561198128740455,,
76561198129367241,,
76561198130308495,,
76561198132201037,,
76561198132452175,,
76561198132854028,,
76561198134550169,,
76561198134920860,,
76561198135242663,,
76561198135372360,,
76561198136241695,,
76561198136626867,,
76561198136637448,,
76561198137168462,,
76561198137339548,,
76561198138130159,,
76561198138260842,,
76561198138285808,,
76561198138326040,,
76561198138573779,,
76561198138687592,,
76561198138704721,,
76561198138852205,,
76561198139108160,,
76561198140454773,,
76561198140559039,,
76561198144108438,,
76561198144412989,,
76561198144738584,,
76561198147093162,,
76561198150194995,,
76561198150622186,,
76561198151330140,,
76561198151706811,,
76561198153149191,,
76561198155800937,,
76561198156293334,,
76561198156376776,,
76561198158516736,,
76561198158772499,,
76561198159886424,,
76561198170820477,,
76561198173091638,,
76561198181819714,,
76561198194760969,,
76561198205703769,,
76561198213428907,,
76561198237865032,,
76561198269457487,,
76561198289640944,,
76561198300908898,,
76561198302994382,,
76561198307707131,,
76561198312119496,,
76561198321987958,,
76561198333281038,,
76561198334307402,,
76561198338692679,,
76561198343335478,,
76561198811865317,,
76561198847756147,,
76561199020863947,,
76561199043259254,,
76561199124228556,,
76561199144089106,,
76561199384689031,,
76561199511062428,,
76561199516776838,,
76561199640849416,,
76561198060193381,,
76561198094328370,,
76561198115431488,,
76561198316379989,,
76561198365423855,,
76561198840410241,,
76561199529549255,,
76561198062683747,,
76561198355795395,,
76561198434672605,,
76561198452895508,,
76561199011311167,,
76561199016664796,,
76561199153343518,,
76561199247471601,,
76561197987478449,,
76561197999261003,,
76561198004026686,,
76561198010332672,,
76561198015433269,,
76561198017462803,,
76561198040165287,,
76561198072758865,,
76561198084958258,,
76561198088893701,,
76561198090346374,,
76561198097138599,,
76561198103302488,,
76561198103729056,,
76561198106822342,,
76561198116927916,,
76561198119097943,,
76561198127212564,,
76561198133365830,,
76561198141096615,,
76561198156900850,,
76561198161282942,,
76561198174313850,,
76561198240807396,,
76561198294677421,,
76561198328218646,,
76561198355663878,,
76561198855255371,,
76561199067417241,,
76561199076277703,,
76561199207736334,,
76561199226739713,,
76561199506891310,,
76561199550817151,,
76561198005438665,,
76561198009458579,,
76561198021457678,,
76561198036234044,,
76561198039643357,,
76561198039743682,,
76561198044532481,,
76561198050726495,,
76561198054245826,,
76561198054715672,,
76561198062246404,,
76561198065099952,,
76561198069718898,,
76561198071380802,,
76561198075515398,,
76561198078116451,,
76561198079250660,,
76561198081333774,,
76561198082223761,,
76561198082814043,,
76561198083988136,,
76561198087133794,,
76561198087800758,,
76561198091572636,,
76561198093483280,,
76561198097791919,,
76561198099184971,,
76561198102059826,,
76561198111777280,,
76561198112039783,,
76561198113553904,,
76561198115055854,,
76561198118260314,,
76561198120959869,,
76561198125791451,,
76561198126463732,,
76561198126565760,,
76561198132584632,,
76561198133198708,,
76561198133650658,,
76561198134610538,,
76561198136498355,,
76561198140813748,,
76561198145192103,,
76561198146069245,,
76561198148944373,,
76561198151562927,,
76561198151864533,,
76561198153065361,,
76561198153332607,,
76561198153648007,,
76561198153796831,,
76561198154607197,,
76561198154723358,,
76561198156116707,,
76561198160072520,,
76561198160131057,,
76561198160525346,,
76561198162075425,,
76561198163820983,,
76561198164436364,,
76561198168901906,,
76561198171660281,,
76561198172587610,,
76561198173035891,,
76561198173837590,,
76561198179385867,,
76561198182396109,,
76561198182758826,,
76561198189796113,,
76561198190099851,,
76561198195572226,,
76561198197262593,,
76561198197369753,,
76561198197485855,,
76561198201044577,,
76561198201124038,,
76561198204505764,,
76561198207799820,,
76561198208230304,,
76561198209177523,,
76561198210324355,,
76561198210790507,,
76561198211440375,,
76561198213349759,,
76561198213626507,,
76561198214213760,,
76561198215329995,,
76561198218092303,,
76561198219062005,,
76561198220576308,,
76561198224144784,,
76561198229253936,,
76561198229521952,,
76561198241067498,,
76561198242340458,,
76561198244614624,,
76561198247072532,,
76561198251166270,,
76561198256516052,,
76561198260785637,,
76561198260972700,,
76561198260989213,,
76561198262703497,,
76561198263350182,,
76561198264742662,,
76561198271755015,,
76561198273411031,,
76561198273552550,,
76561198275695578,,
76561198279332156,,
76561198280935101,,
76561198282349832,,
76561198282443716,,
76561198282723049,,
76561198292345735,,
76561198295123115,,
76561198295598694,,
76561198297135929,,
76561198299341603,,
76561198303107024,,
76561198305272157,,
76561198306672277,,
76561198308807277,,
76561198309023319,,
76561198309795988,,
76561198310835161,,
76561198310904704,,
76561198311980576,,
76561198312779384,,
76561198313630315,,
76561198314005437,,
76561198314396066,,
76561198315058887,,
76561198315500479,,
76561198316098801,,
76561198319641595,,
76561198323670654,,
76561198325304787,,
76561198325547312,,
76561198325704698,,
76561198325753872,,
76561198326045015,,
76561198326103168,,
76561198326349402,,
76561198326408017,,
76561198328294236,,
76561198330171432,,
76561198331287011,,
76561198331435039,,
76561198338843714,,
76561198339093953,,
76561198342153975,,
76561198343317755,,
76561198343894524,,
76561198345284799,,
76561198346247850,,
76561198346683521,,
76561198346748851,,
76561198348381595,,
76561198351138482,,
76561198356707908,,
76561198361042910,,
76561198362278896,,
76561198365351574,,
76561198368493237,,
76561198368744360,,
76561198373650773,,
76561198373828861,,
76561198374956576,,
76561198378069758,,
76561198384957807,,
76561198395208924,,
76561198397947505,,
76561198399752613,,
76561198403667027,,
76561198407087458,,
76561198415191528,,
76561198420351241,,
76561198421855903,,
76561198422656003,,
76561198423127219,,
76561198426228510,,
76561198428521978,,
76561198433883349,,
76561198437172576,,
76561198443637016,,
76561198444706281,,
76561198446167855,,
76561198451407379,,
76561198797822487,,
76561198801816267,,
76561198806290268,,
76561198811759607,,
76561198814071830,,
76561198815367998,,
76561198821886787,,
76561198831580791,,
76561198840850297,,
76561198844479472,,
76561198848107404,,
76561198848592708,,
76561198848755879,,
76561198849526771,,
76561198852781382,,
76561198858585156,,
76561198859772969,,
76561198871003895,,
76561198873444767,,
76561198875195756,,
76561198885367600,,
76561198937372208,,
76561198951010042,,
76561198981211344,,
76561198992765429,,
76561199003417556,,
76561199006072862,,
76561199006425192,,
76561199021124928,,
76561199030583978,,
76561199039691020,,
76561199051655606,,
76561199057926829,,
76561199061375458,,
76561199142636651,,
76561199163432075,,
76561199166251791,,
76561199201782480,,
76561199207224910,,
76561199226825401,,
76561199237597306,,
76561199796426665,,
76561198076053480,,
76561198093735676,,
76561198167382543,,
76561198179525523,,
76561198190413731,,
76561198236082490,,
76561198324901358,,
