steam_id,stat_build_foundationCount,stat_build_paintCount,stat_build_removeCount,stat_player_anglerFishKills,stat_player_bearKills,stat_player_birdKills,stat_player_boarKills,stat_player_botKills,stat_player_capturedAnimals,stat_player_captures_bee,stat_player_deaths,stat_player_excevations_treasure,stat_player_fireworks_launched,stat_player_hookCount,stat_player_instrumentNotes_played,stat_player_pufferKills,stat_player_ratKills,stat_player_sharkKills,stat_player_stoneBirdKills,stat_player_token_spend_tangaroa,stat_player_zipline_distance,stat_player_zipline_distanceOneGo,stat_shark_bitePlayer,stat_test_2,stat_test_3,stat_test_4,stat_test_5
76561198082652448,392.0,52.0,478.0,7.0,34.0,67.0,11.0,11.0,6.0,21.0,10.0,15.0,,573.0,138.0,20.0,33.0,27.0,1.0,58.0,484.0,80.0,,1.0,1.0,1.0,1.0
76561198082661370,148.0,,68.0,,,21.0,3.0,,,,2.0,,,70.0,,,,16.0,,,,,,1.0,,,
76561198082935514,,,88.0,,7.0,10.0,4.0,,4.0,6.0,8.0,11.0,,283.0,,11.0,16.0,19.0,1.0,38.0,188.0,29.0,,1.0,1.0,,
76561198083007633,400.0,87.0,471.0,7.0,14.0,24.0,7.0,17.0,6.0,7.0,5.0,50.0,10.0,2573.0,375.0,14.0,56.0,50.0,2.0,60.0,699.0,76.0,,1.0,1.0,1.0,1.0
76561198083119893,,,2.0,,4.0,,2.0,,,2.0,10.0,,,88.0,,,,2.0,,,,,,,,,
76561198084262069,,,1.0,,,6.0,1.0,,,,,,,,,3.0,2.0,2.0,1.0,,,,,,,,
76561198084297063,58.0,252.0,19.0,,19.0,73.0,14.0,13.0,4.0,12.0,7.0,10.0,,202.0,488.0,18.0,41.0,32.0,5.0,18.0,179.0,30.0,,1.0,,,
76561198084600018,42.0,,26.0,6.0,19.0,45.0,4.0,17.0,4.0,16.0,8.0,20.0,,217.0,298.0,9.0,18.0,14.0,,14.0,299.0,84.0,,,,,
76561198085088765,11.0,,1.0,,,,,,,,1.0,,,185.0,,,,,,,,,,,,,
76561198085714737,748.0,,618.0,4.0,28.0,12.0,15.0,9.0,10.0,14.0,10.0,11.0,,193.0,,13.0,43.0,58.0,6.0,58.0,491.0,72.0,,1.0,1.0,1.0,1.0
76561198085938552,69.0,,16.0,,5.0,13.0,,,,,8.0,,,309.0,,,18.0,8.0,,,,,,,,,
76561198085981249,8.0,,,,33.0,16.0,4.0,,5.0,8.0,4.0,2.0,,423.0,50.0,9.0,,16.0,2.0,,12.0,12.0,,,,,
76561198086133081,257.0,,163.0,,3.0,57.0,5.0,,9.0,2.0,9.0,,,401.0,,10.0,12.0,17.0,3.0,,157.0,32.0,,,,,
76561198086189152,32.0,,,,,15.0,1.0,,,,1.0,,,261.0,,,16.0,8.0,,,,,,,,,
76561198086368659,930.0,,562.0,,13.0,1.0,4.0,5.0,6.0,6.0,1.0,,181.0,1088.0,45.0,12.0,45.0,35.0,3.0,17.0,295.0,84.0,,1.0,1.0,,
76561198086555293,10.0,,,,,,3.0,,,,26.0,,,180.0,,4.0,,27.0,,,,,,1.0,,,
76561198086664559,25.0,,52.0,,7.0,14.0,6.0,,2.0,1.0,6.0,,,202.0,,7.0,13.0,10.0,,,,,,1.0,1.0,,
76561198086794109,103.0,,50.0,,,2.0,4.0,,,,7.0,,,206.0,,,,,,,,,,1.0,,,
76561198086939848,657.0,1628.0,1643.0,,16.0,30.0,8.0,12.0,7.0,10.0,7.0,,1.0,739.0,105.0,16.0,35.0,73.0,2.0,13.0,568.0,40.0,,1.0,1.0,,
76561198087297215,,,,,,,1.0,,3.0,,,,,15.0,,,,1.0,,,,,,,,,
76561198087845347,355.0,,72.0,8.0,35.0,59.0,5.0,14.0,1.0,21.0,21.0,15.0,,731.0,,2.0,61.0,48.0,1.0,31.0,228.0,79.0,52.0,1.0,1.0,1.0,1.0
76561198087981124,4.0,,,,,,,,,,,,,22.0,,,,,,,,,,,,,
76561198087987122,10.0,,8.0,,,4.0,,,,,2.0,,,170.0,,,,2.0,,,,,,,,,
76561198088336932,17.0,,,,,,1.0,,,,8.0,,,197.0,,,,1.0,,,,,,,,,
76561198088546102,5.0,,,,,,,,,,,,,57.0,,,,,,,,,,,,,
76561198088713141,857.0,11.0,784.0,,25.0,27.0,16.0,7.0,4.0,16.0,21.0,,,1413.0,249.0,13.0,47.0,96.0,4.0,22.0,203.0,27.0,238.0,1.0,1.0,,
76561198089141833,102.0,,68.0,,4.0,,9.0,,,2.0,17.0,,,949.0,,,11.0,7.0,,,,,,1.0,,,
76561198089161033,6.0,,,,7.0,7.0,,,,3.0,3.0,,,20.0,,3.0,23.0,3.0,,,,,,,,,
76561198089243465,27.0,,2.0,,,,,,,,,,,181.0,,,,,,,,,,,,,
76561198089623821,41.0,,30.0,,,,,,,,14.0,,,347.0,,,,1.0,,,,,,,,,
76561198089655614,45.0,,70.0,,,7.0,2.0,,,,2.0,,,885.0,,1.0,16.0,14.0,,,,,,1.0,,,
76561198089922816,865.0,,517.0,,23.0,27.0,4.0,,6.0,,5.0,,,608.0,,,27.0,14.0,1.0,,,,,,,,
76561198089937891,131.0,,83.0,,,8.0,2.0,,,,3.0,,,720.0,,2.0,,8.0,,,,,,,,,
76561198089968071,187.0,,238.0,6.0,16.0,2.0,1.0,20.0,2.0,,,3.0,378.0,6.0,118.0,2.0,35.0,36.0,3.0,34.0,1250.0,241.0,,1.0,1.0,1.0,1.0
76561198090272624,22.0,,6.0,,,,,,,,4.0,,,249.0,,,,,,,,,,,,,
76561198090343978,409.0,51.0,68.0,8.0,45.0,83.0,13.0,20.0,11.0,30.0,20.0,43.0,20.0,684.0,195.0,27.0,60.0,79.0,1.0,22.0,636.0,84.0,,1.0,1.0,1.0,
76561198090387749,26.0,,,,,1.0,,,,,5.0,,,117.0,,,,3.0,,,,,67.0,,,,
76561198090558131,23.0,,14.0,,10.0,3.0,3.0,,,6.0,7.0,,,243.0,,,,8.0,,,,,,1.0,1.0,,
76561198090636026,567.0,307.0,662.0,6.0,26.0,21.0,10.0,8.0,8.0,28.0,13.0,24.0,,373.0,139.0,15.0,26.0,71.0,1.0,30.0,612.0,88.0,,1.0,1.0,1.0,1.0
76561198090838057,14.0,,,,,,1.0,,,,2.0,,,206.0,,,,4.0,,,,,,,,,
76561198091582947,43.0,,6.0,2.0,10.0,,5.0,7.0,,6.0,22.0,,,295.0,,2.0,29.0,41.0,1.0,21.0,386.0,78.0,,1.0,1.0,1.0,1.0
76561198091616307,451.0,,41.0,,3.0,2.0,1.0,,1.0,,4.0,,,504.0,,2.0,27.0,35.0,,,,,,,,,
76561198091620141,4.0,,1.0,,,,,,,,5.0,,,61.0,,,,,,,,,,,,,
76561198091705127,6.0,,,,,,,,,,4.0,,,18.0,,,,,,,,,,,,,
76561198091799605,,,2.0,2.0,,,,,,,,,,,,,,4.0,,,,,,,,,
76561198091880411,229.0,,52.0,,9.0,8.0,,,,,1.0,,,1125.0,,,22.0,28.0,,,,,,,,,
76561198091959532,880.0,24.0,147.0,5.0,16.0,34.0,26.0,11.0,12.0,4.0,52.0,,,717.0,,26.0,27.0,36.0,2.0,20.0,306.0,73.0,38.0,1.0,1.0,1.0,
76561198091985752,34.0,,1.0,,,,,,,,,,,341.0,,,,,,,,,,,,,
76561198092234003,145.0,,11.0,,,,,,,,37.0,,,187.0,,,,4.0,,,,,,,,,
76561198092425184,38.0,,1.0,,,,2.0,,,,3.0,,,104.0,,,,4.0,,,,,,,,,
76561198092834189,103.0,,77.0,,,,,,,,2.0,,,465.0,,,,4.0,,,,,,,,,
76561198093538447,6.0,444.0,1.0,,,5.0,3.0,,2.0,4.0,6.0,,,83.0,,6.0,,38.0,,,36.0,36.0,,,,,
76561198093631988,6.0,,7.0,3.0,32.0,24.0,2.0,6.0,3.0,27.0,16.0,,,1062.0,943.0,11.0,40.0,51.0,1.0,14.0,416.0,88.0,,1.0,1.0,,1.0
76561198093856862,733.0,,511.0,,14.0,144.0,12.0,13.0,4.0,7.0,11.0,22.0,20.0,699.0,112.0,17.0,38.0,34.0,6.0,25.0,249.0,34.0,,,,,
76561198094100617,111.0,,31.0,7.0,17.0,18.0,4.0,10.0,,7.0,4.0,,,425.0,,1.0,34.0,14.0,,8.0,447.0,81.0,,,1.0,1.0,1.0
76561198094944254,849.0,49.0,3573.0,8.0,60.0,114.0,38.0,27.0,19.0,39.0,51.0,135.0,,1159.0,165.0,66.0,47.0,203.0,28.0,26.0,927.0,78.0,172.0,1.0,1.0,1.0,1.0
76561198095108053,2307.0,20.0,829.0,6.0,34.0,24.0,11.0,7.0,3.0,31.0,49.0,19.0,3.0,1765.0,5502.0,10.0,29.0,148.0,3.0,14.0,513.0,76.0,,1.0,1.0,1.0,1.0
76561198095186381,2661.0,1.0,2372.0,8.0,52.0,75.0,34.0,22.0,15.0,38.0,34.0,107.0,10.0,1048.0,57.0,23.0,54.0,71.0,5.0,44.0,1281.0,70.0,,1.0,1.0,1.0,1.0
76561198095416396,131.0,,93.0,,,2.0,,,,,6.0,,,1494.0,,,,11.0,,,,,,,,,
76561198095594811,196.0,58.0,92.0,,12.0,31.0,8.0,13.0,,13.0,17.0,2.0,15.0,577.0,1644.0,12.0,27.0,9.0,,20.0,202.0,37.0,,1.0,1.0,,
76561198095640734,127.0,,21.0,,,,2.0,,,,,,,240.0,,2.0,,,,,,,,,,,
76561198095690971,126.0,,93.0,8.0,12.0,31.0,8.0,,5.0,,14.0,2.0,,494.0,,2.0,23.0,16.0,4.0,13.0,304.0,86.0,,,,,1.0
76561198095868425,11.0,,,,,,,,,,,,,121.0,,,,,,,,,,,,,
76561198096086239,81.0,,6.0,,,,,,,,5.0,,,87.0,,,,1.0,,,,,,,,,
76561198096135334,44.0,,49.0,4.0,19.0,19.0,2.0,15.0,4.0,3.0,8.0,,50.0,100.0,,,28.0,11.0,2.0,12.0,375.0,75.0,,1.0,1.0,1.0,1.0
76561198096393077,59.0,,2.0,,,1.0,,,,,,,,316.0,,,,2.0,,,,,4.0,,,,
76561198096488217,1022.0,59.0,1312.0,8.0,24.0,98.0,16.0,12.0,14.0,17.0,7.0,6.0,,1695.0,105.0,48.0,34.0,121.0,11.0,22.0,446.0,64.0,85.0,1.0,1.0,1.0,
76561198096517292,105.0,,3.0,,,,,,,,4.0,,,306.0,,,,3.0,,,,,,,,,
76561198096609303,576.0,,159.0,,,2.0,4.0,,6.0,,7.0,,,1950.0,,10.0,22.0,14.0,4.0,,,,,,,,
76561198096753491,227.0,,267.0,8.0,35.0,18.0,11.0,13.0,7.0,40.0,9.0,41.0,,634.0,10.0,3.0,36.0,20.0,5.0,63.0,687.0,84.0,,1.0,1.0,1.0,1.0
76561198096757155,56.0,,,,,,,,,,,,,433.0,,,,1.0,,,,,,,,,
76561198096758851,,,,,,2.0,,,,,,1.0,,,,,6.0,1.0,,,,,,,,,
76561198096762571,86.0,,7.0,,,,4.0,,,,7.0,,,505.0,,,16.0,19.0,,,,,,1.0,,,
76561198096824838,12.0,,,,,,,,,,1.0,,,79.0,,,,,,,,,,,,,
76561198096851400,586.0,,117.0,,34.0,53.0,4.0,21.0,3.0,13.0,1.0,14.0,,2300.0,256.0,6.0,69.0,92.0,1.0,45.0,349.0,56.0,,1.0,1.0,1.0,
76561198096935423,4.0,,2.0,,,,,,,,5.0,,,182.0,,,,2.0,,,,,,,,,
76561198097062127,,,3.0,3.0,8.0,1.0,2.0,10.0,,,2.0,,,150.0,198.0,2.0,32.0,1.0,,28.0,352.0,78.0,,1.0,1.0,1.0,1.0
76561198097081018,293.0,,4030.0,8.0,26.0,,49.0,19.0,20.0,35.0,80.0,151.0,10.0,748.0,66.0,26.0,29.0,32.0,23.0,52.0,1133.0,79.0,,,,,1.0
76561198097121284,29.0,,401.0,5.0,27.0,62.0,25.0,6.0,16.0,11.0,14.0,88.0,,10.0,1059.0,29.0,12.0,48.0,2.0,64.0,1292.0,85.0,,,1.0,,1.0
76561198097122730,191.0,,286.0,5.0,20.0,82.0,11.0,25.0,6.0,11.0,15.0,3.0,,378.0,,5.0,28.0,31.0,2.0,21.0,744.0,80.0,,1.0,1.0,1.0,1.0
76561198097324455,452.0,,312.0,,8.0,52.0,11.0,,1.0,5.0,4.0,,,1966.0,,5.0,43.0,41.0,2.0,,,,,1.0,,,
76561198097370986,14.0,,1.0,,8.0,4.0,1.0,9.0,,,22.0,,,142.0,,1.0,37.0,6.0,2.0,,344.0,38.0,,1.0,1.0,1.0,
76561198097433872,47.0,,30.0,,,,1.0,,,,11.0,,,380.0,,,15.0,9.0,,,,,,1.0,,,
76561198097620616,1003.0,1382.0,2093.0,50.0,58.0,54.0,52.0,20.0,50.0,45.0,25.0,265.0,50.0,5199.0,3733.0,56.0,53.0,53.0,50.0,112.0,2400.0,538.0,,1.0,1.0,1.0,1.0
76561198097872057,217.0,,3.0,,,6.0,8.0,,1.0,,19.0,,,172.0,,2.0,,18.0,,5.0,,,,1.0,,,
76561198098062085,131.0,53.0,38.0,,21.0,30.0,,24.0,3.0,17.0,20.0,2.0,,334.0,,16.0,31.0,35.0,1.0,,203.0,37.0,,,,,
76561198098100857,,,150.0,,10.0,21.0,1.0,17.0,1.0,6.0,6.0,4.0,5.0,465.0,47.0,5.0,26.0,30.0,3.0,8.0,40.0,16.0,,,,,
76561198098133127,247.0,,74.0,,,1.0,,,,,4.0,,,614.0,,,,2.0,,,,,,,,,
76561198098317152,344.0,2.0,162.0,8.0,58.0,141.0,5.0,9.0,8.0,13.0,18.0,19.0,30.0,780.0,,11.0,53.0,55.0,2.0,35.0,373.0,78.0,,1.0,1.0,1.0,1.0
76561198098336919,12.0,,5.0,,,,,,,,,,,3.0,,,,,,,,,,,,,
76561198098609159,,,,,,1.0,,,,,2.0,,,47.0,,,,1.0,,,,,23.0,,,,
76561198098675989,1.0,,1.0,,,,,,,,2.0,,,93.0,,,,,,,,,,,,,
76561198098876815,54.0,14.0,285.0,,42.0,123.0,11.0,,13.0,32.0,15.0,,,746.0,,24.0,29.0,69.0,7.0,,,,,1.0,1.0,,
76561198098900442,67.0,,7.0,,9.0,1.0,1.0,,,11.0,11.0,,,407.0,,,21.0,6.0,,,,,,1.0,,,
76561198098927827,634.0,,543.0,,,,1.0,,,,6.0,,,691.0,,1.0,,21.0,1.0,,,,,,,,
76561198098935813,35.0,,1.0,,,6.0,,,,,10.0,,,355.0,,,,8.0,,,,,78.0,,,,
76561198098947861,139.0,,227.0,5.0,15.0,8.0,1.0,47.0,4.0,4.0,1.0,,,218.0,127.0,,30.0,14.0,1.0,28.0,600.0,83.0,,1.0,1.0,1.0,1.0
76561198099058032,198.0,,112.0,,21.0,11.0,15.0,15.0,5.0,10.0,10.0,,,308.0,,31.0,33.0,33.0,6.0,,148.0,33.0,,1.0,1.0,,
76561198099062800,159.0,,30.0,,8.0,1.0,6.0,,3.0,10.0,8.0,,,847.0,,4.0,38.0,8.0,,,,,,1.0,1.0,,
76561198099067104,59.0,,,,,,,,,,1.0,,,385.0,,,,,,,,,,,,,
76561198099355275,3.0,,,,,,,,,,,,,24.0,,,1.0,,,,,,,,,,
76561198099457853,186.0,,134.0,,,2.0,3.0,,,,,,10.0,376.0,,,,4.0,1.0,,62.0,31.0,,,,,
76561198099541716,107.0,,63.0,,,1.0,,,4.0,,1.0,,,1621.0,,2.0,,9.0,,,,,13.0,,,,
76561198100121483,828.0,54.0,423.0,,,27.0,,,,,16.0,,,574.0,,,,18.0,,,,,171.0,,,,
76561198100218406,292.0,195.0,132.0,,,10.0,1.0,,,,36.0,,,82.0,,,,14.0,,,,,161.0,,,,
76561198100876385,36.0,,,,,4.0,,,,,2.0,,,403.0,,,,5.0,,,,,,,,,
76561198101217177,136.0,,84.0,6.0,17.0,3.0,7.0,16.0,9.0,11.0,13.0,6.0,10.0,89.0,446.0,9.0,36.0,13.0,2.0,63.0,554.0,83.0,,1.0,1.0,1.0,1.0
76561198101587313,2035.0,1.0,1274.0,18.0,75.0,71.0,42.0,29.0,24.0,30.0,4.0,18.0,,5801.0,59.0,62.0,113.0,207.0,9.0,135.0,1451.0,83.0,,1.0,1.0,1.0,1.0
76561198101632469,52.0,,1.0,,,,,,,,13.0,,,170.0,,,,,,,,,,,,,
76561198101795603,55.0,24.0,7.0,,18.0,9.0,3.0,,,,9.0,,,222.0,,,23.0,9.0,,,,,,,,,
76561198101883285,74.0,,150.0,7.0,18.0,,8.0,13.0,2.0,,8.0,,10.0,390.0,349.0,16.0,33.0,30.0,1.0,62.0,462.0,77.0,,1.0,1.0,1.0,1.0
76561198101929592,48.0,,7.0,,,,,,,,,,,193.0,,,,,,,,,,,,,
76561198102030602,5.0,,,,,,,,,,3.0,,,41.0,,,,,,,,,,,,,
76561198102465435,,,7.0,,,2.0,1.0,,,,,,,32.0,,,,1.0,,,,,,,,,
76561198102689809,,,5.0,,,,,,,,,,,104.0,,,,1.0,,,,,,,,,
76561198102872428,246.0,66.0,742.0,8.0,38.0,51.0,9.0,13.0,11.0,30.0,67.0,26.0,10.0,229.0,334.0,14.0,41.0,20.0,2.0,54.0,721.0,73.0,,1.0,1.0,1.0,1.0
76561198103145641,43.0,64.0,154.0,,14.0,32.0,3.0,,23.0,,4.0,,,406.0,,4.0,15.0,8.0,1.0,,,,,,,,
76561198103355036,102.0,,36.0,,,21.0,7.0,,,,3.0,,,515.0,,5.0,18.0,23.0,,,,,,1.0,,,
76561198103676896,63.0,,191.0,7.0,33.0,,15.0,13.0,10.0,35.0,24.0,11.0,,479.0,,22.0,33.0,36.0,6.0,37.0,523.0,84.0,,1.0,1.0,1.0,1.0
76561198103717815,234.0,,208.0,8.0,20.0,16.0,8.0,9.0,,4.0,8.0,9.0,,439.0,,7.0,38.0,22.0,2.0,19.0,328.0,76.0,,1.0,1.0,1.0,1.0
76561198104249789,1.0,,,,,,,,,,1.0,,,32.0,,,,,,,,,,,,,
76561198104439641,143.0,128.0,30.0,,,4.0,,,,,8.0,,,204.0,,,,10.0,,,,,131.0,,,,
76561198104555812,533.0,,207.0,,14.0,85.0,21.0,,12.0,13.0,77.0,8.0,,2085.0,,13.0,22.0,90.0,3.0,,175.0,28.0,,1.0,1.0,,
76561198104587000,75.0,,9.0,,,,5.0,,,,18.0,,,703.0,,1.0,,22.0,1.0,,,,,,,,
76561198104703850,14.0,,,,,,,,,,2.0,,,74.0,,,,,,,,,,,,,
76561198104742085,31.0,,137.0,,15.0,2.0,6.0,,3.0,9.0,21.0,,,158.0,,4.0,31.0,15.0,3.0,,,,,1.0,1.0,,
76561198105279118,188.0,,79.0,,11.0,42.0,,,,,22.0,,,1017.0,,,17.0,13.0,,,,,54.0,,,,
76561198105355440,37.0,,2.0,,,8.0,7.0,,2.0,,14.0,,,325.0,,4.0,,16.0,,,,,,1.0,,,
76561198105361078,1155.0,,240.0,,,,,,,,13.0,,,1298.0,,2.0,,25.0,,,,,,,,,
76561198105667044,391.0,,593.0,6.0,22.0,22.0,1.0,16.0,2.0,18.0,1.0,5.0,50.0,291.0,49.0,6.0,66.0,9.0,2.0,26.0,521.0,81.0,,,,,
76561198105706186,,,102.0,8.0,17.0,33.0,4.0,16.0,5.0,8.0,10.0,2.0,,401.0,48.0,8.0,33.0,13.0,,30.0,519.0,79.0,,1.0,1.0,1.0,1.0
76561198105986989,9.0,,27.0,7.0,16.0,1.0,14.0,17.0,1.0,5.0,7.0,2.0,160.0,733.0,,2.0,31.0,29.0,4.0,18.0,564.0,85.0,,1.0,1.0,1.0,1.0
76561198106219334,4.0,61.0,,,,2.0,3.0,20.0,3.0,,7.0,,5.0,409.0,332.0,10.0,14.0,11.0,,23.0,766.0,28.0,,,,,
76561198106369115,114.0,,35.0,,,14.0,1.0,,,,16.0,,,242.0,,,18.0,11.0,,,,,,,,,
76561198106591271,239.0,,11.0,,,,3.0,,,,5.0,,,919.0,,,16.0,2.0,,,,,,,,,
76561198106914277,279.0,,150.0,,6.0,25.0,,6.0,,1.0,23.0,2.0,,1146.0,,7.0,23.0,23.0,,5.0,102.0,81.0,65.0,1.0,,1.0,
76561198106977389,167.0,,261.0,,56.0,107.0,11.0,23.0,20.0,47.0,15.0,11.0,,952.0,89.0,40.0,54.0,53.0,7.0,9.0,661.0,36.0,,1.0,1.0,,
76561198106997138,10.0,,,,,,,,,,,,,27.0,,,,,,,,,,,,,
76561198107242186,187.0,,72.0,,,,,,,,3.0,,,305.0,,,,8.0,,,,,,,,,
76561198107245770,137.0,,8.0,,,,1.0,,,,2.0,,,497.0,,,8.0,4.0,,,,,,1.0,,,
76561198107695182,80.0,,32.0,,,,4.0,,,,15.0,,,328.0,,,,4.0,,,,,,,,,
76561198107708486,118.0,,5.0,,7.0,2.0,2.0,,,,5.0,2.0,,427.0,,1.0,15.0,16.0,1.0,,129.0,31.0,,,,,
76561198108807314,203.0,,7.0,,3.0,38.0,22.0,,10.0,,20.0,,,1307.0,,13.0,,24.0,2.0,,,,38.0,1.0,,,
76561198108843205,53.0,,94.0,,,10.0,,,,,12.0,,,290.0,,,,7.0,,,,,61.0,,,,
76561198109158300,289.0,,381.0,,,,3.0,,,,34.0,,,778.0,,,,25.0,,,,,,,,,
76561198109215548,73.0,,32.0,,,,,,,,3.0,,,396.0,,,,2.0,,,,,45.0,,,,
76561198109243037,115.0,,108.0,,15.0,28.0,9.0,,11.0,4.0,6.0,,,998.0,,16.0,28.0,45.0,4.0,,,,2.0,,,,
76561198109360601,51.0,,,,,,2.0,,,,2.0,,,228.0,,,,5.0,,,,,,,,,
76561198109399117,49.0,,,,,,1.0,,1.0,1.0,4.0,,,87.0,,,,2.0,,,,,,,,,
76561198109708704,23.0,,74.0,6.0,15.0,4.0,2.0,11.0,4.0,3.0,20.0,3.0,164.0,199.0,379.0,3.0,34.0,3.0,,74.0,207.0,84.0,,1.0,1.0,1.0,1.0
76561198110070685,126.0,,23.0,,,,,,,,1.0,,,528.0,,,,3.0,,,,,,,,,
76561198110072544,60.0,,49.0,2.0,11.0,5.0,5.0,13.0,,3.0,16.0,1.0,10.0,483.0,48.0,4.0,30.0,25.0,1.0,27.0,338.0,79.0,,,,1.0,
76561198110285209,,,,,,9.0,3.0,,3.0,,3.0,,,276.0,,4.0,,10.0,2.0,,,,,1.0,,,
76561198110726062,240.0,,437.0,,,2.0,,,,,34.0,,,190.0,,,,,,,,,75.0,,,,
76561198110818041,187.0,,107.0,2.0,5.0,6.0,16.0,22.0,9.0,11.0,45.0,1.0,142.0,1220.0,,6.0,33.0,115.0,5.0,18.0,553.0,77.0,,,,,
76561198110908518,1240.0,,730.0,4.0,8.0,13.0,5.0,9.0,1.0,14.0,14.0,8.0,,273.0,,10.0,33.0,17.0,1.0,5.0,450.0,74.0,,1.0,1.0,1.0,
76561198111112330,444.0,,65.0,,,14.0,14.0,,,,33.0,,,1836.0,,,,57.0,,,,,,,,,
76561198111829700,57.0,,6.0,,,,,,,,2.0,,,390.0,,,,,,,,,,,,,
76561198112072146,162.0,,52.0,,,16.0,4.0,,,,11.0,,,391.0,,,15.0,7.0,,,,,,1.0,,,
76561198112190107,140.0,,1.0,,,11.0,,,,,6.0,,,764.0,,,29.0,3.0,,,,,,,,,
76561198112273460,52.0,,14.0,,,,3.0,,,,7.0,,,513.0,,,,5.0,,,,,,,,,
76561198112521928,468.0,,230.0,5.0,33.0,103.0,8.0,14.0,17.0,9.0,31.0,3.0,,1429.0,105.0,13.0,32.0,64.0,7.0,14.0,728.0,82.0,,,,,1.0
76561198112675996,143.0,,89.0,,,,1.0,,,,3.0,,,445.0,,,,6.0,,,,,,,,,
76561198112996394,44.0,,108.0,,15.0,11.0,1.0,13.0,6.0,11.0,19.0,4.0,,1358.0,,18.0,24.0,12.0,1.0,,90.0,22.0,,1.0,1.0,1.0,
76561198113179780,81.0,,482.0,5.0,17.0,9.0,4.0,17.0,,4.0,13.0,4.0,6682.0,322.0,115.0,4.0,32.0,29.0,,27.0,545.0,74.0,,1.0,1.0,1.0,1.0
76561198113746514,251.0,237.0,126.0,,3.0,39.0,3.0,,1.0,6.0,8.0,,,859.0,,1.0,17.0,15.0,1.0,,,,,,,,
76561198113820868,31.0,,8.0,,,,,,,,1.0,,,176.0,,,,1.0,,,,,,,,,
76561198114136710,123.0,,121.0,,7.0,14.0,3.0,,3.0,6.0,7.0,,,349.0,,4.0,13.0,16.0,,,,,,1.0,1.0,,
76561198114363591,352.0,,112.0,,,23.0,7.0,,,,5.0,,,1317.0,,,19.0,20.0,2.0,,,,,1.0,,,
76561198114594654,547.0,,1065.0,8.0,55.0,39.0,16.0,57.0,29.0,36.0,48.0,38.0,70.0,893.0,,58.0,76.0,103.0,9.0,46.0,1403.0,80.0,,1.0,1.0,1.0,1.0
76561198115581905,161.0,,344.0,2.0,15.0,12.0,9.0,9.0,9.0,15.0,17.0,,,507.0,57.0,14.0,28.0,40.0,,48.0,482.0,90.0,,1.0,1.0,1.0,1.0
76561198115780617,106.0,,32.0,,,,2.0,,,,7.0,,,508.0,,,,2.0,,,,,,,,,
76561198116463862,,,,,,,,,,,4.0,,,64.0,,,,,,,,,,,,,
76561198116630312,163.0,,3.0,,,,,,,,8.0,,,751.0,,,,3.0,,,,,28.0,,,,
76561198116664799,60.0,,31.0,,,,2.0,,,,1.0,,,145.0,,,,2.0,,,,,,,,,
76561198116874107,158.0,,46.0,,,3.0,7.0,,,,39.0,,,638.0,,,37.0,14.0,1.0,,,,,,,,
76561198117235999,150.0,,14.0,,4.0,12.0,7.0,,3.0,,13.0,,,199.0,111.0,4.0,45.0,17.0,1.0,,,,,1.0,,,
76561198117266216,650.0,1930.0,3459.0,1.0,10.0,67.0,22.0,1.0,26.0,,8.0,17.0,160.0,360.0,268.0,31.0,14.0,16.0,1.0,3.0,937.0,84.0,,,,,
76561198118121817,252.0,,55.0,,,,1.0,,,,7.0,,,1533.0,,,,20.0,,,,,68.0,,,,
76561198118697541,66.0,,187.0,6.0,15.0,8.0,4.0,13.0,2.0,7.0,73.0,2.0,,893.0,830.0,14.0,23.0,23.0,2.0,33.0,773.0,83.0,,1.0,1.0,1.0,1.0
76561198118907108,254.0,50.0,37.0,,,8.0,,,,,,,,253.0,,,,5.0,,,,,24.0,,,,
76561198119220858,30.0,,69.0,,,15.0,5.0,,3.0,,1.0,,,282.0,,3.0,,10.0,1.0,,,,,1.0,,,
76561198119312440,75.0,,2.0,,,4.0,,,,,1.0,,,159.0,,,,2.0,,,,,,,,,
76561198120811441,774.0,,782.0,,,68.0,9.0,,3.0,,5.0,,,1514.0,,3.0,,28.0,2.0,,,,13.0,,,,
76561198121193115,168.0,,5.0,,,12.0,,,,,1.0,,,302.0,,,,4.0,,,,,,,,,
76561198121375931,40.0,,1.0,,,4.0,1.0,,,,,,,163.0,,,,,,,,,,,,,
76561198121387450,355.0,,127.0,,,9.0,3.0,,,,,,,288.0,,,,8.0,,,,,,,,,
76561198121503584,52.0,,5.0,,,,1.0,,,,2.0,,,144.0,,,,1.0,,,,,,,,,
76561198121643686,1328.0,,220.0,10.0,41.0,34.0,16.0,22.0,11.0,9.0,4.0,4.0,,1045.0,,32.0,86.0,37.0,2.0,50.0,787.0,80.0,,1.0,1.0,1.0,1.0
76561198122543467,73.0,31.0,51.0,6.0,17.0,55.0,6.0,6.0,12.0,11.0,27.0,9.0,,888.0,,19.0,30.0,45.0,4.0,19.0,154.0,40.0,,,,,1.0
76561198122553579,758.0,,413.0,8.0,47.0,174.0,5.0,44.0,12.0,48.0,39.0,15.0,,3435.0,888.0,39.0,110.0,206.0,4.0,41.0,668.0,81.0,,1.0,1.0,1.0,1.0
76561198122561608,77.0,,163.0,,,12.0,8.0,,5.0,,5.0,,,1111.0,,15.0,15.0,20.0,6.0,,,,,1.0,,,
