steam_id,stat_build_foundationCount,stat_build_paintCount,stat_build_removeCount,stat_player_anglerFishKills,stat_player_bearKills,stat_player_birdKills,stat_player_boarKills,stat_player_botKills,stat_player_capturedAnimals,stat_player_captures_bee,stat_player_deaths,stat_player_excevations_treasure,stat_player_fireworks_launched,stat_player_hookCount,stat_player_instrumentNotes_played,stat_player_pufferKills,stat_player_ratKills,stat_player_sharkKills,stat_player_stoneBirdKills,stat_player_token_spend_tangaroa,stat_player_zipline_distance,stat_player_zipline_distanceOneGo,stat_shark_bitePlayer,stat_test_2,stat_test_3,stat_test_4,stat_test_5
76561198123313049,323.0,,84.0,,20.0,57.0,6.0,,5.0,12.0,14.0,,,669.0,,11.0,16.0,28.0,,,,,,,,,
76561198123430121,15.0,,,,,,,,,,,,,137.0,,,,,,,,,,,,,
76561198123467826,350.0,,5730.0,1.0,25.0,,2.0,13.0,12.0,2.0,65.0,,5.0,1208.0,127.0,6.0,64.0,23.0,3.0,24.0,345.0,30.0,20.0,,,,
76561198123515996,40.0,,3.0,,,4.0,1.0,,2.0,,7.0,,,644.0,,3.0,,14.0,,,,,,,,,
76561198123695088,320.0,,422.0,5.0,14.0,34.0,13.0,10.0,8.0,13.0,5.0,,,175.0,,9.0,33.0,8.0,,,414.0,78.0,,1.0,1.0,1.0,
76561198123876617,264.0,,53.0,,,17.0,2.0,,,,14.0,,,904.0,,,,9.0,,,,,,,,,
76561198124438751,14.0,,1.0,,,,,,,,1.0,,,134.0,,,,,,,,,,,,,
76561198124500616,38.0,,13.0,,,,1.0,,,,1.0,,,188.0,,,,1.0,,,,,,,,,
76561198124878827,346.0,,643.0,,17.0,119.0,10.0,30.0,8.0,13.0,17.0,4.0,15.0,2051.0,30.0,30.0,33.0,48.0,4.0,25.0,200.0,35.0,,,,,
76561198124934114,285.0,13.0,167.0,,,20.0,5.0,,3.0,,12.0,,,676.0,,6.0,,23.0,1.0,,,,,1.0,,,
76561198125123765,1004.0,1000.0,714.0,10.0,50.0,54.0,50.0,68.0,50.0,34.0,28.0,50.0,,5044.0,19.0,50.0,50.0,50.0,50.0,81.0,1500.0,67.0,,1.0,1.0,1.0,1.0
76561198125464736,332.0,,169.0,,,9.0,3.0,,1.0,,3.0,,,492.0,,1.0,,21.0,2.0,,,,,,,,
76561198126520934,23.0,,69.0,,8.0,5.0,4.0,4.0,,7.0,11.0,,10.0,274.0,,4.0,39.0,7.0,2.0,2.0,119.0,36.0,,,,,
76561198127349228,,,2.0,,,9.0,3.0,,,,,,,26.0,,,,3.0,,,,,,1.0,,,
76561198127418786,323.0,,9.0,,7.0,7.0,5.0,3.0,2.0,4.0,12.0,6.0,,2220.0,885.0,3.0,12.0,44.0,,,,,,,,,
76561198128262253,6.0,,,,,,,,,,1.0,,,9.0,,,,,,,,,,,,,
76561198128635538,76.0,,10.0,,,,5.0,,,,1.0,,,221.0,,,,3.0,,,,,,,,,
76561198128877235,332.0,41.0,471.0,,,5.0,,,,,11.0,,,597.0,,,,2.0,,,,,,,,,
76561198129098111,1000.0,1000.0,100.0,,50.0,50.0,50.0,20.0,50.0,25.0,25.0,50.0,,5000.0,,50.0,50.0,50.0,50.0,,1500.0,,,,,,
76561198129595576,388.0,,105.0,,,,1.0,,,,39.0,,,1078.0,,,,23.0,,,,,161.0,,,,
76561198129602826,22.0,16.0,18.0,,16.0,8.0,2.0,,,5.0,15.0,,,341.0,,,12.0,16.0,,,,,,,1.0,,
76561198129609136,992.0,,974.0,14.0,41.0,8.0,16.0,14.0,1.0,7.0,22.0,12.0,,1429.0,50.0,25.0,93.0,49.0,8.0,33.0,1140.0,88.0,,1.0,1.0,1.0,1.0
76561198129934410,36.0,,2.0,,,2.0,4.0,,9.0,,40.0,,,558.0,,8.0,,10.0,1.0,,,,,,,,
76561198130459801,257.0,,6.0,,17.0,28.0,3.0,,1.0,7.0,12.0,,,310.0,,1.0,13.0,19.0,,,,,,1.0,1.0,,
76561198130476294,34.0,,7.0,,,2.0,,,,,34.0,,,132.0,,,,4.0,,,,,,,,,
76561198130578642,960.0,53.0,409.0,5.0,11.0,97.0,29.0,8.0,8.0,8.0,27.0,8.0,,1831.0,116.0,18.0,44.0,64.0,4.0,30.0,563.0,76.0,,1.0,1.0,1.0,
76561198130778577,65.0,,10.0,,14.0,7.0,1.0,18.0,2.0,11.0,9.0,,,228.0,,7.0,38.0,10.0,,10.0,123.0,34.0,,,,,
76561198131004235,158.0,,28.0,,,30.0,3.0,,,,4.0,,,171.0,,1.0,,11.0,,,,,,,,,
76561198131076125,159.0,,86.0,,1.0,9.0,1.0,,,2.0,3.0,,,659.0,,,13.0,6.0,,,,,,1.0,,,
76561198131337754,323.0,33.0,321.0,7.0,36.0,63.0,19.0,13.0,13.0,19.0,40.0,48.0,,38.0,50.0,24.0,34.0,55.0,3.0,15.0,567.0,67.0,,1.0,,,1.0
76561198131494905,60.0,21.0,229.0,4.0,17.0,10.0,4.0,16.0,,4.0,9.0,4.0,7568.0,206.0,208.0,4.0,33.0,30.0,,27.0,269.0,89.0,,1.0,1.0,1.0,1.0
76561198132810787,361.0,,355.0,,16.0,22.0,14.0,,6.0,5.0,11.0,,,1358.0,,15.0,10.0,20.0,3.0,,,,,1.0,1.0,,
76561198133260191,3.0,,,,31.0,9.0,,,4.0,2.0,4.0,6.0,39.0,143.0,712.0,1.0,,13.0,2.0,,21.0,21.0,,,,,
76561198133292859,135.0,,627.0,,17.0,116.0,10.0,18.0,5.0,7.0,17.0,24.0,10.0,557.0,,18.0,36.0,127.0,1.0,20.0,222.0,39.0,,,,,
76561198133335521,751.0,1004.0,1472.0,6.0,58.0,114.0,39.0,22.0,90.0,31.0,22.0,34.0,13.0,1441.0,31.0,68.0,78.0,145.0,11.0,30.0,5786.0,162.0,,1.0,1.0,1.0,1.0
76561198133940164,267.0,,141.0,,32.0,55.0,8.0,16.0,5.0,10.0,47.0,1.0,,1204.0,9.0,24.0,51.0,58.0,3.0,18.0,274.0,35.0,,1.0,1.0,,
76561198134081860,774.0,,967.0,,17.0,72.0,14.0,14.0,6.0,12.0,15.0,35.0,,369.0,,27.0,29.0,96.0,7.0,,151.0,33.0,,1.0,1.0,1.0,
76561198134279827,466.0,,2008.0,7.0,20.0,65.0,13.0,14.0,19.0,3.0,21.0,70.0,,363.0,675.0,24.0,35.0,38.0,2.0,45.0,704.0,79.0,73.0,,,,1.0
76561198134353711,661.0,,1353.0,6.0,14.0,5.0,3.0,20.0,15.0,12.0,1.0,16.0,,455.0,178.0,19.0,9.0,3.0,2.0,31.0,987.0,157.0,,1.0,1.0,1.0,1.0
76561198134454310,496.0,,381.0,5.0,17.0,17.0,7.0,13.0,,4.0,36.0,4.0,6655.0,314.0,326.0,2.0,22.0,66.0,,27.0,115.0,86.0,,1.0,1.0,1.0,1.0
76561198134507527,105.0,,6.0,,13.0,6.0,5.0,,3.0,11.0,18.0,,,162.0,,8.0,15.0,13.0,1.0,,,,,1.0,1.0,,
76561198134790828,99.0,,11.0,,,,6.0,,,,17.0,,,401.0,,,,8.0,,,,,,,,,
76561198134832358,234.0,,48.0,6.0,25.0,93.0,8.0,7.0,2.0,22.0,12.0,16.0,,1570.0,,4.0,37.0,30.0,1.0,1.0,604.0,72.0,,,,,1.0
76561198135068011,325.0,,224.0,,,,1.0,,,,5.0,,,261.0,,2.0,11.0,14.0,,,,,,,,,
76561198136140935,950.0,,106.0,,38.0,31.0,,,,,31.0,,1.0,1100.0,,,13.0,42.0,2.0,,148.0,30.0,154.0,,,,
76561198136426828,717.0,3.0,874.0,,2.0,64.0,9.0,,6.0,3.0,11.0,,,746.0,,16.0,13.0,58.0,6.0,,,,,,,,
76561198136472068,232.0,211.0,91.0,,12.0,58.0,11.0,23.0,7.0,6.0,15.0,11.0,,462.0,2431.0,17.0,36.0,34.0,2.0,29.0,636.0,84.0,,1.0,1.0,1.0,1.0
76561198136503016,268.0,,715.0,,19.0,44.0,4.0,23.0,6.0,14.0,12.0,7.0,,635.0,117.0,13.0,28.0,30.0,,26.0,552.0,39.0,,,,,
76561198136807291,388.0,,25.0,,,32.0,12.0,,2.0,,7.0,,,673.0,,4.0,16.0,46.0,,,,,,,,,
76561198136827432,,,,,,,,,,,,,,21.0,,,,,,,,,,,,,
76561198136933748,322.0,,66.0,,,14.0,,,,,3.0,,,426.0,,,13.0,7.0,,,,,,,,,
76561198137066486,510.0,8.0,257.0,,13.0,47.0,10.0,,9.0,26.0,79.0,4.0,,664.0,,20.0,20.0,26.0,2.0,,197.0,26.0,,1.0,1.0,,
76561198137148373,91.0,2.0,129.0,,10.0,18.0,6.0,,,8.0,18.0,,,392.0,,,8.0,23.0,1.0,,,,,1.0,1.0,,
76561198137151098,,,2.0,4.0,,,,,,,11.0,2.0,10.0,,,,2.0,,,,,,,,,,
76561198137964231,82.0,,9.0,,,5.0,,,,,10.0,,,689.0,,,,12.0,,,,,,,,,
76561198138045482,514.0,121.0,141.0,7.0,20.0,56.0,6.0,10.0,5.0,12.0,7.0,9.0,,405.0,320.0,12.0,35.0,27.0,3.0,40.0,1179.0,83.0,,1.0,1.0,1.0,1.0
76561198138305132,97.0,,13.0,,8.0,13.0,1.0,15.0,1.0,3.0,8.0,,,563.0,,1.0,22.0,6.0,,,225.0,36.0,,1.0,1.0,1.0,
76561198138667656,191.0,7.0,91.0,,34.0,17.0,5.0,5.0,10.0,,12.0,,,588.0,,7.0,35.0,25.0,1.0,,,,,,,,
76561198138720876,103.0,,6.0,,,,,,,,3.0,,,278.0,,,,,,,,,,,,,
76561198138897945,54.0,,27.0,,,17.0,8.0,,3.0,,11.0,,,388.0,,10.0,24.0,13.0,,,,,,1.0,,,
76561198138958546,33.0,,45.0,,,4.0,,,,,6.0,,,366.0,,,,3.0,,,,,90.0,,,,
76561198139570815,698.0,,337.0,,15.0,202.0,17.0,,7.0,7.0,18.0,,,984.0,,39.0,19.0,110.0,11.0,,,,128.0,1.0,1.0,,
76561198139906209,13.0,,7.0,,15.0,21.0,2.0,,6.0,,10.0,,,452.0,,4.0,11.0,19.0,1.0,,,,,,,,
76561198140154903,156.0,,57.0,,,24.0,4.0,16.0,,3.0,17.0,,,235.0,13.0,13.0,15.0,9.0,1.0,19.0,228.0,32.0,,,,,
76561198140263937,181.0,,87.0,,18.0,41.0,4.0,11.0,2.0,5.0,8.0,,,536.0,,10.0,31.0,10.0,,,107.0,30.0,,1.0,1.0,,
76561198140320500,4501.0,491.0,2957.0,,62.0,222.0,49.0,8.0,30.0,26.0,53.0,21.0,20.0,4025.0,192.0,120.0,112.0,182.0,16.0,26.0,519.0,34.0,256.0,1.0,1.0,1.0,
76561198140820280,,,2.0,,,,1.0,,,,1.0,,,,,1.0,,5.0,,,,,,,,,
76561198141361805,40.0,,11.0,,,,2.0,,,,11.0,,,209.0,,,,9.0,,,,,,1.0,,,
76561198141457962,1.0,,,,,,,,,,4.0,,,158.0,,,,2.0,,,,,,,,,
76561198142133319,212.0,,175.0,4.0,31.0,92.0,12.0,18.0,9.0,15.0,21.0,25.0,,1762.0,,13.0,67.0,80.0,2.0,12.0,887.0,91.0,,1.0,1.0,1.0,1.0
76561198142748017,659.0,,658.0,9.0,33.0,68.0,13.0,28.0,3.0,18.0,11.0,65.0,,981.0,706.0,5.0,62.0,43.0,2.0,84.0,694.0,74.0,,1.0,1.0,1.0,1.0
76561198142851961,6.0,,,,,,,,,,1.0,,,84.0,,,,,,,,,,,,,
76561198144181689,430.0,,366.0,,,,,,,,2.0,,,413.0,,,,2.0,,,,,,,,,
76561198144441541,39.0,,39.0,,,,,12.0,,,,1.0,10.0,23.0,300.0,,10.0,,,16.0,,,,,,,
76561198144591332,178.0,68.0,133.0,,,11.0,1.0,,9.0,,3.0,,,756.0,,5.0,9.0,4.0,,,,,,,,,
76561198144608442,447.0,,199.0,,,,6.0,,1.0,,5.0,,,708.0,,4.0,14.0,8.0,,,,,,1.0,,,
76561198144641089,80.0,,41.0,,5.0,7.0,4.0,,,,30.0,,,619.0,,,13.0,9.0,1.0,,,,17.0,1.0,1.0,,
76561198144685085,194.0,260.0,56.0,,,26.0,,,,,11.0,,,630.0,,1.0,,13.0,4.0,,,,,,,,
76561198144956495,,,3.0,,,,,,,,,,,92.0,,,,2.0,,,,,,,,,
76561198145095328,231.0,,213.0,8.0,29.0,33.0,20.0,27.0,3.0,,17.0,7.0,10.0,1189.0,,7.0,85.0,37.0,1.0,47.0,766.0,87.0,,1.0,1.0,1.0,1.0
76561198145473108,61.0,,15.0,,,,,,,,2.0,,,566.0,,,,2.0,,,,,,,,,
76561198145486208,438.0,,149.0,,,12.0,11.0,,1.0,,44.0,8.0,,570.0,199.0,8.0,17.0,62.0,2.0,,,,153.0,1.0,,,
76561198145518564,3.0,,1.0,,,,1.0,,,,3.0,,,112.0,,,,1.0,,,,,,,,,
76561198145584692,,,,,,,,,,,,,,90.0,,,,,,,,,,,,,
76561198145637211,280.0,,621.0,,18.0,45.0,22.0,,4.0,5.0,23.0,3.0,13.0,2520.0,,12.0,22.0,86.0,2.0,,357.0,34.0,,1.0,1.0,,
76561198145793204,37.0,,9.0,,,3.0,,,,,12.0,,,433.0,,,,2.0,,,,,117.0,,,,
76561198145912173,177.0,,23.0,,2.0,4.0,,,,2.0,,,,345.0,,,,11.0,,,,,32.0,,,,
76561198146115592,2126.0,1000.0,278.0,,50.0,61.0,52.0,,50.0,,63.0,,,6258.0,,53.0,50.0,82.0,50.0,,,,108.0,1.0,,,
76561198146284329,11.0,,19.0,,,,,,,,11.0,,,80.0,,,,7.0,,,,,,,,,
76561198146442235,185.0,414.0,385.0,,8.0,45.0,8.0,,6.0,13.0,12.0,,,289.0,,10.0,16.0,39.0,1.0,,,,19.0,1.0,,,
76561198147158923,14.0,,2.0,,,,,,,,14.0,,,369.0,,,,3.0,,,,,,,,,
76561198147235435,312.0,,138.0,,7.0,,2.0,11.0,6.0,4.0,2.0,,,4.0,,4.0,25.0,2.0,2.0,,253.0,33.0,,,,,
76561198147633691,33.0,,9.0,,,10.0,,,,,4.0,,,604.0,,,,7.0,,,,,,,,,
76561198149209131,147.0,,33.0,,,6.0,,,,,2.0,,,4.0,,,,,,,,,,1.0,,,
76561198149314961,120.0,,95.0,4.0,13.0,26.0,2.0,6.0,1.0,14.0,26.0,5.0,,552.0,,,28.0,12.0,1.0,16.0,523.0,66.0,,1.0,1.0,1.0,1.0
76561198149432364,404.0,695.0,869.0,4.0,29.0,14.0,7.0,17.0,2.0,12.0,46.0,6.0,20.0,2202.0,,9.0,57.0,36.0,3.0,36.0,733.0,80.0,,1.0,1.0,1.0,1.0
76561198150620757,,,,,,1.0,1.0,,4.0,,1.0,,,4.0,,1.0,,1.0,,,,,,,,,
76561198150823754,714.0,,451.0,,28.0,1.0,1.0,,1.0,,23.0,,,2196.0,,4.0,14.0,33.0,1.0,,,,,,,,
76561198151695440,,,1.0,,,6.0,,,,,,,,212.0,,,8.0,3.0,,,,,,,,,
76561198151981937,262.0,,83.0,,18.0,19.0,13.0,9.0,4.0,11.0,11.0,4.0,,2262.0,,15.0,24.0,55.0,5.0,19.0,147.0,36.0,,,1.0,1.0,
76561198152525395,295.0,,244.0,,13.0,103.0,9.0,,29.0,5.0,86.0,,,1077.0,,30.0,18.0,111.0,6.0,,,,210.0,,,,
76561198152848474,457.0,,794.0,7.0,24.0,81.0,6.0,10.0,10.0,8.0,24.0,1.0,,1800.0,,15.0,36.0,50.0,1.0,11.0,484.0,91.0,,,,,1.0
76561198152869475,59.0,,8.0,,17.0,13.0,7.0,6.0,6.0,8.0,10.0,,,492.0,46.0,12.0,35.0,3.0,2.0,8.0,203.0,28.0,,,,,
76561198153005596,35.0,,1.0,,,,2.0,,,,,,,107.0,,,,2.0,,,,,,,,,
76561198153083658,9.0,,,,,,,,,,1.0,,,71.0,,,,,,,,,,,,,
76561198154431537,,,,,,2.0,3.0,,,,5.0,,,294.0,,,,4.0,,,,,,,,,
76561198154487984,32.0,,21.0,,,,1.0,,,,1.0,,,125.0,,,,1.0,,,,,,,,,
76561198155250620,106.0,,103.0,,14.0,24.0,6.0,6.0,7.0,13.0,10.0,2.0,,594.0,,9.0,34.0,47.0,4.0,,60.0,22.0,,,,,
76561198155296984,330.0,,107.0,6.0,22.0,63.0,12.0,12.0,9.0,17.0,13.0,,10.0,656.0,494.0,16.0,33.0,39.0,3.0,24.0,492.0,71.0,,1.0,1.0,1.0,1.0
76561198155451994,372.0,,200.0,,15.0,77.0,10.0,10.0,9.0,9.0,7.0,,,1355.0,,20.0,32.0,31.0,3.0,20.0,231.0,36.0,,1.0,1.0,1.0,
76561198155579240,3.0,,23.0,,,5.0,3.0,,10.0,3.0,2.0,,,127.0,,,,1.0,,20.0,156.0,85.0,,1.0,1.0,1.0,1.0
76561198155637652,273.0,,227.0,13.0,37.0,28.0,7.0,29.0,3.0,25.0,30.0,24.0,,801.0,105.0,7.0,80.0,46.0,2.0,62.0,824.0,72.0,,1.0,1.0,1.0,1.0
76561198155734428,187.0,,59.0,,24.0,16.0,13.0,13.0,10.0,20.0,16.0,19.0,10.0,744.0,53.0,21.0,36.0,63.0,8.0,24.0,230.0,35.0,,1.0,,,
76561198155816232,19.0,,,,,,,,,,1.0,,,124.0,,,,,,,,,,,,,
76561198156165252,11.0,,6.0,,4.0,18.0,1.0,,8.0,,5.0,,,104.0,,2.0,,15.0,1.0,,,,35.0,,,,
76561198156350486,11.0,,50.0,,,6.0,6.0,,,,3.0,,,360.0,,,9.0,12.0,1.0,,,,,,,,
76561198156431692,251.0,128.0,175.0,,,,4.0,,,,12.0,,,926.0,,,,7.0,,,,,,1.0,,,
76561198157027130,688.0,674.0,586.0,59.0,47.0,46.0,36.0,84.0,46.0,32.0,68.0,50.0,731.0,1247.0,225.0,39.0,44.0,52.0,59.0,76.0,887.0,82.0,,1.0,1.0,1.0,1.0
76561198157320466,141.0,,2.0,,,7.0,3.0,,,,,,,500.0,,,14.0,6.0,,,,,,,,,
76561198157418436,36.0,,18.0,,,1.0,,,,,3.0,,,268.0,,,,1.0,,,,,13.0,,,,
76561198158235560,211.0,,610.0,13.0,17.0,1.0,14.0,22.0,6.0,9.0,34.0,21.0,,473.0,22.0,4.0,32.0,26.0,2.0,32.0,501.0,80.0,,1.0,1.0,1.0,1.0
76561198158372354,294.0,,252.0,,,,,,,,,,,50.0,,,,,,,,,,,,,
76561198159162330,244.0,,201.0,,15.0,16.0,10.0,15.0,17.0,5.0,42.0,30.0,,226.0,51.0,21.0,47.0,36.0,2.0,15.0,870.0,35.0,,,,,
76561198159432619,387.0,,61.0,,,11.0,2.0,,,,14.0,,,671.0,,,12.0,14.0,1.0,,,,,,,,
76561198160215930,1008.0,1000.0,100.0,,50.0,50.0,50.0,20.0,50.0,25.0,28.0,50.0,,5116.0,,50.0,50.0,51.0,50.0,,1500.0,,12.0,,,,
76561198161010919,67.0,,37.0,,9.0,19.0,3.0,,,6.0,4.0,,,182.0,,,14.0,17.0,,,,,,,,,
76561198161250860,281.0,,79.0,,,13.0,2.0,,1.0,,9.0,,,689.0,,4.0,,8.0,,,,,,,,,
76561198161462268,143.0,36.0,118.0,,23.0,1.0,22.0,7.0,2.0,19.0,58.0,,,887.0,78.0,18.0,45.0,33.0,,24.0,140.0,37.0,,1.0,,,
76561198161474734,109.0,,50.0,,10.0,3.0,,,,,10.0,,,363.0,,,15.0,3.0,,,,,,,,,
76561198162073229,55.0,,5.0,,,,,,,,,,,401.0,,,,1.0,,,,,,,,,
76561198162186750,,,1.0,,,,1.0,,,,2.0,,,7.0,,,,1.0,,,,,,,,,
76561198162560468,38.0,123.0,58.0,,,4.0,,,,,1.0,,,43.0,6.0,,,,,,,,,1.0,,,
76561198163990421,53.0,,,,,,,,,,,,,290.0,,,,,,,,,,,,,
76561198164238502,4.0,,2.0,,,5.0,1.0,,,,3.0,,,146.0,,,,2.0,,,,,,,,,
76561198165014998,303.0,1317.0,361.0,6.0,14.0,43.0,20.0,6.0,5.0,11.0,9.0,19.0,30.0,705.0,57.0,7.0,37.0,21.0,2.0,32.0,1083.0,77.0,,1.0,1.0,1.0,1.0
76561198165154550,,,,,,,2.0,,,,2.0,,,36.0,,,,4.0,,,,,,,,,
76561198165496990,23.0,,8.0,,2.0,,1.0,,3.0,,3.0,,,91.0,,,,4.0,,,,,,,,,
76561198165538321,839.0,344.0,1464.0,9.0,51.0,218.0,26.0,26.0,25.0,22.0,26.0,22.0,10.0,6847.0,591.0,55.0,93.0,128.0,11.0,63.0,951.0,84.0,,1.0,1.0,1.0,1.0
76561198165845654,962.0,,640.0,,23.0,36.0,19.0,,2.0,11.0,12.0,,,740.0,,4.0,47.0,100.0,3.0,,102.0,40.0,,1.0,1.0,,
76561198165958290,57.0,,1.0,,,,4.0,,,,8.0,,,519.0,,,,2.0,1.0,,,,,,,,
76561198166344600,64.0,21.0,170.0,,,,3.0,,7.0,,187.0,,,1215.0,,6.0,,12.0,,,,,,,,,
76561198166593145,314.0,11.0,198.0,,9.0,48.0,15.0,10.0,11.0,11.0,64.0,,,346.0,7.0,21.0,22.0,33.0,2.0,16.0,256.0,40.0,,,,,
76561198167041140,19.0,,1.0,,,,1.0,,,,,,,133.0,,,,,,,,,,,,,
76561198168554035,299.0,,112.0,,,,5.0,,,,35.0,,,223.0,,,11.0,12.0,,,,,,1.0,,,
76561198168690397,127.0,,101.0,,2.0,25.0,11.0,,,4.0,8.0,,,381.0,,2.0,13.0,32.0,1.0,,355.0,78.0,,1.0,1.0,,
76561198171605037,,,1.0,,,14.0,5.0,,,,2.0,,,1331.0,,,12.0,12.0,,,,,,1.0,,,
76561198171969901,45.0,,8.0,,,,1.0,,,,4.0,,,238.0,,,,3.0,,,,,,,,,
76561198172263453,20.0,,45.0,7.0,36.0,24.0,10.0,21.0,9.0,8.0,96.0,6.0,22.0,144.0,299.0,18.0,77.0,57.0,4.0,35.0,543.0,34.0,,1.0,1.0,1.0,1.0
76561198172420526,1056.0,2676.0,3448.0,,,12.0,7.0,,1.0,,23.0,,,2940.0,,6.0,13.0,76.0,7.0,,,,79.0,1.0,,,
76561198172795397,28.0,,3.0,,,,,,,,1.0,,,184.0,,,,,,,,,,,,,
76561198175449550,151.0,190.0,256.0,7.0,25.0,39.0,5.0,23.0,11.0,6.0,15.0,6.0,10.0,881.0,196.0,15.0,50.0,32.0,3.0,31.0,675.0,82.0,,,,1.0,1.0
76561198179510022,35.0,,6.0,,,,,,,,6.0,,,317.0,,,,,,,,,,,,,
76561198180778138,125.0,,13.0,,,7.0,3.0,,,,3.0,,,575.0,,,,7.0,,,,,,,,,
76561198181033741,303.0,65.0,1426.0,5.0,24.0,22.0,11.0,11.0,6.0,20.0,8.0,41.0,,477.0,593.0,15.0,31.0,10.0,,22.0,840.0,79.0,,1.0,1.0,1.0,1.0
76561198181417118,388.0,,371.0,,23.0,47.0,5.0,11.0,,10.0,42.0,5.0,,926.0,398.0,4.0,44.0,29.0,2.0,21.0,229.0,33.0,,1.0,1.0,,
76561198181681013,58.0,,,,,,1.0,,,,2.0,,,340.0,,,,1.0,,,,,,,,,
76561198182774489,335.0,4.0,174.0,,,15.0,3.0,,3.0,,13.0,,,1677.0,,2.0,,18.0,1.0,,,,115.0,,,,
76561198183373023,448.0,,102.0,,6.0,6.0,4.0,,8.0,,11.0,,,2234.0,,1.0,7.0,6.0,,,,,47.0,,,,
76561198184399127,1771.0,,856.0,,5.0,42.0,7.0,,8.0,,4.0,,,620.0,,9.0,25.0,22.0,,,,,,,,,
76561198184559003,577.0,,19.0,,,24.0,6.0,,,,2.0,,,750.0,,,,8.0,,,,,,,,,
76561198185611628,23.0,,,,,,,,,,,,,157.0,,,,,,,,,,,,,
76561198186813081,754.0,524.0,657.0,6.0,41.0,44.0,13.0,9.0,10.0,25.0,37.0,39.0,10.0,440.0,670.0,20.0,56.0,63.0,3.0,81.0,663.0,63.0,,1.0,1.0,1.0,1.0
76561198187205334,46.0,,,,,,,,,,16.0,,,32.0,,,,,,,,,52.0,,,,
76561198187749359,21.0,,15.0,,,2.0,,,,,,,,120.0,,,,2.0,,,,,,,,,
76561198188180913,325.0,,148.0,,,14.0,2.0,,,,6.0,,,815.0,,,,11.0,,,,,,,,,
76561198189424197,,,4.0,,,,,,,,3.0,1.0,,188.0,39.0,,,13.0,,,,,,1.0,,,
76561198190446213,28.0,,6.0,,15.0,7.0,1.0,13.0,,,3.0,2.0,,475.0,,1.0,30.0,13.0,,9.0,163.0,30.0,,,,,
76561198190882253,14.0,,4.0,,,,2.0,,,,16.0,,,92.0,,,,7.0,1.0,,,,,,,,
76561198191494351,62.0,,22.0,,6.0,48.0,5.0,22.0,4.0,7.0,14.0,6.0,10.0,822.0,20.0,21.0,68.0,23.0,,46.0,152.0,30.0,,,,,
76561198191506749,24.0,,,,,,,,,,,,,149.0,,,,,,,,,,,,,
76561198191572974,178.0,,538.0,,9.0,32.0,6.0,,,16.0,30.0,,,627.0,,5.0,39.0,22.0,2.0,,182.0,32.0,,,,,
76561198192354022,935.0,,403.0,5.0,40.0,90.0,18.0,24.0,20.0,26.0,33.0,6.0,11.0,3491.0,36.0,66.0,70.0,354.0,12.0,27.0,477.0,85.0,,1.0,1.0,1.0,
76561198194283639,115.0,,207.0,,15.0,2.0,6.0,,2.0,,16.0,,,969.0,,5.0,13.0,32.0,,,,,,1.0,1.0,,
76561198194471187,8.0,,,,,,2.0,,,,,,,72.0,,,,2.0,,,,,,,,,
76561198194517550,22.0,,5.0,,,,,,,,8.0,,,137.0,,,,1.0,,,,,,,,,
76561198195914363,347.0,,186.0,,,8.0,,,,,2.0,,,288.0,,,,,,,,,,,,,
76561198196205654,233.0,,152.0,,7.0,46.0,10.0,,20.0,,8.0,,,884.0,,12.0,17.0,20.0,,,,,,,,,
76561198196702299,101.0,,255.0,,7.0,,7.0,7.0,2.0,5.0,54.0,,,550.0,,9.0,33.0,11.0,,5.0,,,,,,,
76561198196904582,122.0,,191.0,,,1.0,3.0,,,,,,,878.0,,,,4.0,,,,,,,,,
76561198198488449,143.0,,75.0,,12.0,15.0,5.0,,,,3.0,,,129.0,,1.0,18.0,58.0,2.0,,,,,1.0,1.0,,
76561198199407965,386.0,,154.0,7.0,21.0,29.0,14.0,7.0,4.0,17.0,22.0,8.0,,902.0,,35.0,45.0,43.0,9.0,26.0,507.0,76.0,,1.0,1.0,1.0,1.0
76561198199789282,38.0,,18.0,,,,1.0,,,,1.0,,,134.0,,,,4.0,,,,,,1.0,,,
76561198200266673,389.0,,54.0,,4.0,3.0,7.0,,3.0,,18.0,,,432.0,,4.0,,8.0,2.0,,,,,,,,
76561198200508946,354.0,,15.0,,,3.0,8.0,,,,,,,366.0,,1.0,,24.0,,,,,,1.0,,,
76561198200565375,76.0,,61.0,,,11.0,2.0,,,,6.0,,,185.0,,1.0,26.0,8.0,,,,,,,,,
76561198201061309,62.0,,1.0,,6.0,11.0,2.0,,7.0,5.0,21.0,2.0,2.0,238.0,,12.0,17.0,24.0,2.0,,102.0,26.0,83.0,1.0,,,
76561198201308490,62.0,,1.0,,,3.0,1.0,11.0,,,4.0,,,315.0,,,13.0,1.0,,2.0,57.0,31.0,,,,,
76561198202005903,98.0,,63.0,,14.0,14.0,6.0,,,,12.0,,,816.0,,,14.0,19.0,,,,,,1.0,1.0,,
76561198202692042,1298.0,72.0,415.0,,,101.0,2.0,,,,12.0,,,6359.0,,,23.0,48.0,,,,,165.0,1.0,,,
76561198202905586,138.0,,40.0,,,20.0,3.0,,2.0,,7.0,,,232.0,,8.0,16.0,12.0,,,,,,1.0,,,
76561198203621353,234.0,,240.0,,22.0,16.0,7.0,11.0,6.0,13.0,13.0,12.0,,1314.0,,18.0,39.0,15.0,6.0,17.0,241.0,33.0,,1.0,1.0,1.0,
