steam_id,BIOFUEL_STAT,COWS_STAT,CRAFTING_OPENED,CROPS_HARVESTED_STAT,CROPS_WATERED_STAT,CUPBOARD_OPENED,GIANT_CUCUMBER_STAT,GIANT_GOLDEN_PUMPKIN_STAT,GIANT_PUMPKIN_STAT,GIANT_TOMATO_STAT,INVENTORY_OPENED,ITEM_EXAMINED,InstrumentFullKeyboardMode,InstrumentNotesPlayed,InstrumentNotesPlayedBinds,MAP_OPENED,ORE_HIT,PIGS_STAT,POOP_COLLECTED_STAT,SPARE_PARTS_STAT,TREE_HIT,_SPENT_ON_DECOR_STAT,acquired_lowgradefuel,acquired_metal.ore,acquired_scrap,arrow_fired,arrow_hit_bear,arrow_hit_boar,arrow_hit_building,arrow_hit_chicken,arrow_hit_entity,arrow_hit_horse,arrow_hit_player,arrow_hit_stag,arrow_hit_wolf,arrows_shot,bags_unclaimed,blueprint_studied,bullet_fired,bullet_hit_bear,bullet_hit_boar,bullet_hit_building,bullet_hit_corpse,bullet_hit_entity,bullet_hit_horse,bullet_hit_player,bullet_hit_playercorpse,bullet_hit_sign,bullet_hit_stag,bullet_hit_wolf,calories_consumed,cargoship_bridge_visits,cars_shredded,caught_anchovy,caught_catfish,caught_herring,caught_orange_roughy,caught_salmon,caught_sardine,caught_small_shark,caught_small_trout,caught_yellow_perch,cold_exposure_duration,comfort_duration,death_bear,death_entity,death_fall,death_selfinflicted,death_suicide,death_wolf,deaths,destroyed_barrels,dweller_kills_while_moving,excavator_activated,gesture_wave_count,grenades_thrown,harvest.bone_fragments,harvest.cloth,harvest.fat_animal,harvest.humanmeat_raw,harvest.metal_ore,harvest.skull_human,harvest.skull_wolf,harvest.stones,harvest.sulfur_ore,harvest.wolfmeat_raw,harvest.wood,harvested_cloth,harvested_leather,harvested_stones,harvested_wood,headshot,helipad_landings,horse_distance_ridden,horse_distance_ridden_km,hoses_connected,hot_exposure_duration,item_drop,kayak_distance_travelled,kill_bear,kill_boar,kill_chicken,kill_horse,kill_player,kill_scientist,kill_stag,kill_wolf,melee_strikes,melee_thrown,missions_completed,mlrs_kills,pickup_category_food,pipes_connected,placed_blocks,radiation_exposure_duration,recycled_cans,rocket_fired,seconds_speaking,shark_speargun_kills,shotgun_fired,shotgun_hit_building,shotgun_hit_entity,shotgun_hit_horse,shotgun_hit_player,tincanalarms_wired,topology_road_duration,upgraded_blocks,water_consumed,waved_at_players,wires_connected,won_hand_texas_holdem,wounded,wounded_assisted,wounded_healed
76561197961154230,,,21016.0,,,42591.0,,,,,497389.0,95.0,36.0,12720.0,113.0,44994.0,57943.0,,,,14440.0,,166088.0,5841235.0,125241.0,15834.0,468.0,333.0,2036.0,41.0,2352.0,150.0,2456.0,245.0,136.0,7624.0,,4028.0,506598.0,3636.0,1998.0,83687.0,1681.0,128083.0,478.0,64988.0,5932.0,512.0,1044.0,971.0,1240058.5,6.0,,,,,,,,,,,970582.625,810794.8125,65.0,836.0,75.0,155.0,1724.0,29.0,7726.0,9436.0,,,428.0,1548.0,,22967.0,,,,,,213854.0,,,910134.0,7230.0,4104.0,595690.0,418585.0,13572.0,12.0,180077.0,107.0,,48466.47265625,63938.0,,442.0,672.0,142.0,170.0,10483.0,962.0,473.0,239.0,84855.0,1092.0,,,401.0,287.0,237074.0,5786.65478515625,22.0,576.0,34370.60546875,,42271.0,8483.0,15289.0,32.0,4691.0,7.0,89420.0,61600.0,412552.0625,4.0,2266.0,,3836.0,453.0,341.0
76561197961157047,,,5.0,,,10.0,,,,,496.0,5.0,,,,576.0,,,,,,,331.0,1300.0,20.0,43.0,,4.0,1.0,,10.0,,1.0,11.0,,43.0,,1.0,226.0,,,6.0,,101.0,,7.0,,20.0,,,1428.031005859375,,,,,,,,,,,,282.9794921875,610.878662109375,,2.0,,,5.0,,13.0,9.0,,,,,,,,,,,,,,,,,,,,10.0,,5431.0,4.0,,147.10845947265625,133.0,,,1.0,,,5.0,5.0,3.0,,312.0,7.0,,,,,,79.54638671875,,,11.44900894165039,,10.0,,,,,,75.0,,279.9400634765625,,,,4.0,1.0,
76561197961364694,,,89.0,,,14.0,,,,,602.0,,,,,795.0,,,,,,,82.0,1889.0,38.0,25.0,,,,,1.0,,3.0,,,25.0,,8.0,,,,1.0,,3.0,,10.0,1.0,,,1.0,1367.8482666015625,,,,,,,,,,,,1332.73681640625,690.185546875,3.0,1.0,,,16.0,2.0,46.0,32.0,,,,,,136.0,,,,,,3472.0,,,365.0,,,,,28.0,,1518.0,2.0,,,61.0,,,2.0,1.0,,11.0,,,,2426.0,23.0,,,,,23.0,80.076904296875,,,20.49486541748047,,,,,,,,800.0,,408.31353759765625,,,,23.0,,
76561197962685506,,,396.0,,,274.0,,,,,6183.0,3.0,,,,1178.0,2290.0,,,,4101.0,,613.0,50033.0,1480.0,876.0,37.0,10.0,52.0,,52.0,1.0,163.0,19.0,4.0,799.0,,40.0,619.0,5.0,,62.0,,82.0,,170.0,2.0,,,,14981.349609375,,,,,,,,,,,,4681.41357421875,35031.0859375,,2.0,,,,,69.0,545.0,,,,,,111.0,,,,,,458.0,,,550.0,,,,,71.0,,2522.0,3.0,16.0,1817.73828125,285.0,,6.0,6.0,,1.0,56.0,8.0,6.0,1.0,9554.0,7.0,,,,,68.0,71.92578125,2.0,,41.31244659423828,,140.0,9.0,26.0,,32.0,,2560.0,29.0,4350.4775390625,,69.0,,25.0,3.0,5.0
76561197963157956,,,2223.0,,,3954.0,,,,,50936.0,454.0,5.0,4387.0,2142.0,10592.0,715.0,,,,622.0,,8340.0,361535.0,14408.0,7411.0,94.0,111.0,287.0,1.0,565.0,,1640.0,68.0,67.0,6687.0,1.0,401.0,83155.0,309.0,132.0,6336.0,30.0,7636.0,,16826.0,255.0,1099.0,118.0,136.0,179631.59375,,,,,,,,,,,,107791.4296875,71656.4609375,7.0,85.0,9.0,12.0,263.0,11.0,1286.0,2086.0,,,13.0,189.0,,2411.0,,,,,,4539.0,,,4271.0,1517.0,622.0,64675.0,81171.0,4614.0,2.0,67383.0,61.0,,21181.21875,5584.0,,40.0,60.0,18.0,,1229.0,564.0,44.0,43.0,41732.0,358.0,,,50.0,,4301.0,1932.20361328125,21.0,162.0,4854.712890625,,10331.0,255.0,683.0,,2377.0,,14285.0,2972.0,48648.2578125,,,,817.0,22.0,32.0
76561197963489376,,,12809.0,,,76040.0,,,,,933332.0,120.0,1.0,3605.0,1295.0,135953.0,23219.0,,,,12452.0,,255810.0,1953404.0,229906.0,31107.0,1138.0,1139.0,1957.0,13.0,4411.0,1.0,8356.0,308.0,586.0,23326.0,1.0,6947.0,235627.0,2240.0,960.0,28542.0,260.0,85229.0,,46304.0,2217.0,130.0,152.0,984.0,2465305.0,35.0,,22.0,,13.0,,2.0,15.0,4.0,17.0,,834082.9375,1021099.875,60.0,586.0,69.0,138.0,996.0,45.0,7346.0,22056.0,1.0,,519.0,4373.0,,,,,,,,,,,,56416.0,18491.0,1271589.0,1570780.0,19679.0,35.0,1076268.0,872.0,,231651.671875,100646.0,,373.0,530.0,153.0,,11330.0,3113.0,142.0,354.0,340173.0,2087.0,17.0,,2786.0,,87968.0,11087.0341796875,325.0,1116.0,155469.234375,,32300.0,6943.0,12808.0,,5729.0,2.0,212385.0,98257.0,739272.8125,32.0,237.0,,4643.0,245.0,244.0
76561197963497897,,,624.0,,,1165.0,,,,,17723.0,12.0,1.0,1208.0,,5816.0,,,,,,,2555.0,154644.0,5465.0,994.0,36.0,38.0,26.0,3.0,189.0,3.0,171.0,12.0,8.0,1231.0,,163.0,6131.0,17.0,3.0,58.0,,346.0,1.0,1775.0,12.0,,,41.0,56431.67578125,,,,,,,,,,,,21146.95703125,32713.376953125,7.0,23.0,5.0,,41.0,4.0,299.0,1307.0,,,13.0,13.0,,,,,,,,,,,,520.0,45.0,20243.0,51179.0,496.0,,97476.0,85.0,,4601.265625,1848.0,,6.0,12.0,25.0,,172.0,41.0,7.0,2.0,21929.0,98.0,,,54.0,,1339.0,210.04541015625,2.0,,5204.4931640625,,763.0,4.0,2.0,,232.0,,10430.0,1214.0,20029.74609375,,,,180.0,5.0,10.0
76561197966546451,,,6.0,,,,,,,,974.0,,,,,,,,,,,,,,,269.0,11.0,4.0,16.0,,102.0,2.0,38.0,5.0,8.0,,,1.0,944.0,45.0,35.0,147.0,32.0,87.0,36.0,144.0,52.0,,39.0,26.0,,,,,,,,,,,,,,,5.0,3.0,3.0,,10.0,3.0,75.0,,,,,,,2444.0,,,,,,45534.0,,,132508.0,,,,,123.0,,,,,,1063.0,,6.0,21.0,,4.0,29.0,,25.0,6.0,,,,,,,,,,,,,199.0,,69.0,,7.0,,,,,,,,42.0,,2.0
76561197967991838,,,,,,,,,,,,,,,,,,,,,,,,,,34.0,,1.0,9.0,,,,1.0,2.0,,,,4.0,,,,2.0,,2.0,,2.0,,,,,,,,,,,,,,,,,,,1.0,,,,,1.0,3.0,,,,,,,191.0,,,,,,280.0,,,800.0,,,,,4.0,,,,,,1.0,,,,,,2.0,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,4.0,,
76561197971544298,,,1544.0,,,309.0,,,,,15303.0,9.0,1.0,236.0,31.0,8271.0,,,,,,,905.0,5473.0,1701.0,150.0,40.0,10.0,2.0,,12.0,,23.0,2.0,6.0,179.0,,39.0,75.0,,,1.0,,3.0,,9.0,,,,,19569.970703125,,,,,,,,,,,,32993.69140625,16192.373046875,4.0,14.0,,,1.0,4.0,93.0,579.0,,,,,,316.0,,,,,,3721.0,,,2410.0,1269.0,397.0,35657.0,172581.0,63.0,,17290.0,12.0,,48.24884033203125,403.0,,5.0,5.0,10.0,,42.0,6.0,,1.0,15335.0,15.0,,,64.0,,1139.0,427.3623046875,,,233.8759307861328,,44.0,,3.0,,12.0,,3655.0,748.0,7235.4599609375,,,,61.0,3.0,6.0
76561197975303286,,,53.0,,,1.0,,,,,123.0,,,,,40.0,,,,,,,,3674.0,2.0,,,,,,,,,,,,,,,,,,,2.0,,,,,,,339.80047607421875,,,,,,,,,,,,106.19648742675781,70.1328125,,,,,1.0,1.0,5.0,,,,,,,,,,,,,,,,,40.0,,5484.0,6619.0,1.0,,,,,,8.0,,,,,,1.0,,,,1349.0,5.0,,,,,,,,,1.5894932746887207,,,,,,,,105.0,,200.9369354248047,,,,2.0,,
76561197976083904,,,494.0,,,2.0,,,,,4597.0,4.0,,,,24.0,,,,,,,48.0,1398.0,22.0,29.0,,1.0,1.0,,,4.0,,10.0,,,,30.0,790.0,,11.0,168.0,1.0,68.0,38.0,52.0,29.0,,17.0,18.0,2078.74072265625,,,,,,,,,,,,378.8951416015625,618.9544067382812,,10.0,,,1.0,4.0,90.0,27.0,,,,,612.0,1517.0,165.0,,2140.0,,2.0,17789.0,937.0,57.0,245837.0,102.0,25.0,1318.0,6689.0,29.0,,2246.0,2.0,,0.556884765625,229.0,,,4.0,2.0,11.0,39.0,,12.0,5.0,2278.0,3.0,,,12.0,,57.0,71.52392578125,,,2.5488953590393066,,14.0,14.0,,,,,355.0,18.0,1296.9688720703125,,,,58.0,,1.0
76561197980731007,,,38.0,,,71.0,,,,,750.0,2.0,,,,296.0,,,,,,,281.0,1300.0,294.0,86.0,,6.0,5.0,1.0,6.0,,16.0,3.0,3.0,86.0,,6.0,499.0,,,53.0,,73.0,,77.0,,,,4.0,1833.28515625,,,,,,,,,,,,198.2607421875,2974.248046875,,1.0,,,4.0,,19.0,29.0,,,,,,,,,,,,,,,150.0,,,,,21.0,,,,,,57.0,,,2.0,1.0,,10.0,,1.0,2.0,465.0,,,,,,,,,,81.91841125488281,,28.0,,5.0,,4.0,,140.0,,462.9181213378906,,,,12.0,,1.0
76561197983430639,,,593.0,,,814.0,,,,,15034.0,102.0,7.0,2464.0,,2787.0,2254.0,,,,3523.0,,2843.0,156457.0,10792.0,531.0,20.0,21.0,39.0,1.0,38.0,,155.0,8.0,16.0,831.0,,46.0,3765.0,31.0,8.0,450.0,5.0,602.0,,929.0,41.0,158.0,5.0,,68163.078125,,,,,,,,,,,,18591.189453125,36500.00390625,4.0,16.0,3.0,7.0,17.0,1.0,194.0,489.0,,,14.0,38.0,,,,,,,,,,,,285.0,314.0,4153.0,13890.0,239.0,,8183.0,7.0,,4893.6494140625,1077.0,,6.0,11.0,5.0,,130.0,22.0,4.0,8.0,18367.0,234.0,,,17.0,,279.0,503.83984375,1.0,90.0,1116.01904296875,,767.0,28.0,98.0,,291.0,,4920.0,120.0,20428.869140625,,,,127.0,24.0,27.0
76561197983861696,,,,,,,,,,,,,,,,,,,,,,,,,,884.0,,4.0,598.0,,48.0,5.0,28.0,5.0,3.0,,,57.0,2096.0,,,60.0,,87.0,,340.0,11.0,2.0,3.0,,,,,,,,,,,,,,,,2.0,7.0,1.0,2.0,113.0,2.0,229.0,,,,,,,418.0,,,,,,6325.0,,,19467.0,,,,,89.0,,,,,,492.0,,1.0,6.0,3.0,3.0,54.0,,9.0,1.0,,,,,,,,,,,,,917.0,94.0,386.0,,53.0,,,,,,,,88.0,5.0,8.0
76561197985820397,,,1891.0,,,5298.0,,,,,53750.0,273.0,,1667.0,,6615.0,,,,,,,19436.0,662701.0,22332.0,5735.0,23.0,41.0,973.0,1.0,260.0,1.0,1736.0,16.0,14.0,3854.0,,1025.0,125290.0,136.0,52.0,17243.0,6.0,7451.0,,28744.0,691.0,296.0,6.0,28.0,866640.5625,1.0,,,,,,,,,,,95481.8828125,58347.98046875,9.0,79.0,9.0,17.0,117.0,3.0,2450.0,1424.0,,,2.0,582.0,,,,,,,,,,,,424.0,247.0,40172.0,34552.0,6967.0,1.0,23149.0,15.0,,11525.7578125,6447.0,,34.0,38.0,15.0,,2080.0,187.0,13.0,22.0,25390.0,320.0,,,89.0,,5849.0,137.1341552734375,8.0,342.0,3234.75927734375,,28783.0,770.0,189.0,,6801.0,,7995.0,2090.0,825526.4375,,,,1366.0,22.0,55.0
76561197987772041,,,70.0,,,66.0,,,,,1303.0,5.0,,545.0,,396.0,,,,,,,150.0,7454.0,825.0,343.0,3.0,5.0,21.0,,14.0,,76.0,1.0,3.0,437.0,,1.0,602.0,,,43.0,,56.0,,85.0,24.0,,,,7090.02685546875,,,,,,,,,,,,2057.34033203125,2874.69384765625,4.0,2.0,2.0,,1.0,1.0,60.0,103.0,,,,,,7.0,,,,,,291.0,,,610.0,56.0,,100.0,600.0,161.0,,228.0,,,442.906494140625,156.0,,1.0,2.0,4.0,,41.0,16.0,,2.0,1653.0,18.0,,,,,139.0,102.31365966796875,3.0,,135.275390625,,,,,,,,490.0,,2391.5791015625,,,,43.0,5.0,3.0
76561197988458619,,,8.0,,,2.0,,,,,229.0,,,,,75.0,,,,,,,57.0,,194.0,3.0,2.0,,,,,,,,,4.0,,,9.0,,,1.0,,3.0,,3.0,,,,,239.8424530029297,,,,,,,,,,,,3652.001708984375,170.01416015625,,2.0,,,,,12.0,21.0,,,,,,,,,,,,1557.0,,,1065.0,,,,,2.0,,,,,,2.0,,,,,,1.0,,,,295.0,4.0,,,,,,,,,1.9193902015686035,,,,,,,,290.0,,159.963134765625,,,,6.0,,1.0
76561197988973014,,,1.0,,,,,,,,179.0,,,,,,,,,,,,,,,236.0,,12.0,31.0,1.0,40.0,8.0,39.0,21.0,4.0,,,156.0,190.0,4.0,6.0,60.0,1.0,54.0,5.0,37.0,1.0,25.0,15.0,,,,,,,,,,,,,,,,1.0,,5.0,,,1.0,15.0,,,,,,,3027.0,,,,,,37421.0,,,68398.0,,,,,18.0,,,,,,634.0,,2.0,18.0,1.0,7.0,8.0,,25.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,13.0,4.0,3.0
76561197990349952,,,2117.0,,,2641.0,,,,,43565.0,8.0,1.0,197.0,18.0,7729.0,,,,,,,4830.0,178158.0,5510.0,970.0,130.0,81.0,63.0,4.0,132.0,34.0,84.0,46.0,42.0,270.0,,205.0,1998.0,58.0,33.0,429.0,6.0,247.0,31.0,306.0,13.0,3.0,35.0,68.0,97058.34375,,,,,,,,,,,,75556.078125,153897.171875,6.0,18.0,7.0,1.0,55.0,4.0,358.0,1748.0,,,,,390.0,6627.0,152.0,25.0,4435.0,1.0,1.0,128918.0,820.0,36.0,238369.0,5219.0,3548.0,351444.0,400097.0,172.0,,51395.0,41.0,,31404.53125,2754.0,,27.0,96.0,20.0,27.0,91.0,6.0,58.0,42.0,23261.0,88.0,,,2376.0,,1911.0,1401.9228515625,3.0,,388.6935119628906,,14.0,,,,12.0,,5035.0,2020.0,31971.94921875,,,,212.0,18.0,15.0
76561197990373069,,,3218.0,,,4953.0,,,,,115715.0,52.0,11.0,4248.0,,18660.0,,,,,,,16546.0,677197.0,21275.0,1588.0,102.0,104.0,50.0,3.0,133.0,,388.0,62.0,75.0,1121.0,,764.0,12949.0,91.0,82.0,821.0,44.0,1644.0,4.0,2999.0,197.0,,41.0,59.0,171042.734375,,,5.0,,1.0,,,6.0,,1.0,,437487.5625,492703.875,15.0,54.0,7.0,4.0,101.0,12.0,617.0,4101.0,7.0,,23.0,153.0,,2823.0,,,,,,13321.0,,,8574.0,89393.0,9344.0,629688.0,1111686.0,1766.0,,119489.0,107.0,,16483.11328125,3503.0,,44.0,65.0,17.0,,825.0,196.0,23.0,33.0,47814.0,43.0,,,958.0,,2277.0,4419.1142578125,40.0,,6273.47900390625,1.0,1186.0,453.0,85.0,,51.0,,134065.0,2535.0,58360.1875,5.0,,,355.0,16.0,36.0
76561197994613207,,,70.0,,,3.0,,,,,1208.0,,7.0,2021.0,,1392.0,,,,,,,152.0,3161.0,490.0,36.0,1.0,20.0,,,2.0,,1.0,1.0,1.0,8.0,,,,,,,,1.0,,1.0,,,,,3823.579833984375,,,,,,,,,,,,1153.891845703125,1188.2835693359375,,,,,1.0,,4.0,126.0,,,1.0,,,,,,,,,,,,,165.0,306.0,2388.0,20355.0,,,1164.0,1.0,,165.7611083984375,128.0,,1.0,7.0,,,,,,1.0,2155.0,8.0,,,101.0,,1.0,6.86328125,,,67.66336059570312,,,,,,,,170.0,,974.63232421875,,,,2.0,1.0,1.0
76561197994632659,,,68.0,,,7.0,,,,,871.0,,,,,95.0,,,,,,,788.0,1013.0,285.0,433.0,14.0,20.0,64.0,1.0,33.0,40.0,33.0,28.0,11.0,6.0,,88.0,812.0,,8.0,116.0,2.0,120.0,41.0,91.0,27.0,,42.0,2.0,939.0819091796875,,,,,,,,,,,,2043.8465576171875,1976.9510498046875,2.0,11.0,7.0,,1.0,5.0,264.0,219.0,,,,,2245.0,2246.0,1172.0,109.0,16713.0,10.0,4.0,80693.0,5908.0,233.0,282374.0,,,,,52.0,,,,,61.09010314941406,862.0,,8.0,16.0,2.0,25.0,55.0,,22.0,12.0,1772.0,4.0,,,,,63.0,6.5712890625,,,,,12.0,,,,,,35.0,23.0,777.72509765625,,,,224.0,4.0,5.0
76561197994632672,,,66.0,,,,,,,,354.0,,,,,,,,,,,,,,,313.0,9.0,27.0,133.0,1.0,50.0,9.0,28.0,9.0,3.0,,,891.0,1624.0,38.0,18.0,444.0,13.0,217.0,8.0,134.0,18.0,,7.0,13.0,,,,,,,,,,,,,,,2.0,11.0,5.0,2.0,,1.0,106.0,,,,,,,3619.0,,,,,,72616.0,,,252505.0,,,,,30.0,,,,,,320.0,,15.0,44.0,3.0,14.0,29.0,,19.0,11.0,,,,,,,,,,,,,410.0,109.0,182.0,,46.0,,,,,,,,67.0,3.0,4.0
76561197994869726,,,,,,,,,,,,,,,,,,,,,,,,,,134.0,11.0,5.0,9.0,1.0,14.0,7.0,10.0,10.0,6.0,,,47.0,218.0,2.0,,84.0,1.0,18.0,2.0,27.0,,,,2.0,,,,,,,,,,,,,,,4.0,2.0,1.0,,,3.0,34.0,,,,,,,450.0,,,,,,14904.0,,,32874.0,,,,,13.0,,,,,,74.0,,1.0,13.0,4.0,5.0,12.0,,6.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,,24.0,2.0,1.0
76561197995903397,,,7857.0,,,11591.0,,,,,258379.0,66.0,21.0,25714.0,216.0,70169.0,391.0,,,,580.0,,39228.0,1752669.0,40171.0,5530.0,97.0,93.0,402.0,12.0,788.0,5.0,1093.0,21.0,43.0,6487.0,,625.0,75558.0,219.0,111.0,5536.0,54.0,17791.0,22.0,12785.0,409.0,39.0,22.0,58.0,573690.9375,3.0,,,,,,,,,1.0,,426800.71875,409986.59375,4.0,114.0,14.0,10.0,403.0,3.0,1730.0,4291.0,,,17.0,55.0,,22915.0,,,,,,44091.0,,,74215.0,10508.0,1962.0,190103.0,465327.0,3185.0,,23559.0,17.0,,19184.57421875,6887.0,,28.0,65.0,21.0,9.0,1734.0,197.0,23.0,27.0,101211.0,339.0,1.0,,2456.0,,24064.0,6619.54736328125,12.0,90.0,8377.734375,,2930.0,425.0,888.0,,511.0,,59385.0,14565.0,227322.640625,,,,1013.0,85.0,87.0
76561197997948009,,,48.0,,,50.0,,,,,643.0,8.0,,,,66.0,181.0,,,,109.0,,5.0,2408.0,110.0,18.0,,,1.0,,17.0,,,,,,,42.0,110.0,,,3.0,,23.0,,44.0,2.0,,,,480.6651611328125,,,,,,,,,,,,,119.4044189453125,,8.0,,1.0,,1.0,30.0,10.0,,,,,,,,,,,,1023.0,,,1452.0,,,878.0,1721.0,25.0,,,,,,42.0,,,,,,16.0,1.0,,,454.0,1.0,,,,,63.0,,,,64.52067565917969,,28.0,,,,7.0,,45.0,55.0,66.300048828125,,,,20.0,2.0,
76561197998081634,,,3.0,,,,,,,,3.0,,,,,4.0,,,,,,,,,,67.0,,,,,10.0,,19.0,,,,,,504.0,,,1.0,,331.0,,50.0,,,,,,,,,,,,,,,,,,,,,,,1.0,,28.0,,,,,,7.0,25.0,3.0,3.0,484.0,,,696.0,24.0,1.0,4104.0,,,,,7.0,,,,,,10.0,,,,,,2.0,,,,17.0,,,,,,,,,,,,,,,,,,,,,,,,18.0,,3.0
76561197999154301,,,4.0,,,,,,,,13.0,,,,,3.0,,,,,,,,,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.278106689453125,,,,,,,,2.0,3.0,,,,,,,,,,,,,,,,,,,250.0,,,,,,,,,,,,,,,,,62.0,,,,,,,4.3172607421875,,,1.5528205633163452,,,,,,,,20.0,,,,,,2.0,,
76561198000000600,,,2.0,,,,,,,,9.0,,,,,,,,,,,,,,,257.0,2.0,,41.0,,86.0,1.0,41.0,2.0,4.0,,,243.0,1740.0,50.0,6.0,132.0,25.0,190.0,10.0,142.0,,,2.0,3.0,389.2864990234375,,,,,,,,,,,,,,6.0,2.0,1.0,,10.0,1.0,56.0,,,,,,83.0,516.0,22.0,3.0,1215.0,,,44899.0,267.0,7.0,173411.0,,,,,87.0,,,,,,455.0,,8.0,20.0,7.0,10.0,18.0,,8.0,6.0,,,,,,,,,,,,,,,,,,,,,155.50376892089844,,,,41.0,2.0,
76561198001180742,,,9.0,,,2.0,,,,,295.0,,,,,,,,,,,,50.0,,,1860.0,24.0,36.0,717.0,,628.0,18.0,58.0,37.0,14.0,,,106.0,1388.0,16.0,,150.0,1.0,116.0,,208.0,13.0,,1.0,,707.9547119140625,,,,,,,,,,,,870.4268798828125,8.63397216796875,9.0,19.0,,1.0,31.0,11.0,166.0,,,,,,,1731.0,,,,,,128656.0,,,229875.0,20.0,,,,119.0,,,,,745.8089599609375,967.0,,8.0,59.0,2.0,11.0,56.0,,37.0,13.0,29.0,,,,,,,,,,1.1669055223464966,,142.0,25.0,9.0,,12.0,,45.0,,211.98760986328125,,,,97.0,7.0,9.0
76561198004990831,,,28.0,,,7.0,,,,,90.0,7.0,,,,31.0,39.0,,,,288.0,,33.0,150.0,18.0,,,,,,,,,,,,,,,,,,,,,,,,,,770.545166015625,,,,,,,,,,,,147.7802734375,20.74951171875,,,,,,,1.0,17.0,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,903.0,4.0,,,,,31.0,5.003173828125,,,2.151782989501953,,,,,,,,325.0,,296.60699462890625,,,,1.0,,
76561198005620106,,,528.0,,,575.0,,,,,9017.0,2.0,,,,3252.0,,,,,,,,,,70.0,30.0,1.0,,,,,,10.0,3.0,,,70.0,148.0,26.0,10.0,,,101.0,,,,,,4.0,,,,,,,,,,,,,,,5.0,8.0,5.0,,16.0,1.0,59.0,,,,,,,431.0,,,,,,11541.0,,,6071.0,,,,,1.0,,,,,,317.0,,,,,,,,,,,,,,,,,,,,,,28.0,,,,,,,,,,,,23.0,,1.0
76561198006700021,,,,,,,,,,,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28.23504638671875,,1.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
76561198007042683,,,42393.0,,,41544.0,,,,,578778.0,2641.0,65.0,427097.0,,105157.0,,,,,,,219384.0,7602636.0,123181.0,11020.0,992.0,1034.0,918.0,66.0,1973.0,198.0,864.0,93.0,498.0,9173.0,,3902.0,80145.0,3121.0,2026.0,6883.0,650.0,18832.0,185.0,8369.0,873.0,59.0,286.0,1337.0,1479512.0,7.0,,,,,,,,,,,1002578.1875,2002291.75,58.0,296.0,55.0,19.0,760.0,44.0,3683.0,29021.0,,,1.0,,,322496.0,,,,,,536741.0,,,1926530.0,23241.0,4498.0,677823.0,1137805.0,6013.0,1.0,350085.0,258.0,,464809.71875,37814.0,,107.0,226.0,72.0,,2521.0,1095.0,37.0,128.0,457478.0,503.0,,,2856.0,,69394.0,14069.923828125,78.0,288.0,54669.5234375,,10391.0,381.0,1448.0,19.0,1314.0,,339480.0,50371.0,484552.0625,,,,1867.0,111.0,216.0
76561198007672682,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,1.0,,,,,1.0,3.0,,,,,,,,,,,,,,,,100.0,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,
76561198008795381,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,,,,,,,,,,,,25.0,5.0,,,,,2.0,3.0,,,,1.0,,,,,,,,,,,,,,,,1.0,,,,,,3.0,,,,,,,94.0,,,,,,4904.0,,,17090.0,,,,,2.0,,,,,,58.0,,,9.0,2.0,1.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,
76561198008905715,,,442.0,,,843.0,,,,,22061.0,20.0,2.0,1163.0,,8356.0,2279.0,,,,2095.0,,5057.0,96488.0,3052.0,521.0,9.0,10.0,15.0,2.0,57.0,,154.0,2.0,4.0,554.0,4.0,32.0,9752.0,135.0,100.0,814.0,11.0,1037.0,,2237.0,90.0,,5.0,47.0,45951.18359375,,,,,,,,,,,,45429.31640625,10310.2705078125,6.0,29.0,1.0,,27.0,1.0,315.0,524.0,,,44.0,58.0,,,,,,,,,,,,,,1169.0,1191.0,533.0,1.0,11219.0,6.0,,3024.2607421875,984.0,,13.0,21.0,5.0,,340.0,54.0,3.0,11.0,9944.0,64.0,,,,,3209.0,776.6268310546875,5.0,,2815.461181640625,,192.0,45.0,6.0,,85.0,,5290.0,3384.0,13808.8837890625,,,,188.0,20.0,16.0
